scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,363.48782,188.98628,0.91458493,361.11417,207.46187,1.0,388.63177,255.51488,0.82223827,387.3728,292.61765,0.93023944,389.78403,309.24957,0.9502333,388.15173,350.40637,0.6344998,387.37866,369.8999,0.6376762,412.747,205.09149,0.7890255,441.78204,327.69608,0.7922102,289.18463,203.85393,0.8126188,319.19153,327.71237,0.6025415
1,363.4556,189.25851,0.9233711,361.0562,207.85382,1.0,388.84473,255.95702,0.8205018,387.10806,292.43945,0.95850694,389.52463,308.82407,0.96063286,388.3563,349.4166,0.6555539,386.45688,366.75198,0.6364022,413.10992,205.02557,0.80476254,440.01086,323.60272,0.759949,288.8489,203.89774,0.82687676,320.08887,327.17267,0.6538786
2,363.64114,189.2008,0.9365669,361.06308,207.87125,1.0,388.56396,255.86308,0.81404865,387.2945,293.18762,0.9631139,389.7544,309.59366,0.9494329,387.66693,350.0131,0.67206186,385.4076,367.105,0.63976973,413.13788,205.37492,0.8022299,439.07794,323.9625,0.74704164,289.26935,203.48631,0.8127016,320.95633,329.15778,0.64914995
3,363.63354,189.30649,0.9325004,361.09756,207.82466,1.0,389.0091,255.65514,0.8162063,386.87354,292.4789,0.97740084,389.04285,309.09494,1.0,387.36154,349.40765,0.67729145,385.81488,366.08395,0.6253604,413.07764,204.94698,0.79561925,439.00906,323.65198,0.7319527,289.2844,203.42928,0.81825435,320.492,329.0957,0.62055635
4,363.3618,189.06625,0.9319792,360.97897,207.90758,1.0,388.80252,255.6796,0.82156646,386.97095,293.3833,0.9746442,389.40002,309.63382,0.9723029,387.46445,349.67255,0.68046457,385.6329,366.75266,0.6275603,412.81598,205.25337,0.8069725,439.83008,328.46353,0.72993773,288.99667,204.43314,0.84513515,319.63116,329.35016,0.608476
5,363.36227,189.09673,0.9343551,360.96396,207.832,1.0,388.98706,255.76456,0.8234894,387.17328,293.26056,0.9604283,389.41537,309.55167,0.9695869,387.66956,350.06244,0.669222,385.9909,368.1543,0.6040293,412.94995,205.02116,0.8036684,439.27017,323.27182,0.72985184,288.94144,203.89397,0.8285073,319.907,329.7759,0.60138446
6,363.3773,189.04431,0.92623216,360.8992,207.86626,1.0,389.14502,255.89685,0.81666696,387.33267,293.45673,0.95993924,389.53394,309.7635,0.97803134,387.89386,349.69388,0.6773919,386.25974,366.58987,0.6359718,412.96503,204.77118,0.79957366,440.51447,328.22684,0.737779,289.10196,204.09128,0.83475286,320.73404,329.7934,0.6557702
7,363.62244,189.37543,0.93555254,361.02533,207.82321,1.0,388.9919,255.78015,0.80826694,387.1418,293.4928,0.95397717,389.53503,309.89255,0.9664973,388.23257,350.27768,0.670345,386.23233,367.602,0.63626105,413.00558,204.71844,0.791862,439.02914,323.92825,0.7344084,288.86978,204.08818,0.8568459,320.8752,329.54593,0.6575128
