scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,345.64612,186.70932,0.889788,342.9931,204.93187,0.94287467,349.7955,236.83652,0.7340138,342.498,266.9083,0.8565023,343.97604,283.8317,0.735216,339.9108,328.64413,0.38041615,327.2702,348.63284,0.44813758,401.46512,216.69212,0.7710081,410.4186,336.89816,0.65212166,268.95807,202.80823,0.8351986,274.5163,322.94217,0.6874059
1,344.7744,185.65881,0.8719668,342.87338,204.86105,0.94028807,349.78583,236.4793,0.7256728,341.16696,267.37198,0.8475585,342.83487,283.9531,0.7466753,339.53125,325.63864,0.3928657,333.55585,344.40372,0.37107676,399.796,216.28699,0.7436244,410.4349,336.3126,0.6163821,268.50067,203.33563,0.8722355,275.65546,322.0913,0.5952752
2,345.0347,185.47165,0.8768143,342.8585,204.7561,0.9330754,349.8087,236.62866,0.72520536,340.5443,267.0943,0.84242123,341.23846,284.30026,0.7576459,338.24072,326.09634,0.39326906,327.21664,347.36362,0.42992067,401.8502,216.331,0.7583322,410.7392,335.9322,0.6006801,268.1471,203.07925,0.8602676,276.216,322.61493,0.5975311
3,345.35486,186.23471,0.87434506,342.99423,204.88072,0.9173593,349.68143,236.52588,0.72161406,340.39487,267.21832,0.8543713,340.85556,284.57083,0.7549798,338.99673,326.05286,0.3877957,327.787,347.2317,0.40695927,401.94016,216.52191,0.7469463,411.2549,335.76907,0.5833128,267.75314,202.90143,0.86359686,276.74557,322.1048,0.5527581
4,345.1863,185.44351,0.87217706,342.85458,204.69148,0.9190858,349.48694,236.54422,0.7213361,340.07385,266.9402,0.86545295,340.61276,284.51712,0.7797643,339.0864,325.45496,0.39059365,336.57867,345.05252,0.3806314,401.69373,216.63477,0.74812675,409.45975,335.4729,0.5775067,267.80804,202.84862,0.8729154,276.5173,322.4933,0.5516267
5,345.32214,185.14857,0.8656312,342.73532,204.36171,0.9238059,349.0875,236.54446,0.7109904,340.18015,266.94452,0.86757195,340.30743,284.2875,0.76528764,378.14185,334.03387,0.37455776,333.52505,345.19412,0.36527202,401.60287,216.44576,0.7450343,408.55167,334.62903,0.53336096,267.79,202.87953,0.87355375,276.5869,322.12656,0.53867364
6,344.94327,185.50217,0.8716906,343.14645,204.72133,0.92927504,348.9104,236.52306,0.7163191,339.79166,266.72037,0.87329006,340.12863,284.2572,0.776767,378.27646,333.16873,0.35323223,333.5856,345.09506,0.33782095,401.58615,216.6111,0.7431752,408.4287,334.9156,0.5390767,267.85272,202.52611,0.8627986,276.1495,322.62387,0.5781981
7,345.03284,185.3344,0.8663199,343.04385,204.54778,0.93919224,348.7245,236.28532,0.7098905,339.6308,266.80673,0.8658187,339.60703,284.2792,0.7734936,377.1315,332.46417,0.35186592,328.17584,347.10104,0.33735052,401.28497,216.6803,0.7534903,405.03168,330.5579,0.56095177,267.79407,203.06573,0.8562013,276.2397,322.5607,0.6081896
