scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,224.11751,230.57358,1.0,226.85907,248.51947,1.0,161.2541,311.36087,0.857544,130.79922,344.82605,0.9950181,120.80614,367.91434,0.9194421,121.61856,398.8574,0.61070144,123.303085,411.82916,0.46155933,286.38226,250.41446,0.7278466,210.87044,403.7503,0.82961977,185.0558,228.50647,0.7281993,104.893555,371.6572,0.8345898
1,224.50854,230.68945,1.0,226.41399,248.1699,1.0,160.44644,310.99197,0.8958368,130.64142,344.07373,1.0,120.48483,367.59232,0.9362812,122.58397,398.70242,0.63383543,124.3529,412.12326,0.49116454,287.70135,251.32408,0.7237195,209.11964,402.7671,0.85517585,186.69939,230.64111,0.7066171,104.75456,372.14,0.85130715
2,223.61304,230.49097,1.0,225.5878,247.98947,1.0,160.08743,310.79257,0.89289206,130.28021,343.67587,0.9959191,119.97656,366.61142,0.906264,121.70835,397.8043,0.674816,123.79239,411.38638,0.53283435,286.36566,250.76543,0.7188844,209.05453,402.5464,0.8418575,186.47543,230.6717,0.7233651,104.69212,370.7678,0.84528005
3,223.83046,230.78247,1.0,225.70755,248.30934,1.0,159.94803,310.795,0.8939672,130.05588,343.32812,0.98220664,122.216,367.30292,0.86773425,121.04466,397.9231,0.67002386,123.39041,411.2754,0.52255446,286.35706,251.04805,0.7089405,207.97038,402.4255,0.8314688,186.53221,230.29646,0.7347645,104.4976,370.2228,0.8348914
4,223.71579,230.78168,1.0,225.41194,248.44812,1.0,159.92844,310.81238,0.89590657,130.05743,343.0364,0.9891198,122.097244,367.49213,0.882353,120.984474,397.78287,0.6537238,123.058556,410.8483,0.50337064,287.51456,251.26273,0.7098758,208.53284,402.79495,0.8340399,186.40746,230.45924,0.7298474,104.41755,369.89572,0.8332667
5,224.01561,230.68936,1.0,225.53188,248.19844,1.0,159.79588,310.56262,0.8885176,129.93138,343.06918,0.9748228,122.08211,367.0541,0.87586546,120.17271,397.64224,0.6845267,122.56997,411.08453,0.530557,287.495,251.1556,0.71509486,207.20668,402.7414,0.82134265,186.30452,230.03796,0.7304518,104.27487,369.8628,0.8291712
6,224.05276,230.84048,1.0,225.96504,248.24579,1.0,159.84093,310.41846,0.88552725,129.60927,342.95526,0.99049413,122.05284,367.17783,0.8912795,120.69829,397.52484,0.66802007,123.165504,411.0332,0.5139394,287.01215,251.13867,0.723692,207.67654,402.0312,0.8464991,186.38536,230.24551,0.7225203,104.18309,370.02335,0.8400284
7,224.08105,230.51335,1.0,225.89075,248.10211,1.0,159.68608,310.31213,0.8565016,129.38351,343.40915,1.0,121.78193,367.30438,0.87937653,120.65451,398.06482,0.6869504,122.97257,411.21378,0.51022136,287.5872,250.96426,0.72053343,207.68115,401.97977,0.8451215,186.27187,230.16774,0.7188144,103.61399,370.19083,0.8457308
