scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
8,284.56384,166.18037,1.0,287.39554,182.16559,0.99018145,283.22025,219.54724,0.63434815,288.78958,250.45174,0.96221954,287.4936,268.30502,0.73054516,300.16623,299.9533,0.7566723,301.46494,321.77298,0.95440876,353.15497,160.84889,0.85388803,364.72147,277.20956,0.65733653,226.25812,196.14107,0.89915687,240.1542,308.17377,0.35683215
9,284.40384,166.38214,1.0,287.1869,182.26933,0.9702342,282.76956,219.48509,0.6418547,287.81818,250.8491,1.0,286.14447,269.0817,0.81796896,298.71973,299.77118,0.7713131,299.88547,321.51086,0.94058686,353.14902,161.3749,0.8306199,363.48483,277.27933,0.6681748,226.04945,197.07297,0.90371805,239.34793,309.41193,0.3873375
10,284.67532,166.85246,1.0,287.36597,182.61966,0.9665136,281.10712,220.42427,0.64890796,286.32275,251.36931,1.0,284.72766,269.57437,0.8369664,297.19946,299.95663,0.78653675,298.7141,322.17773,0.88182664,352.9748,162.38995,0.8233013,362.40195,278.22867,0.6397949,225.51471,197.45073,0.8993038,239.23717,309.60632,0.3749564
11,284.53177,167.43546,1.0,287.3472,183.13585,0.966391,278.86395,221.38574,0.6490153,285.0344,250.50539,1.0,283.1922,269.0601,0.8683926,293.3775,301.22498,0.8204098,296.77292,322.57767,0.8860364,352.801,163.357,0.85755235,361.7102,278.0481,0.63403463,225.79173,197.56708,0.9103625,240.25203,308.70636,0.36459312
12,284.6273,167.22021,1.0,287.52063,182.71935,0.98126364,278.61978,219.94482,0.64748824,285.58713,249.30159,1.0,283.19296,268.13144,0.9139254,293.5093,300.4648,0.8117464,297.4916,321.99286,0.9194471,353.52164,163.63855,0.89361143,362.94952,277.53006,0.6199959,226.23906,196.92532,0.91530764,239.44342,308.58163,0.3871691
13,285.17712,166.9706,1.0,287.97656,182.57729,0.99650574,281.27396,217.82562,0.68220663,285.41718,248.35945,1.0,283.2207,266.7177,0.937967,293.40292,299.0119,0.81864274,296.7329,320.82535,0.83739305,353.75458,162.97789,0.8732816,362.48737,277.28146,0.62802106,226.81577,196.71405,0.9129548,239.91678,306.30576,0.36661184
14,285.80304,166.53793,1.0,288.1767,182.25327,1.0,277.51038,218.95557,0.6898984,285.91824,248.07304,1.0,283.75348,266.19235,0.97029346,293.58017,298.11264,0.8151531,297.4968,320.35135,0.84708744,353.95697,162.59732,0.8669925,363.09283,276.45056,0.6229068,226.59644,196.90874,0.9126447,240.14487,305.42438,0.38629195
15,285.88922,166.53708,1.0,288.39105,182.07008,1.0,277.79544,218.78691,0.6872519,286.56094,247.72849,1.0,284.48712,265.6935,0.9672737,294.17807,297.8383,0.80402756,298.59277,320.4053,0.8608749,354.0115,162.45741,0.8604836,363.11862,275.87427,0.63367844,226.88864,196.83804,0.91349685,240.22243,305.7197,0.38406983
16,285.74994,166.0932,1.0,288.07394,181.78181,1.0,277.52856,218.41084,0.6905695,286.57144,247.48645,1.0,284.5468,265.45102,0.96011215,294.28583,297.0359,0.81731904,298.57693,318.90323,0.8606654,354.43073,162.42712,0.8767396,362.6528,275.5537,0.636005,226.90527,196.78685,0.91944826,240.44478,304.1546,0.37038496
17,285.6624,166.13123,1.0,287.9259,181.84521,1.0,277.5003,218.20784,0.69439083,285.0989,248.62573,1.0,284.3956,265.38367,0.9567634,294.1539,296.6829,0.8257841,297.4778,318.4232,0.8404847,354.57635,162.73125,0.8625975,362.79022,275.70743,0.643377,226.87343,197.22269,0.9138212,240.27867,302.80484,0.37129784
18,284.91446,166.4267,1.0,287.4205,181.89517,0.9832059,277.53723,218.70645,0.69423217,285.76334,247.28165,1.0,283.65082,265.7197,0.9464604,293.62408,296.8611,0.82422316,296.8421,318.81906,0.8513628,353.41357,163.28279,0.8638105,362.77823,276.31592,0.6491964,226.88795,196.89828,0.91571206,239.83092,302.93845,0.40260845
19,284.8632,166.45331,1.0,287.34006,181.88263,0.98440576,278.2356,218.4505,0.71722114,284.61853,247.42015,1.0,282.6752,265.91956,0.9393407,292.82233,297.12598,0.84387547,295.7381,319.3283,0.8320976,353.14853,163.23741,0.85945326,362.4795,276.393,0.6700054,226.42538,197.27084,0.934001,239.57323,305.05557,0.38661364
20,284.29315,166.74382,1.0,286.84094,181.99008,0.96078736,277.3787,218.68047,0.69587797,282.7988,248.57689,0.99516225,281.8568,265.57172,0.91328293,291.55792,295.79913,0.8519731,296.1599,318.30753,0.8307447,352.05563,163.31068,0.8759784,362.21753,276.89865,0.65858614,226.80896,197.36569,0.93667156,239.76527,305.75067,0.39288884
21,284.57285,166.67612,0.98449606,287.11484,181.95996,0.9581412,277.2247,219.99495,0.6850951,282.18155,249.29875,0.99748415,280.66992,265.99033,0.90221465,290.71378,295.99384,0.8513248,295.96228,318.90253,0.8207772,350.53958,165.9339,0.774087,361.8761,276.48557,0.67964566,228.96016,198.94014,0.8537568,239.42343,305.84564,0.41528365
22,285.50977,166.94316,0.93422216,288.4683,181.89792,0.95040816,278.85913,220.61725,0.7239609,282.16223,249.37564,1.0,280.0811,266.652,0.92936516,289.645,294.18674,0.85103106,294.4364,317.64658,0.8877876,351.15643,168.19887,0.7055147,360.59302,276.0409,0.7057815,230.1083,199.09778,0.68743175,238.81741,305.56363,0.41756034
23,285.83514,167.4974,0.9148821,288.641,182.04538,0.92786676,279.02896,221.4119,0.73258597,281.65442,249.23997,1.0,279.49426,266.40454,0.93659693,289.18985,293.97488,0.8515869,293.13226,317.79037,0.8798126,352.59012,169.18304,0.70230037,360.5408,275.39957,0.7017646,228.70364,198.4223,0.7077757,237.93614,305.12427,0.4228282
24,285.04993,167.00798,0.9381098,288.87302,180.9933,0.90237045,278.6587,221.21701,0.7154575,281.0256,248.60936,0.9747671,278.90027,266.48407,0.9303786,288.97455,294.91516,0.8444869,293.49008,316.67706,0.83736694,352.71262,168.4683,0.68965256,360.50027,275.88046,0.71150535,228.51178,198.85777,0.77340335,238.23401,305.25406,0.40891698
25,284.7173,164.93718,0.9248719,289.35443,180.93782,0.907416,278.7959,220.61351,0.7120818,279.50467,250.6722,0.9802826,278.37112,266.74228,0.9369474,288.1326,295.43942,0.84740096,293.4082,318.1842,0.8261727,352.26004,167.25275,0.71706545,360.24445,276.04105,0.6935608,228.38246,198.05757,0.78642803,238.4797,305.11258,0.41177747
26,284.77594,165.91995,0.93254733,288.38577,180.66208,0.9170219,278.81668,220.74039,0.6982982,280.6352,247.5007,0.968871,278.07172,267.12814,0.9267456,287.596,295.4598,0.84161127,292.28778,316.7465,0.8634677,351.3478,166.28151,0.7089158,359.01385,276.12943,0.7170391,230.73221,195.80713,0.7817003,238.08589,305.54385,0.42436197
27,283.58868,164.65413,0.9729511,286.87408,180.24345,0.9082184,278.88553,220.02113,0.7025631,280.69168,248.03987,0.98966414,278.01263,267.67007,0.9178071,286.88373,296.45953,0.8245093,291.8932,317.8358,0.87589014,350.38898,164.778,0.731536,359.32684,276.66956,0.71402836,230.44258,194.2616,0.84089196,237.85684,305.8198,0.4090383
28,283.28726,163.32024,0.9809447,286.5656,179.57281,0.8929382,277.83676,220.10355,0.69165576,279.45798,248.54886,1.0,277.17303,268.19455,0.8874615,287.3762,297.4017,0.84070295,289.8366,318.05487,0.9269775,350.0417,164.12709,0.7685656,359.35098,277.1844,0.7073147,228.33034,193.56151,0.8831867,238.29997,305.9491,0.40020666
29,283.02322,162.97939,0.99589586,284.85126,180.29979,0.88972354,276.78088,219.78877,0.6869754,277.41013,249.10841,0.9983984,275.4661,268.7899,0.84483343,285.33203,297.365,0.8437145,287.99734,318.10037,0.9418894,349.1988,163.51094,0.7660329,358.06378,277.31693,0.68766725,226.28004,191.27365,0.87669796,238.01904,307.25772,0.42781162
30,282.9812,161.41562,1.0,285.04977,179.49065,0.9060874,274.6762,220.15208,0.723759,275.17828,249.76625,0.99359494,273.87112,269.181,0.8062753,282.86343,297.4097,0.85726964,285.2947,318.2546,0.9715526,349.21936,162.41339,0.8096677,356.6788,276.9976,0.6430916,225.86229,189.85968,0.88541836,237.77518,307.6889,0.41229364
31,282.19348,160.71223,1.0,284.3927,179.25246,0.93716913,273.781,219.67772,0.7423709,273.0809,249.00589,0.98522425,271.76205,267.83435,0.7711966,280.74045,299.92273,0.84605306,283.97635,319.55585,0.9925356,348.61932,161.40033,0.80643487,354.79684,276.61166,0.67517257,225.65175,191.05309,0.87361324,233.50064,307.2575,0.43078408
32,282.11954,159.43738,1.0,284.4924,178.14993,0.96278787,273.18982,219.20622,0.74849194,272.9457,250.24173,1.0,270.04562,268.20038,0.85678405,279.4589,299.29443,0.88078815,283.41644,319.1825,0.95197695,348.73038,160.27742,0.7652764,354.97064,277.3807,0.7088552,226.35709,190.57648,0.86985177,232.99994,306.53815,0.44665816
33,282.0651,158.70398,1.0,284.17935,177.57474,0.9692594,272.86166,219.11316,0.74757946,272.17737,250.16322,1.0,269.0525,267.94217,0.8824974,278.55984,298.17166,0.8827248,282.74564,317.9569,0.90344846,348.70374,159.6356,0.7734724,356.20273,277.56396,0.69298184,226.59401,190.28413,0.8856311,232.03435,306.2571,0.4350076
34,282.81567,157.81137,0.97986513,284.78546,177.03484,0.9424839,272.97327,218.93666,0.73318225,271.474,250.10776,1.0,268.3611,267.6309,0.90339357,277.37564,297.0865,0.89272755,281.33353,318.48877,0.88142264,348.6908,159.13292,0.73975784,354.80524,277.08765,0.7144994,226.79823,189.55577,0.9112513,231.27452,306.04788,0.43975604
35,282.80698,157.14009,0.9641321,285.1692,176.74744,0.9320247,272.8911,218.85933,0.74108315,271.2775,249.67331,1.0,268.17624,267.13498,0.91320544,276.82898,295.47943,0.9009033,282.1384,315.26126,0.8625772,349.2337,158.30902,0.7440496,354.66107,277.0621,0.73099124,226.60347,189.0092,0.92855686,231.46088,305.78247,0.42752194
36,282.96494,156.46016,0.9646215,284.66043,176.51175,0.911604,272.76846,217.6768,0.7318252,271.1756,249.98997,1.0,268.07837,265.742,0.9415006,276.4211,294.1427,0.8927067,281.55774,317.13998,0.8568972,349.70096,158.2061,0.7377253,354.764,278.11737,0.70435023,227.02469,188.92123,0.9279799,232.43561,304.5379,0.39930168
37,283.2709,156.02184,0.96281666,284.7309,176.36479,0.9176186,270.86743,218.43864,0.77394664,270.3538,248.98543,1.0,267.37842,264.92215,0.96874285,275.46384,293.1734,0.88167703,281.4082,316.32825,0.83814263,349.78058,158.17578,0.7524667,353.43518,276.17358,0.6950058,227.39555,189.30734,0.94251746,231.64642,303.6682,0.41316074
38,283.08365,155.77942,0.9423271,284.7469,176.27705,0.91410685,269.51056,217.06233,0.8174131,268.783,247.04286,1.0,265.6293,264.18674,0.9750231,272.7464,292.75223,0.8763016,278.40353,314.8919,0.87236804,349.7843,157.84467,0.71997523,352.2596,276.14032,0.6787116,227.4014,189.15091,0.95571214,230.35161,301.5893,0.49571717
39,282.53925,155.5494,0.9647728,284.13406,176.18784,0.90951383,268.3599,215.59175,0.8402191,267.4691,245.20163,1.0,262.80145,264.2696,0.9260094,271.45175,292.03027,0.87166804,277.1569,313.3208,0.8591148,349.5826,157.76765,0.7130875,351.84644,276.43842,0.69171023,227.95511,188.76187,0.963374,228.87682,301.1352,0.48779464
40,282.09192,155.15254,0.9732239,283.64062,176.18758,0.9173912,267.66507,215.02377,0.8165849,265.67664,244.33926,1.0,261.20398,264.36353,0.9752171,269.3427,293.89627,0.85645425,272.7433,311.90662,0.8971199,349.57553,157.69423,0.71144223,349.31357,275.33902,0.7296546,228.241,188.39261,0.97856754,227.9466,300.52307,0.5104601
41,282.67215,154.11894,0.97004557,283.80557,175.79285,0.91890377,266.85168,213.3355,0.7918713,262.60742,243.46004,0.9855854,259.5046,262.8903,0.96171254,268.00183,290.95605,0.91923714,270.299,309.58093,0.9456954,349.13052,156.92769,0.71797055,348.4182,274.4023,0.76985127,228.54482,187.76932,1.0,226.80807,298.43735,0.47897696
42,282.3552,153.44984,0.97013587,283.2716,175.85072,0.9297252,263.63486,212.33849,0.74994314,260.0751,241.84988,0.9765634,257.29657,260.98785,0.9161144,265.5251,289.53824,0.96031374,268.56653,309.5082,0.95071924,350.4783,157.41534,0.72672236,347.62085,272.09027,0.7600192,228.42096,187.80684,1.0,225.826,297.1015,0.5062643
43,282.06042,152.6825,0.9608797,282.92667,175.34451,0.9280701,262.95444,211.57863,0.7447049,258.28387,241.28807,0.9702804,255.83827,259.97925,0.8674232,264.25787,287.67172,0.9503851,269.90277,307.55743,0.9709704,350.01318,157.03145,0.74295723,345.73788,271.3548,0.7383129,228.4212,187.07445,1.0,225.2594,295.1855,0.51726735
44,281.76804,152.35178,0.96681315,282.66263,175.12985,0.9475955,263.22076,210.32071,0.7728608,257.37122,240.01929,0.9722118,256.43158,258.91766,0.9042902,262.87027,286.91888,0.94361347,268.39435,306.79446,0.981325,349.43988,156.62532,0.74021554,344.23108,270.7481,0.764578,228.76636,186.72621,1.0,224.49959,295.17825,0.5315566
45,281.4674,152.36142,0.9636406,282.68512,174.86502,0.9386064,260.88315,211.26033,0.78098077,257.47156,239.02538,1.0,254.76698,257.81787,0.956556,261.71762,286.96964,0.9475127,266.39273,305.66397,0.9716479,349.19232,156.73286,0.73039496,342.92847,270.36996,0.78092265,228.62814,186.92169,1.0,223.86243,294.4503,0.5347293
46,280.5955,152.13979,0.96116483,282.28952,174.76334,0.94978356,260.28915,210.43259,0.78602946,256.57227,238.31282,1.0,253.71794,257.14355,0.96823305,260.5822,285.47083,0.93405247,264.84732,304.24094,0.9745018,348.1792,156.47624,0.71376634,340.99454,270.26178,0.7951518,228.31392,186.81232,1.0,222.60756,293.92462,0.5446276
47,280.12836,151.48933,0.9622235,281.7196,174.0367,0.96477294,258.95056,209.08014,0.8158606,254.44217,239.48033,0.9851164,252.31549,255.74149,0.919586,257.8046,284.42453,0.9283232,262.4037,304.37854,0.9200965,347.21506,156.28189,0.72885674,338.91458,270.30325,0.78235006,227.95142,187.13565,1.0,221.56128,293.06555,0.57268196
48,278.83823,151.75366,0.95031565,280.51456,174.25868,0.97534645,256.25256,208.07861,0.7633531,253.61612,236.38351,0.96972585,249.62976,254.44176,0.73129994,256.50632,283.81458,0.8995033,260.69763,303.82468,0.8865495,346.57916,156.88924,0.8103601,338.83734,270.00253,0.8332086,227.64915,187.47525,1.0,219.96387,292.8784,0.5132222
49,278.1441,150.59215,0.92417085,279.5829,173.58429,0.9775489,255.0201,211.19362,0.7786737,252.01811,235.74295,0.98663664,248.11061,254.45702,0.7472186,253.03949,281.3782,0.8845977,257.0098,300.99207,0.87061614,345.79086,155.979,0.84295547,336.77283,268.81882,0.84157956,227.40866,187.71773,1.0,218.66927,290.5653,0.4968806
50,278.60083,153.37383,0.9422411,278.66733,172.99055,0.98339,253.37602,209.76973,0.7865433,248.2811,233.26587,1.0,244.70317,253.36714,0.8136345,250.82895,279.6836,0.92813665,255.0909,299.78207,0.86715615,344.3179,155.01668,0.8359309,332.01236,267.27682,0.8441785,227.06017,187.49615,1.0,215.91614,288.96112,0.47100967
51,278.00006,151.74792,0.9565043,278.1346,171.80911,0.97212917,250.93721,207.63263,0.82875544,245.67905,230.525,1.0,240.81583,252.28194,0.83222765,246.99702,277.21765,0.90379155,251.90646,300.14627,0.86878365,343.70187,153.94704,0.81792086,330.06168,266.04767,0.81615835,226.97739,187.18768,1.0,214.70238,286.0232,0.38260597
52,277.90298,150.81929,0.97042346,277.61206,171.14494,0.986555,250.24414,206.98723,0.85583985,242.95198,229.45787,1.0,239.07219,249.86275,0.8469244,243.48216,277.2843,0.90217483,251.87627,297.0034,0.8844635,343.6806,153.54565,0.8208791,328.24805,264.16626,0.81324905,227.33516,186.7295,1.0,213.46213,284.66055,0.39758658
53,277.44913,150.56598,0.9767254,277.26047,170.5145,0.9799016,249.74054,206.87183,0.8575568,240.51382,229.01944,1.0,236.26578,249.52335,0.95895475,242.44974,275.56366,0.92907065,250.47752,294.50894,0.90989196,342.60233,153.72368,0.7912281,325.30115,263.36905,0.8234688,227.46045,186.10149,1.0,212.97176,281.82355,0.44914132
54,277.12164,150.25304,0.956301,275.957,167.87407,0.94819903,247.77107,208.3544,0.8209611,239.90508,229.7634,0.9688095,234.32976,249.64474,0.9418606,240.70096,275.20212,0.95928246,246.22443,295.99677,0.88821185,342.9445,155.8666,0.8066682,323.80807,262.71997,0.80649316,227.65027,186.12161,1.0,211.36232,282.14603,0.45505553
55,276.75385,150.48587,0.94457585,278.48154,168.19016,0.94486517,246.72112,208.10837,0.8775357,237.89107,228.7662,0.98100007,232.09,249.00177,0.96001184,238.9889,276.7575,0.91810626,244.83022,297.03812,0.8933977,342.075,156.85216,0.79873943,321.08618,262.64844,0.78294605,227.49036,186.63484,1.0,209.60475,282.3915,0.4814465
56,275.45963,151.59688,0.93138796,277.16333,169.13013,0.9602443,244.80823,208.5786,0.9344252,236.39935,229.48549,0.9581892,230.08228,249.91212,0.9139847,236.53189,277.0317,0.9495845,243.4656,294.755,0.9676211,341.09232,156.38246,0.8012189,320.20462,264.84903,0.8327559,227.53429,187.23788,1.0,208.34164,281.90872,0.4378204
57,274.62656,153.08325,0.88637644,276.49188,172.71643,0.9741543,244.66556,208.61098,0.95859426,233.40312,229.65552,0.89644396,227.08571,251.94377,0.867017,232.49635,277.75818,0.9649709,240.67474,294.99866,0.9969009,339.36688,155.58563,0.8141586,317.10114,264.94293,0.85357714,228.07718,188.12485,0.97963023,206.17632,281.1185,0.46009603
58,274.9445,153.81033,0.8505481,276.27615,172.81169,0.9618586,243.07883,207.56316,1.0,229.59103,230.06575,0.92739874,222.44286,251.9886,0.7846383,229.04755,277.95142,0.9304756,237.4466,295.4684,0.9662941,338.92587,158.21402,0.8533627,313.5301,265.16785,0.8553376,228.69652,188.41405,0.9480476,204.90242,282.9227,0.43281958
59,275.2644,153.32585,0.8660657,275.8186,172.23561,0.9789222,240.267,206.51369,1.0,225.23146,229.78029,1.0,219.56674,251.85965,0.8894544,225.22563,276.55472,0.9588458,232.08812,297.0815,0.95024145,339.20007,159.35931,0.86287856,308.53857,266.4095,0.87488455,229.44043,187.39845,0.9567665,201.51105,279.85794,0.44102985
60,275.35526,152.58177,0.8832633,275.46332,171.68587,0.95861554,238.31631,205.58902,0.9999215,220.85188,230.65103,1.0,213.68573,251.54785,0.9097507,220.58377,279.53384,0.8883122,224.89442,296.74442,0.9544008,340.25388,159.3462,0.8315625,304.98053,268.34317,0.8250789,229.99919,185.79695,0.9839457,198.0984,279.82074,0.5192011
61,275.19385,152.35765,0.8775725,274.78552,171.22307,0.9286022,237.1079,205.08228,0.9874293,216.02213,231.03427,1.0,208.61256,253.79007,0.93417996,215.90172,277.4552,0.9508137,223.834,297.49292,0.94361943,339.20798,158.77284,0.7994545,299.01538,267.4928,0.83756244,230.20888,184.99985,0.9473652,194.52942,279.86935,0.521556
62,275.90994,151.93896,0.89343673,275.84116,168.24922,0.9567705,233.87859,204.2986,0.98116755,212.53304,230.71619,1.0,207.0886,252.60791,0.89966524,212.44014,276.32147,0.92011136,220.71466,296.07376,0.95299643,339.10748,158.26474,0.7907069,295.7096,267.52518,0.8398452,232.07744,182.09642,0.8921302,191.93849,278.57962,0.56554073
63,275.6742,151.43694,0.92358804,275.59,167.46997,0.9600447,230.89899,203.2707,0.98168904,210.19666,229.51936,1.0,203.97145,252.15274,0.97321355,210.05373,278.48233,0.9489957,215.95746,297.68683,0.9345376,339.992,159.46272,0.7902658,291.6297,267.1557,0.85936695,231.70647,179.27872,0.8349467,188.79736,277.1221,0.6278347
