scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,375.07614,201.34381,0.9074116,372.23474,219.26979,1.0,409.45132,270.67804,0.88940847,416.2039,313.9942,0.8096061,417.8659,332.1632,0.94239026,414.51294,376.6822,0.6099333,404.96616,402.97278,0.8225219,417.90277,213.15137,1.0,453.01373,347.25848,1.0,300.01575,214.05661,0.9162642,333.56082,352.6974,0.71830404
1,375.79282,202.99174,0.863384,374.48132,220.93243,1.0,408.8155,273.8321,0.9488029,415.17047,315.719,0.8173751,417.47775,333.29303,0.94448805,413.05365,378.8007,0.5878139,404.20367,403.7572,0.8833355,419.46497,220.92044,0.84326035,451.56873,348.72223,1.0,304.76233,219.70247,0.6274465,333.75092,353.91837,0.7434639
2,376.89868,203.48134,0.8618091,374.24167,220.71407,1.0,409.41638,275.09058,1.0,414.78104,315.91833,0.80547714,417.5939,334.0032,0.9307164,412.87915,379.58032,0.586824,403.9469,403.78336,0.8186668,419.74765,220.50522,0.8487925,451.17297,350.60223,1.0,304.52344,218.78596,0.7421191,334.1981,354.09378,0.7635725
3,376.9046,203.53276,0.8540014,374.0394,220.85686,1.0,409.72607,275.0339,0.9997515,414.6814,316.25027,0.7983321,416.62878,331.71597,0.94172025,412.79556,379.54874,0.58430505,403.18613,403.65057,0.7457315,419.8955,220.06432,0.8434276,451.1467,351.46246,1.0,304.6586,219.44003,0.74560714,333.77448,354.2856,0.76916057
4,377.33322,202.26932,0.85626566,374.0642,220.84927,1.0,409.83713,275.56995,1.0,414.46207,316.5278,0.8164256,416.81573,331.8975,0.9561579,413.08035,379.7107,0.5676366,404.20343,403.0349,0.72343564,420.76987,219.03409,0.8470827,452.00937,351.5304,1.0,304.16177,219.48027,0.7464084,334.17447,354.24258,0.78763366
5,377.30316,202.50044,0.8617959,374.13205,220.98282,1.0,409.74512,275.79108,0.9874941,414.5716,316.78854,0.8137638,416.51465,332.32117,0.9695076,412.8262,379.63116,0.609141,405.24908,401.33093,0.776173,421.0632,219.42453,0.83697456,451.4788,352.41803,1.0,304.11655,219.25172,0.7577395,334.13303,354.44376,0.7932942
6,377.53622,202.70168,0.8644566,374.3584,220.94987,1.0,410.09973,276.41962,1.0,414.37006,317.1594,0.83636445,416.36548,332.82794,0.9785106,412.53354,380.09747,0.57961005,405.11887,402.2027,0.7600511,421.5329,219.3493,0.8388468,451.57446,346.10995,1.0,304.0472,219.38963,0.76800066,333.9451,355.8616,0.80887634
7,377.76395,202.59904,0.85414296,374.431,220.72935,1.0,410.25983,277.16095,1.0,414.43558,317.9987,0.84323555,416.35397,333.454,1.0,412.56647,380.2837,0.5968484,405.8232,401.29785,0.7665358,421.47675,219.12514,0.8442713,451.85962,345.95224,1.0,304.4578,219.09457,0.7633743,334.1952,355.71426,0.7883266
