scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,393.43207,201.61934,0.86854476,388.37186,215.54718,0.8843659,424.22104,266.44205,0.80926657,428.4068,301.87503,0.52515507,433.28992,316.70715,0.455375,434.0051,361.97745,0.7476552,432.26852,378.1761,0.6233511,431.9978,212.75764,1.0,446.5483,327.9955,0.6999341,320.2355,213.23868,0.7943227,360.03506,344.09055,0.63958377
1,394.47122,202.60597,0.8687573,390.86957,215.35318,0.839329,427.53244,268.6856,0.87700677,435.83444,292.6026,0.3378634,434.231,291.15097,0.22341396,435.05164,374.41714,0.71049446,431.47095,386.50333,0.62245464,433.7256,215.18047,1.0,442.51636,338.1672,0.5437332,319.77692,216.06018,0.8074711,371.11166,347.9175,0.78124344
2,394.74655,201.43419,0.86170214,389.75922,214.99731,0.84721243,428.05576,264.45508,0.8456144,436.5342,288.71863,0.39856365,435.584,287.9853,0.22318187,436.58887,379.266,0.67455864,430.90787,389.21735,0.59071505,433.1742,213.11546,1.0,450.9309,344.01804,0.51721895,320.23758,214.19829,0.8030531,371.95758,349.20773,0.7182375
3,394.6113,200.88713,0.84867144,389.94128,214.68767,0.86337554,428.20923,262.88123,0.8886833,436.71033,289.3579,0.4023419,435.28232,288.98392,0.22302596,432.60892,379.8144,0.6556117,426.58566,391.2773,0.6063276,432.81375,212.47472,1.0,449.2605,355.04453,0.47555304,319.74554,213.65579,0.79881614,369.68207,346.39496,0.756992
4,393.58212,201.4262,0.8555162,389.72913,213.75655,0.8725943,427.80972,261.4398,0.91040725,436.5945,289.38574,0.38486147,435.12497,289.95966,0.22575696,433.48285,383.67053,0.692938,424.88055,394.29367,0.6154184,432.76663,212.1289,1.0,451.16385,358.7383,0.6239523,319.23184,212.70753,0.8097663,368.69678,344.24475,0.71398973
5,393.19687,201.13495,0.8640055,388.96506,213.28445,0.89807767,427.25906,259.8383,0.8772024,436.57303,289.2189,0.42815644,434.17532,313.1712,0.26014066,430.71033,387.31412,0.5623849,424.51025,397.39468,0.5471434,432.5144,211.42618,1.0,451.13327,360.8081,0.59146935,318.9333,212.27385,0.8184998,368.15683,344.9346,0.69419056
6,393.10858,200.99648,0.8763635,388.65747,212.99342,0.9173928,426.56647,258.327,0.87241423,437.30063,288.5137,0.46855804,434.25598,312.10928,0.2578044,429.82562,388.11362,0.60928774,423.09204,398.1876,0.5884415,432.46756,210.91228,1.0,449.46127,363.22046,0.58044654,318.67374,211.9016,0.8190565,367.96597,344.73843,0.6605955
7,392.90344,200.52551,0.86452115,388.49548,212.60881,0.9091449,427.59024,257.17654,0.86145335,437.0971,286.85175,0.42976892,437.17688,291.07254,0.2700466,429.0945,389.41727,0.5731115,423.31033,399.3627,0.5690734,432.06873,210.34062,1.0,451.1824,367.12512,0.5698135,318.76926,211.38892,0.8196861,368.88138,341.47714,0.6956355
