scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
8,374.94318,187.50168,0.79012465,374.1788,201.34184,0.7677384,411.67706,221.59024,0.5201466,423.65305,240.86253,0.25770184,429.78372,290.9739,0.28795347,416.33075,329.50082,0.47507095,412.00882,342.2152,0.33604467,420.3702,213.65854,0.7934389,444.88516,313.3663,0.3709289,303.92734,199.48691,0.86670977,358.30536,291.83548,0.66501826
9,375.90244,188.51389,0.7842317,374.1496,201.62042,0.7602516,412.85376,222.3523,0.4859044,399.23038,302.20535,0.31517065,428.31488,292.0144,0.35986727,415.39142,328.42993,0.3292825,418.48212,335.61246,0.20583744,420.6144,215.20654,0.7829565,447.45984,313.83142,0.33025137,305.09253,198.17065,0.8648884,360.68607,290.26038,0.62022275
10,374.9527,187.22725,0.7870289,374.04675,201.32599,0.7664819,412.4508,221.13701,0.4963277,391.40454,303.57672,0.28751725,428.0349,291.62857,0.4323384,414.6772,328.56772,0.4369086,412.54025,338.88138,0.24243566,420.38553,214.90912,0.7421421,448.3028,316.77048,0.39337298,305.21625,197.77905,0.86016023,359.61502,289.3029,0.57161677
11,375.93127,188.25723,0.7889183,374.13455,201.3772,0.75914377,412.70294,220.2025,0.49890056,391.16528,301.8621,0.24862188,429.35327,291.9143,0.45947418,415.064,331.083,0.4176092,425.41602,239.09659,0.18764181,420.58188,214.06834,0.7427487,449.23282,318.06775,0.43471354,303.79532,199.2394,0.85574967,360.05627,288.55792,0.4925281
12,374.1257,186.74677,0.77421373,373.39377,200.81557,0.73935515,411.52524,220.23663,0.5678232,424.67694,238.6667,0.19995648,434.97083,292.10193,0.4546261,414.10394,330.6486,0.37904584,425.82446,241.12552,0.19639666,420.1802,214.63663,0.6853174,448.5065,318.29224,0.3995739,304.3643,199.73918,0.8395736,358.5163,288.83362,0.5264534
13,374.23657,186.82886,0.7899627,373.388,201.02238,0.76179904,411.78064,220.39871,0.5487635,384.02286,300.378,0.20786954,433.52255,292.46216,0.45600444,414.32895,330.4113,0.34455603,425.11664,241.34016,0.22411014,420.23782,214.77602,0.6888859,441.7117,325.64404,0.4118815,304.33405,199.56111,0.8368394,360.76486,286.50412,0.4992721
14,374.33688,186.75897,0.7926067,373.54428,201.075,0.7585438,411.08426,217.90523,0.59185004,383.68683,299.37354,0.22323985,429.51526,291.91385,0.44399813,412.26328,329.0664,0.32150924,425.44098,241.76978,0.22453405,419.792,213.09502,0.66678315,439.39587,325.27124,0.39413443,304.13898,199.27301,0.84652656,360.30676,282.79672,0.49136698
15,374.48712,186.70715,0.7923877,373.75018,200.95189,0.75613046,410.51874,217.00859,0.5945599,424.41284,238.03957,0.25267774,429.36206,290.92697,0.42134324,412.80322,323.60754,0.307038,407.0292,332.19135,0.23831365,419.64957,212.61284,0.6522711,440.92105,320.82513,0.43012258,304.226,199.08112,0.8472755,359.91135,281.54117,0.5349488
16,374.35617,186.36153,0.78547835,373.68533,200.58345,0.7486011,409.81534,215.85016,0.59950215,422.81955,234.89908,0.27084842,428.33682,289.37473,0.33426937,417.8549,321.9907,0.34871894,407.5639,331.6921,0.28853422,418.8254,211.67729,0.6243874,442.33142,319.924,0.47525242,303.6385,199.27629,0.83952475,360.24075,282.3187,0.5264435
17,374.32373,185.89697,0.7678487,373.71964,200.01613,0.7605073,409.46536,215.0275,0.5629671,421.78088,230.44293,0.25657108,429.49408,279.38657,0.31612334,420.5103,321.50397,0.31392145,408.80615,330.44562,0.31320298,418.23172,211.41646,0.6225002,445.22708,317.6343,0.43305978,305.19955,198.01181,0.8463999,363.76523,280.9825,0.6109578
18,374.50262,186.11777,0.7759824,373.8791,199.80399,0.7752587,410.17532,214.25188,0.6214497,422.3474,230.09613,0.29812932,427.0456,249.62172,0.33871242,433.92252,321.3548,0.40812287,415.16736,331.97482,0.3187496,417.99567,210.0091,0.6338533,445.35754,315.3388,0.49598655,304.90756,197.39836,0.8752,363.8958,279.48044,0.56665325
19,374.28128,185.60057,0.7949097,373.8664,198.97476,0.78991354,409.7266,213.37689,0.60969293,422.65488,228.70183,0.2945987,427.90247,248.51056,0.3022533,432.22028,321.53198,0.5348976,420.3677,335.6866,0.42468527,418.05457,209.44547,0.62578523,444.18353,313.8132,0.65062404,305.2581,197.31073,0.8602803,362.5777,279.3567,0.5788346
20,373.68976,185.26352,0.8258304,373.47418,198.62447,0.8255465,409.5909,212.96628,0.6055422,422.63596,228.46675,0.3267062,428.23267,249.02943,0.32897532,430.79636,322.60272,0.6071941,420.34387,336.928,0.5452787,417.94617,208.41138,0.631301,443.63568,310.81207,0.72065026,305.0619,196.88065,0.8586995,363.49353,280.3576,0.6188235
21,373.10764,185.24738,0.8267256,372.9829,198.54434,0.84462225,409.80014,213.16602,0.5889476,422.652,228.26328,0.34679568,426.8071,247.80447,0.32533956,428.54965,320.19058,0.67572504,419.10168,336.55127,0.54986733,417.93167,208.01936,0.64476967,443.99786,310.09076,0.70360166,304.89035,196.24918,0.8366135,363.5006,281.43253,0.5894595
22,372.95532,185.53603,0.82875246,373.00073,198.50838,0.8423667,409.8932,213.03879,0.5714182,422.9342,228.13893,0.32077724,428.728,249.19705,0.2814932,429.39462,319.2834,0.71917254,421.0207,336.10745,0.5328986,418.07114,207.93906,0.64602685,444.84924,306.6927,0.5503598,304.69662,196.139,0.8384429,362.31076,281.02527,0.59578043
23,372.90756,185.6266,0.82380533,373.2065,198.74309,0.8544518,409.6661,213.67004,0.57549244,422.266,229.49342,0.3243218,429.03967,250.00838,0.29281127,430.23648,315.76736,0.7858785,422.171,332.92456,0.6549723,417.8388,208.11366,0.6577325,444.24414,302.98947,0.5606909,303.83585,196.40596,0.8678775,361.85117,281.46768,0.528667
24,373.63245,185.99174,0.813654,373.16092,200.04092,0.836011,410.18323,213.57082,0.59247833,422.45532,230.50085,0.28618938,429.9338,252.13684,0.30551425,431.50488,313.52274,0.6908865,423.7873,329.62918,0.57644284,418.00528,208.23851,0.6665631,441.733,299.89764,0.38986117,303.92685,196.57643,0.8800049,361.88956,281.97723,0.67968446
25,373.79504,185.99702,0.79854137,373.28647,199.78812,0.7938282,410.3753,214.60406,0.71594,422.16653,232.33319,0.30219078,427.81775,253.41605,0.37941363,434.3678,312.16385,0.60393864,428.8476,327.2051,0.5609045,417.90048,209.4955,0.6897752,561.95825,251.47702,0.26358992,303.97272,197.21107,0.87508357,360.11032,285.37195,0.7483767
26,373.9287,186.51556,0.7710426,373.9991,200.43193,0.7555244,409.85504,213.58145,0.6579571,424.96646,237.9703,0.3162791,426.03036,253.26703,0.3742405,434.238,314.2048,0.46263245,424.36182,325.48868,0.43280736,418.3651,210.28403,0.69985104,562.9532,250.39815,0.27964982,304.1215,197.38194,0.84625655,357.20297,287.1479,0.782875
27,373.63626,187.0251,0.79367536,373.36353,201.01976,0.7553847,409.41507,215.76643,0.7027846,423.65097,239.63234,0.32941884,426.5495,254.58653,0.29364583,431.88287,314.02448,0.5850784,424.68262,327.76105,0.50031835,418.47073,210.49965,0.74765515,564.40924,249.63266,0.315358,303.78348,198.07187,0.84765667,355.64444,286.86716,0.7465016
28,373.40613,187.35927,0.7898617,373.11386,201.04608,0.75430304,408.98102,215.66757,0.7460696,422.76102,239.79407,0.33565283,427.02927,253.59988,0.23900905,430.9738,315.31412,0.63275635,424.8207,330.96085,0.653221,418.12903,209.78302,0.7482668,564.5818,249.72325,0.2971181,303.4258,198.31227,0.8555629,353.2761,291.666,0.78009015
29,373.2789,187.28154,0.79125166,373.11032,200.90419,0.76469064,407.88727,216.39856,0.7264552,420.3023,239.7485,0.38601905,423.7192,253.6353,0.3150272,431.02255,316.247,0.55035794,424.2366,329.858,0.46805644,418.14136,210.46031,0.78080046,564.24927,249.012,0.21596675,303.70914,198.90834,0.83298475,349.88773,293.13287,0.81180686
30,373.47583,188.35046,0.7741953,373.3221,201.88116,0.72964203,407.7478,216.83078,0.7470032,418.82822,240.98358,0.50114423,424.0856,255.09534,0.37958682,429.243,314.18433,0.6353552,423.2475,328.37033,0.5822595,417.7962,210.88007,0.7959649,441.1868,304.57367,0.27177924,303.47388,199.14426,0.87238985,349.74734,293.0949,0.82860637
31,373.48334,188.46696,0.7908382,374.23203,200.73367,0.7660508,409.3302,218.88965,0.7075475,418.5308,243.3457,0.61291414,422.59454,262.6244,0.47520548,429.476,313.82718,0.6057557,423.95844,328.34695,0.526447,418.38626,211.56055,0.81123316,440.18933,302.84225,0.310787,303.8582,199.34949,0.85451174,348.56577,294.69638,0.8336314
32,373.9131,188.89795,0.78608906,374.6278,200.73038,0.7500725,408.74246,221.76707,0.62591547,417.5378,244.00806,0.5830771,422.3387,262.69708,0.5067095,426.86993,307.29382,0.66984874,422.74255,322.5592,0.66839796,418.82767,213.24947,0.8048343,439.52075,296.3763,0.44226995,304.1221,200.32524,0.8085673,347.18768,293.57184,0.85225326
33,374.0185,189.28166,0.76584303,374.86337,201.1198,0.7249706,408.96115,221.20006,0.66972464,415.9982,244.90822,0.6160067,421.16614,262.42297,0.59533465,426.2849,304.93295,0.65535784,422.1236,320.08255,0.63180333,417.98276,213.27011,0.7864829,438.38272,293.4572,0.51776206,304.23367,202.45886,0.82051796,348.12122,295.0897,0.8765497
34,375.34183,191.1142,0.74980026,375.05844,202.55513,0.70574236,409.01147,221.4296,0.72106284,417.03522,245.53874,0.56101507,421.87662,262.55777,0.5700651,427.23776,304.09918,0.6438047,422.69528,319.20712,0.6279338,417.96384,213.95332,0.7799175,439.3279,293.00272,0.49099985,304.2918,203.24242,0.8180662,347.18158,296.52036,0.86564124
35,376.06555,191.81694,0.7832241,375.31302,203.4154,0.7381942,409.74185,223.62878,0.7918793,417.185,246.6136,0.56837356,420.51566,263.511,0.62528616,428.1386,303.58826,0.61404866,425.1742,317.8416,0.63265127,417.95468,216.20395,0.7388736,439.91476,292.94058,0.46643272,304.61688,203.41676,0.78106266,346.55756,298.02966,0.8200378
36,376.50912,191.82231,0.77315223,375.09778,203.31656,0.7191429,409.12115,224.18306,0.75264126,415.74316,247.30682,0.6350997,420.72836,264.47827,0.69130886,427.29053,304.01883,0.6218757,423.9605,317.49908,0.631283,418.22205,216.16226,0.6835485,439.954,294.38315,0.46445516,304.8194,203.77646,0.78943783,345.01617,301.23257,0.9016359
37,376.78885,191.85637,0.7757127,375.7602,203.4143,0.70575804,409.148,225.09158,0.7729934,416.00522,248.0302,0.6427561,420.42487,264.79788,0.6817667,429.50174,304.67444,0.6477229,428.47205,319.08847,0.5694064,418.5951,216.06775,0.7024118,440.12393,293.83,0.4874683,304.86948,203.1799,0.7971757,344.81946,302.28882,0.87947667
38,377.16443,191.30913,0.76358116,375.85587,203.41745,0.7067203,409.1734,225.57584,0.79828197,415.85587,248.72682,0.65023977,418.9969,265.2179,0.6951321,429.76233,305.0969,0.6449581,428.7614,319.70618,0.5431923,419.04193,215.56618,0.72999156,439.58545,293.3438,0.50563526,305.22864,203.53766,0.77760017,346.55655,303.53983,0.89127654
39,377.67392,191.51923,0.77621573,376.06903,203.54207,0.7131866,410.36777,227.34023,0.7883907,416.8684,250.83778,0.6727086,419.9576,266.34415,0.70612615,430.19754,305.29425,0.68546784,425.09222,320.74753,0.5845322,420.29437,215.9732,0.7739106,440.56335,292.85046,0.5142655,305.64462,203.90346,0.77496785,347.43484,303.4725,0.8860907
40,377.44284,191.94415,0.79489464,376.0321,203.85768,0.7392501,411.53485,227.70793,0.7697968,417.93137,251.74934,0.6519379,420.773,267.82565,0.6633497,430.08664,305.52316,0.7040412,429.1091,320.80814,0.5959506,420.75378,215.93646,0.7828105,439.46088,294.24362,0.52775097,305.9815,204.36993,0.7797898,347.96567,304.9749,0.9309075
41,377.63837,191.67047,0.8209047,376.70508,204.00616,0.7676253,412.78787,228.82181,0.729142,419.37375,253.486,0.64802015,423.6986,269.86063,0.611281,430.50162,305.26434,0.72044945,429.55573,320.07385,0.6125495,421.33948,216.31783,0.78074694,441.16656,292.10864,0.54931384,305.21762,204.95238,0.77860534,349.80252,305.1495,0.8554948
42,377.98364,191.9148,0.8179636,376.6972,204.45189,0.75167364,412.46353,229.87927,0.73334694,418.19803,253.65916,0.6745108,420.83173,269.10266,0.62348765,430.10272,305.3093,0.72092474,429.48184,320.40936,0.62301147,421.32895,217.05814,0.7920124,441.23105,292.09265,0.56365657,305.7147,205.14603,0.7907894,350.60446,306.10022,0.82978
43,378.13382,191.84122,0.8320388,377.02338,204.59837,0.7752822,412.59024,230.5091,0.72352016,418.41446,253.91396,0.66599214,423.68863,270.17856,0.61769944,431.4881,305.2929,0.71771574,430.9031,319.62564,0.64732057,421.26288,217.66986,0.7827309,440.6712,294.1418,0.5410077,306.2458,205.89081,0.83243877,351.03162,305.70102,0.7677113
44,378.43268,192.34158,0.85412383,378.4843,205.66595,0.78660464,412.47708,231.49269,0.6843968,419.79858,254.92325,0.65121424,425.17682,270.0824,0.6094444,431.82312,304.392,0.707601,431.1797,319.24173,0.63160217,421.6323,217.61597,0.755068,441.9428,293.29245,0.54315,306.08972,205.84814,0.81535554,353.96384,303.38806,0.7293372
45,378.54077,192.87378,0.85663277,378.7532,206.14288,0.79913276,412.725,231.78062,0.6638009,420.26443,254.59473,0.6267709,426.45786,269.33667,0.5820191,431.2385,305.0755,0.69838005,432.23505,318.99008,0.6483435,421.57864,217.26764,0.7568169,444.34747,291.41934,0.56368583,305.77866,206.27597,0.8249251,356.16702,304.42255,0.6772287
46,378.9627,192.69133,0.86244184,378.80508,205.96266,0.7992538,413.21674,232.6343,0.63023186,421.28214,255.92169,0.62050027,427.85526,271.6508,0.6132436,433.955,306.2263,0.6830487,432.64783,320.32562,0.59176755,421.7833,217.47408,0.74856824,445.00742,291.3973,0.5849957,306.05896,206.40387,0.82803094,354.68347,307.07,0.62464595
47,378.81912,192.7502,0.8609864,378.54004,206.32175,0.81191355,414.58456,232.5364,0.5621017,421.3907,256.91373,0.6312138,427.89487,272.32498,0.6603396,432.16214,306.7414,0.74028116,432.5722,322.76047,0.55675584,421.5668,215.5781,0.7515193,443.17517,293.52127,0.6548058,306.02094,206.68486,0.8168063,358.30112,302.28003,0.6349213
48,378.80087,193.07335,0.882458,378.3383,206.86769,0.8328004,415.2106,233.06741,0.5720696,422.48068,257.21243,0.6223057,428.77786,272.8904,0.65771186,432.1623,307.60898,0.79289705,431.76666,323.64038,0.60536134,422.09332,216.57738,0.7633367,443.87097,293.79465,0.6528089,307.4306,206.68918,0.8185623,360.57727,303.61404,0.6849158
49,379.08566,192.34396,0.8665269,378.68042,205.93112,0.81218827,416.03326,233.71042,0.5364092,423.12695,257.20123,0.6006721,429.28116,272.75385,0.6060442,434.69446,309.43048,0.7253831,435.81903,321.82782,0.53429186,423.06412,216.6451,0.774538,443.484,296.24725,0.58341426,307.43814,205.83995,0.83503103,359.15356,301.276,0.6509087
50,380.07855,191.9271,0.866994,379.41208,205.72636,0.8114494,416.48178,233.44817,0.55435675,423.44806,256.6753,0.4952457,429.92978,273.01355,0.5097346,436.18207,311.01834,0.6547608,436.581,323.1438,0.51655763,423.26517,216.35892,0.78398854,443.2456,297.45786,0.5050186,307.55923,206.05272,0.8123563,359.77368,300.7501,0.61942863
51,379.63538,192.21445,0.8874684,378.9582,205.96167,0.8138865,416.81808,233.71303,0.52004784,422.8477,255.85265,0.4240477,428.67993,270.2226,0.46568274,435.08932,313.56592,0.6201955,436.58502,327.02917,0.49326688,423.29944,216.91618,0.7849343,444.01663,298.67957,0.5404597,307.644,205.8342,0.8085031,359.68585,300.34058,0.6546482
52,379.84427,192.14404,0.89214337,379.16882,206.06784,0.8310194,416.5533,234.08092,0.52555716,422.56927,255.80048,0.3690508,427.6393,270.18274,0.42339647,434.84143,315.0146,0.60397375,435.38763,328.6218,0.48881066,422.80246,217.46867,0.77849394,444.35764,296.5933,0.5492143,307.29697,205.69315,0.80155087,361.5315,300.0567,0.6387382
53,379.71872,191.89435,0.879311,379.0541,205.64738,0.816508,415.30557,234.27484,0.46494398,422.40872,254.79723,0.32185647,423.2114,265.84973,0.38226476,434.56503,315.9715,0.5546218,431.92307,331.93915,0.46553543,423.01498,216.96222,0.746318,440.10812,297.95947,0.5293922,307.53284,205.25276,0.7918784,360.88312,300.7645,0.66798073
54,379.50742,191.65855,0.8448736,379.5499,204.80342,0.76253814,413.32138,230.53677,0.5965949,421.4685,253.1664,0.31811443,421.8038,264.07202,0.40642917,433.102,316.84894,0.56486076,430.96112,333.628,0.4325671,422.21042,216.30133,0.7515672,441.62177,296.32538,0.47420773,307.2379,204.32425,0.7932404,359.17673,299.27496,0.67291826
55,379.17276,191.3277,0.84312886,377.315,204.01884,0.74470496,412.19913,228.91563,0.63674015,421.00986,252.10313,0.2673855,421.0206,262.85147,0.35901412,433.21268,317.67743,0.5757016,430.56903,335.16467,0.42851588,421.55716,215.9228,0.7380478,441.78915,297.71848,0.4378654,307.35553,203.35109,0.768858,359.58618,299.19604,0.67665523
56,378.55072,191.55774,0.80837613,376.68448,203.91505,0.7256227,412.2232,228.36807,0.6217309,421.52856,244.49329,0.22903962,421.99313,261.12433,0.33721408,432.60318,316.9611,0.6093047,429.71207,336.51575,0.501436,420.85336,216.6555,0.7028628,441.3819,297.95972,0.44156596,307.35977,203.27441,0.78088737,358.8607,302.10016,0.7333532
57,377.6757,191.11562,0.7763514,376.33957,203.16798,0.6841284,413.2575,226.73792,0.5354001,423.11304,243.36205,0.22065349,423.43896,261.85422,0.28431463,432.0401,322.72293,0.57911754,424.5971,340.4837,0.47961712,421.5257,217.48732,0.69745564,440.7552,301.2118,0.48457628,306.759,202.76062,0.76138246,358.7959,301.7735,0.727175
58,377.04907,190.35658,0.7583965,376.13318,201.51472,0.65741646,415.36823,224.49377,0.45994523,424.18533,242.7202,0.21069127,423.2206,261.51773,0.24762912,432.54245,321.10086,0.60980624,425.4237,341.1903,0.46939477,422.11868,217.12706,0.72711444,443.09,303.04846,0.49294397,305.75043,201.83443,0.7479073,359.56757,301.40887,0.7585801
59,377.00574,189.36272,0.7829141,375.02542,202.52576,0.7041802,414.4571,221.93214,0.52362216,424.4037,241.32507,0.15875542,433.26584,285.01157,0.175043,431.6547,321.75827,0.5394999,426.16537,338.77936,0.33328584,422.50992,215.75848,0.7251663,438.72873,304.95422,0.5015823,305.2498,200.75511,0.80081713,360.2044,301.18536,0.65552413
60,376.50568,188.90358,0.7553425,374.62363,201.12285,0.6700146,412.97064,220.12288,0.58672535,424.40656,239.77094,0.3011255,422.529,261.296,0.28920045,429.4348,327.4431,0.6463644,425.3979,339.36234,0.37192553,421.74213,215.97002,0.62792,441.2584,307.3183,0.5705478,305.21628,201.10446,0.8109171,359.12863,296.16248,0.561104
61,375.9785,188.60841,0.76273006,374.40125,200.68556,0.6855855,412.41565,221.37308,0.5408013,425.20966,238.76091,0.22720115,423.95554,260.08145,0.25250044,429.5689,328.64978,0.45734635,425.1123,251.6389,0.2450715,420.61646,217.35269,0.5923309,439.87265,314.92105,0.49953252,305.7407,199.92358,0.8146611,359.74823,295.3874,0.6701622
62,374.68677,187.73306,0.76474136,373.9452,200.96259,0.7143894,410.71036,218.25934,0.6028679,424.3147,237.41908,0.26065546,421.1939,252.11008,0.24823514,431.72845,322.55756,0.43830293,422.1851,337.55386,0.25236768,419.2437,214.79544,0.6367437,443.56262,317.42685,0.49929214,305.39456,199.82587,0.81289387,358.55774,291.47235,0.65033555
63,374.42236,187.44867,0.7579488,373.87256,200.67015,0.69343424,410.8729,218.15587,0.59057367,423.94348,237.62999,0.2165432,425.8916,278.49765,0.25769475,421.1634,323.56973,0.47468084,418.7353,337.4127,0.33696526,418.57703,214.96706,0.63361526,441.8877,321.87982,0.66559976,304.7877,199.23515,0.8443281,358.8385,291.22824,0.6667542
