scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,387.40204,215.83957,0.905251,384.7166,229.47723,0.9537797,428.1449,291.03348,1.0,441.2446,331.14896,0.8416069,445.10413,347.19702,0.6839167,444.09384,392.11697,0.82490885,440.99738,409.6055,0.7459243,428.79578,211.7594,0.9291476,476.19217,355.0971,0.97207165,313.7142,233.20757,0.8185973,363.75967,376.0659,0.75516605
1,391.9525,217.49396,0.9247091,387.74515,230.63377,0.928669,431.94708,293.67822,1.0,442.70963,333.29773,0.7868457,446.70297,350.0038,0.6496382,446.1777,394.69687,0.8224089,443.82352,417.7623,0.72595173,430.17868,217.48195,0.8015897,475.7123,359.1166,0.9280781,317.4702,237.15845,0.7308605,365.68274,378.67072,0.87678105
2,393.7326,219.02377,0.9073981,390.02765,231.36185,0.9166809,434.84326,295.28506,1.0,443.8533,335.68588,0.8417574,447.2473,352.47098,0.78704613,448.01276,396.29767,0.84925294,446.76895,417.36172,0.7748339,431.0742,218.376,0.8485205,477.51443,361.1563,0.8822557,319.65372,237.54198,0.78228754,367.45038,381.57715,0.9024247
3,393.99933,219.14285,0.9130493,390.2792,231.38043,0.91487384,434.8479,296.15796,1.0,444.75784,336.79437,0.91044456,447.74353,353.93378,0.8534072,448.3864,396.29166,0.91033167,448.43222,416.66846,0.7887185,431.09967,218.96156,0.8624795,474.62805,362.1371,0.8904549,319.09216,237.63965,0.7651109,366.9567,382.0212,0.9139575
4,394.6981,219.25723,0.9082704,391.58917,230.71225,0.91003674,435.24564,296.87735,1.0,445.3704,336.9315,0.8824224,448.4309,354.24942,0.85574305,448.68402,397.55823,0.8987975,447.02927,417.96524,0.76155174,431.22003,218.92598,0.87317777,474.89136,363.87006,0.90074897,319.38556,238.67459,0.77567023,368.18835,383.4454,0.8789658
5,395.587,218.01704,0.9085657,391.87143,230.89264,0.91905236,435.385,297.9703,1.0,445.8001,337.22125,0.91723436,449.09744,354.55157,0.8689244,448.92172,398.4658,0.88932294,448.40872,417.96854,0.7619621,431.77628,219.46678,0.92340654,475.46274,364.5303,0.92417073,320.21585,238.455,0.7959272,368.69382,383.45874,0.8699712
6,396.19452,218.55728,0.9391987,392.6131,231.66318,0.9614426,437.11728,298.00995,1.0,446.55194,338.18475,0.90358776,449.96136,354.91068,0.83318704,447.8958,398.5672,0.8903956,450.0894,420.17993,0.7801926,432.54483,219.44725,0.94222015,475.65076,365.36224,0.9345176,321.27933,238.72481,0.7983219,368.3437,382.78244,0.8531255
7,396.91113,218.99017,0.92286277,393.40387,231.65002,0.9248311,438.15195,298.6612,1.0,446.73856,339.62625,0.87288916,450.1096,356.17923,0.7652962,448.3792,399.81787,0.8983991,450.82532,421.05322,0.7737758,433.1971,220.47972,0.9842366,479.43774,363.51547,0.95730025,321.92325,239.40509,0.8173527,369.2066,384.56226,0.8549034
