scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,372.75864,194.50076,0.8590912,372.9579,208.61479,0.9184363,418.9456,238.05296,0.7514064,427.70435,269.3502,0.8846575,434.7386,286.68698,0.8133073,437.5938,328.46042,0.7170777,441.57614,342.91254,0.5841323,417.04803,204.28929,0.90249944,466.07913,319.2647,0.9440271,298.5062,209.39836,0.83231866,353.92062,335.55063,0.8889606
1,374.8739,195.89775,0.86884874,374.055,209.82939,0.8594785,422.16727,244.49702,0.7825359,431.01038,273.8737,0.97805655,437.86227,291.63568,0.9181289,441.30902,332.48386,0.7379223,445.19562,347.4666,0.6141214,421.09058,211.58606,0.8428279,469.59375,325.2339,0.9089644,301.7791,211.90329,0.83911556,356.16138,339.42792,0.9347633
2,377.0845,197.47043,0.8642804,377.65125,210.9221,0.8175953,423.1591,246.34222,0.7462957,431.12213,276.96448,0.9066538,439.8361,295.27005,0.84049255,443.38998,335.56186,0.72993386,444.23438,349.696,0.56768423,422.31152,211.36458,0.8639442,468.8721,325.40982,0.9132307,302.5399,215.06049,0.8136369,360.07486,339.44016,0.90150774
3,378.1974,197.34439,0.91280717,378.56537,211.25677,0.8494167,424.024,246.49666,0.76422155,431.1258,277.38174,0.9059693,440.2813,295.8432,0.84663707,443.6571,335.99545,0.72803533,443.6655,350.6635,0.5665755,422.84372,211.0215,0.82485783,469.6397,326.6362,0.90906435,303.11603,215.40448,0.8077709,360.61423,340.09702,0.9088589
4,378.6597,198.00343,0.9260423,379.0432,211.96924,0.8548676,424.3555,246.4578,0.78909117,431.49002,277.6433,0.9044019,440.77777,296.23114,0.8375636,443.97562,336.0875,0.75162643,444.09506,350.5467,0.58163875,423.29758,211.23389,0.8196751,470.51813,326.851,0.87602997,303.2064,215.43216,0.81060255,360.37512,339.5852,0.8831828
5,379.776,198.37599,0.91856813,379.57556,212.23018,0.8561881,425.11,248.01562,0.77776015,432.01978,279.31955,0.94503593,440.62845,297.4677,0.8774201,445.78595,336.76474,0.73117906,444.97125,351.31006,0.61127365,423.5969,211.58775,0.82498586,471.33328,327.96503,0.8648834,303.94012,215.20375,0.8196348,361.7543,341.13916,0.88911015
6,379.93433,199.08331,0.90402335,380.21057,212.59273,0.8449544,425.96207,248.65393,0.7925918,433.34964,279.87466,0.9285067,441.2375,298.56973,0.8651122,448.08246,337.942,0.7001043,447.40918,353.6131,0.5617743,424.59155,212.60072,0.829337,472.6033,329.12152,0.8395892,304.59055,215.07816,0.82236755,362.20413,341.75897,0.8720104
7,380.4907,199.20268,0.8994931,380.8372,213.0729,0.8499985,426.76187,249.99458,0.74494964,434.60413,281.7558,0.93933976,441.9375,299.8038,0.7832438,449.11014,339.80148,0.6962367,451.6786,354.57224,0.5731387,424.74298,212.46167,0.8410343,471.61072,330.85873,0.81506026,305.7294,214.76537,0.8243404,363.03918,343.26694,0.86560476
