scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,278.27185,166.73242,1.0,280.87228,177.05818,0.92683345,238.50177,211.7012,1.0,226.86507,241.55202,0.9280406,222.85394,258.846,0.94016516,221.14021,298.32306,0.7349915,225.36372,312.90097,0.5806237,349.7552,169.45992,0.91757977,305.18228,290.55652,0.88932985,227.25093,188.13275,0.9690779,188.675,292.92853,0.84515005
1,280.5495,168.73111,1.0,282.41876,179.64276,0.9866978,242.66513,219.27155,1.0,231.70917,247.92029,0.9373861,223.9536,265.67273,1.0,223.57407,300.37183,0.7709521,227.70517,316.73328,0.58934104,351.07193,172.57497,0.8625365,310.56378,294.19034,0.89082795,229.98697,192.23499,1.0,193.12898,295.74313,0.7821499
2,281.12762,169.24724,1.0,282.85468,180.27745,0.9997256,243.5896,220.58977,0.9705941,233.69032,247.38278,0.93765515,225.85498,267.3555,0.98786396,224.71143,303.3653,0.7438828,228.23637,319.02844,0.6125965,351.50757,173.57086,0.8409983,313.19986,296.21313,0.83485746,230.22058,191.29633,0.9936825,193.34538,298.45975,0.7470601
3,281.2549,169.53638,1.0,282.90765,180.43735,0.988606,244.16562,217.55688,0.977388,233.96034,247.81488,0.918978,226.0337,267.56485,0.9452328,225.85094,303.5157,0.7479225,228.9521,319.07166,0.60027236,351.15335,173.77939,0.8231356,313.3627,296.25046,0.8079081,230.25803,191.64049,0.9929013,194.16861,298.63974,0.75802505
4,281.71988,170.00969,1.0,283.09894,180.78812,0.9824387,244.534,217.98901,0.9918203,234.46623,247.99622,0.9036625,226.41658,267.52136,0.92023796,226.00372,305.4119,0.70371413,228.8128,320.83792,0.6024383,351.98105,173.9006,0.85364425,313.95322,296.78882,0.79471123,230.20676,191.89145,1.0,194.35611,300.16406,0.7697761
5,281.63452,170.11845,1.0,283.0877,180.79565,0.9843304,245.20392,218.31046,1.0,235.65594,249.75735,0.8725507,227.90076,267.7867,0.85581,227.48817,305.1799,0.6875408,229.27896,320.12393,0.5356748,352.38458,174.43204,0.86151576,314.70612,295.4387,0.82642305,230.15683,191.36165,0.9817762,195.35022,300.61063,0.76435083
6,282.22986,170.18646,1.0,283.36987,181.02875,0.9888772,245.87784,218.44415,1.0,236.40482,250.25496,0.8598164,229.69476,267.90884,0.82334405,227.99365,305.86224,0.7259628,230.68326,321.45557,0.6285829,349.1557,174.01277,0.86706555,314.62482,296.48056,0.83180785,230.57533,191.3249,0.9734292,195.81204,301.09332,0.78385824
7,282.57333,170.68234,1.0,283.70883,181.46664,0.9655565,246.49522,219.63474,1.0,237.2569,250.29872,0.87913793,232.40126,267.9447,0.8090905,230.60783,306.967,0.85312337,235.23206,322.68945,0.6847987,349.3486,174.849,0.8685563,314.5269,298.10052,0.8314429,230.85365,190.99791,0.95705265,197.36009,302.1729,0.8061737
