scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,303.20282,150.97575,0.9497127,304.10483,162.81114,0.9380208,268.00748,192.2539,0.97733676,255.62003,223.30829,0.92078066,249.49939,245.11258,0.95683634,232.84885,289.83017,0.7119097,232.1518,307.7344,0.66019964,369.7767,157.5233,0.97078145,316.66867,265.83292,0.7653712,249.11395,172.39102,0.9675899,203.34111,271.00546,0.80116117
1,302.5322,154.63605,0.92923135,303.41504,167.80531,0.95355076,267.33878,200.68437,0.90272975,254.64136,229.67772,0.9538977,248.56107,248.58777,1.0,240.81358,289.00284,0.7262313,243.69872,305.90067,0.6790401,369.0463,162.62845,0.98496705,315.97983,272.0038,0.8375785,248.4551,176.2836,0.970154,206.78812,273.858,0.8470684
2,303.6106,150.93547,0.9784983,304.45837,162.92508,0.98263454,267.19812,191.95682,0.96336627,253.42076,222.17703,0.8570858,247.74475,244.50351,0.94706345,239.82051,294.34335,0.58782613,242.52406,317.85464,0.63609564,369.53378,157.64992,0.95579946,312.43704,274.1226,0.81643045,249.24138,173.38771,0.98436624,213.96428,281.69067,0.7823325
3,303.3388,150.10963,0.9791715,304.34802,162.10597,0.958316,266.74445,194.36967,0.95883924,254.174,222.10748,0.8498894,248.7568,243.24387,0.8810166,240.99614,293.44617,0.56078225,242.98192,312.18182,0.5950584,370.2964,157.10985,0.9628449,313.85306,273.63306,0.8057128,249.39616,172.16646,0.9601922,215.8625,281.30914,0.69737846
4,303.50748,148.66936,0.96988195,304.3159,160.83228,0.91888195,267.2879,191.98941,0.9874172,253.94972,220.46452,0.8873345,248.9176,242.17786,0.86307174,243.39635,292.3989,0.49957168,244.9747,309.84387,0.5205182,370.28708,156.17014,0.93299896,310.63977,274.69992,0.7542637,249.73843,172.62439,0.9621007,215.79697,280.25073,0.6985825
5,303.74146,146.59354,0.94520444,304.87756,158.53844,0.8638618,267.6708,187.32498,0.9936018,253.04814,217.49792,0.92401725,248.17761,239.56276,0.8239443,236.02965,302.48886,0.6481414,240.99649,320.62164,0.6991272,372.11746,159.75465,0.94538385,308.44724,273.63037,0.69779515,250.66548,169.95776,0.9998793,214.36234,284.36356,0.7949078
6,304.31097,144.92178,0.9175898,305.0993,156.4139,0.8419488,267.52106,182.87854,0.9666654,251.47972,215.22368,0.9186682,246.14919,236.61359,0.8648498,232.03069,305.14944,0.7178724,238.27107,324.89438,0.644453,372.39117,157.31339,0.9708811,306.01816,272.61212,0.5739438,250.75702,168.41122,0.99252164,213.82901,286.09396,0.7990774
7,304.4279,143.25835,0.941726,304.88855,156.2013,0.79959863,268.34644,185.08994,0.8904279,251.0515,214.12724,0.8223207,244.97568,235.45737,0.8748755,231.97043,304.58597,0.6792691,237.034,323.13663,0.6201217,371.85114,155.59846,1.0,306.67282,271.32224,0.49912077,251.34431,167.2253,0.9803226,213.87434,286.47052,0.8187804
