scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,268.0093,209.56726,0.8497697,271.68185,222.77892,0.75135547,243.52577,285.76648,1.0,227.84251,329.734,0.9512463,225.0223,349.72327,0.8570215,207.74887,388.7991,0.7668785,212.13126,406.95462,0.84543675,340.33594,217.11584,0.9204496,297.09393,362.7551,0.9149239,216.64647,221.10757,0.9138845,180.95596,360.14102,0.8307815
1,267.52798,214.56303,0.9146104,270.63867,227.70653,0.84193856,243.04974,293.37454,1.0,229.28075,332.99915,0.90949786,227.19983,354.3705,0.8174477,215.39728,394.77704,0.8630293,222.78891,412.27747,0.900896,339.99512,220.24763,0.9068976,295.4551,369.8061,0.8553272,216.24437,225.36197,0.9731063,181.37827,367.1073,0.8438263
2,267.6277,211.22173,0.89223087,271.16452,224.23917,0.787482,242.93552,287.08096,1.0,227.84483,331.1414,1.0,225.9187,352.56723,0.95286936,216.23874,403.5665,0.93667895,221.90654,422.1024,0.9532917,340.46158,217.29886,0.94064283,292.79297,373.70087,0.8162089,216.77797,222.17921,0.9525365,188.23663,366.76593,0.7709629
3,267.9684,209.05338,0.8680097,271.6642,222.6064,0.7704132,243.10457,285.3253,1.0,227.70988,329.3074,1.0,224.41556,350.92285,0.9118427,216.53569,406.38947,0.82318336,222.0085,422.8329,0.8963882,339.46802,217.0228,0.9186575,293.00015,372.1547,0.7997073,216.99048,221.20416,0.91013765,189.38765,367.71045,0.613301
4,268.15662,207.98938,0.85042113,270.29562,221.57341,0.73726207,243.19844,283.76523,1.0,227.51399,328.48907,1.0,224.47475,349.89645,0.9212021,215.36697,405.88568,0.78440833,223.38728,424.33487,0.8632334,339.75336,215.86658,0.8874698,292.34366,371.49988,0.7624113,217.44936,222.92662,0.88576245,190.32957,365.91144,0.6458958
5,267.897,207.0345,0.8398187,269.96512,220.53964,0.7668811,243.07613,282.1228,0.9605897,225.66008,325.18094,1.0,223.53052,346.17102,0.8914525,214.48766,407.7819,0.731392,221.23653,424.57993,0.78487456,340.52148,216.276,0.8998122,292.1256,372.6287,0.65902585,217.32356,222.01036,0.8882383,188.57654,364.10004,0.8106249
6,265.38278,206.98068,0.8259936,270.32285,218.94577,0.7622044,243.79477,279.58044,0.99147743,223.68358,324.42575,0.99806637,222.59956,345.22446,0.9092084,215.3137,407.53735,0.78340316,220.8635,422.62988,0.82447267,341.5569,214.58272,0.9460807,290.41138,371.3945,0.6998751,217.35847,219.81136,0.8723938,188.9488,367.4224,0.7766521
7,266.77826,203.39299,0.83445233,269.518,217.3833,0.8146939,241.41847,277.4049,1.0,223.35065,318.7206,0.8947304,220.7241,342.2323,0.87742174,215.24768,409.2521,0.6891038,218.85919,422.79562,0.71106684,341.7344,212.59673,0.9807818,288.30847,371.03238,0.672764,217.47272,218.27426,0.88439703,189.15709,366.04694,0.7587868
