scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,245.28412,225.12387,0.92477417,247.0518,240.16835,1.0,194.15471,311.64166,1.0,173.65889,348.9607,1.0,167.055,369.43796,1.0,162.55397,411.04932,0.8712805,170.06798,423.6184,0.9147644,313.39603,244.92554,0.8445413,246.30215,397.33636,0.89441097,200.26854,223.2168,0.9762828,134.2472,379.04248,0.93712807
1,247.10332,221.42026,0.8840556,248.86177,238.03424,1.0,196.46495,309.11438,1.0,174.68602,346.86435,1.0,169.06857,369.79523,1.0,165.28809,408.7376,0.90349615,172.926,423.15936,0.8564548,314.6561,243.2733,0.7783713,246.42723,396.82465,0.89788723,201.78178,221.09377,0.8973942,137.07028,379.51144,0.9278986
2,244.23235,222.26285,0.91268516,249.19972,238.39334,1.0,196.40805,309.07608,1.0,174.22363,346.03818,1.0,169.1567,370.09793,1.0,165.7816,409.18967,0.9301931,171.28703,423.46603,0.88860106,314.9691,243.43967,0.7646223,245.65248,397.20868,0.8744106,201.76439,221.19722,0.9203184,138.00388,378.8205,0.91341734
3,244.60555,222.56439,0.9391745,249.28519,238.91156,1.0,196.45113,309.28766,1.0,174.2175,346.1561,1.0,166.49275,367.8985,1.0,165.37332,409.26575,0.9115309,171.00142,423.40347,0.86740035,314.8858,243.45015,0.77279675,245.98615,397.63818,0.86601067,201.46095,222.0883,0.94145,138.17226,378.7936,0.910522
4,244.43758,223.51996,0.94078654,249.0104,239.72324,1.0,196.11093,310.18756,1.0,174.36229,347.15042,1.0,166.62363,369.0482,1.0,165.81973,409.43524,0.91884774,171.08202,423.74216,0.8898764,315.05923,243.71825,0.79291934,247.45004,397.14343,0.86591357,201.32854,222.56346,0.9682794,138.02126,379.67032,0.9173867
5,245.00717,224.11438,0.9664427,247.10913,240.65302,1.0,196.35147,310.92212,1.0,174.29704,348.14786,1.0,166.94589,369.44815,1.0,164.85825,409.4118,0.90074265,170.21564,423.3014,0.8559682,314.6485,244.14816,0.8157321,246.72264,396.77484,0.8728412,201.27408,223.08267,0.9565156,138.36755,379.98615,0.8991179
6,244.80714,224.85999,0.9661137,246.8597,241.26158,1.0,195.85864,311.45517,1.0,174.19255,348.83905,1.0,166.9969,369.63226,1.0,165.53116,410.27234,0.90989125,171.55406,424.45105,0.88602155,315.29718,244.59941,0.7946962,247.42952,396.6613,0.8618556,201.21973,223.06685,0.968657,138.12666,380.02277,0.88874996
7,244.7238,225.83453,0.96886355,246.77441,241.8393,1.0,195.90297,311.86157,1.0,174.16872,349.28888,1.0,166.75987,370.60352,1.0,165.68587,410.49472,0.88918656,171.82974,424.32425,0.8739288,315.2557,244.8418,0.7821977,246.73216,396.9475,0.8589635,201.27173,223.3494,0.9782954,138.3545,379.94058,0.8902527
