scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,361.7811,185.89696,0.8673089,357.21768,203.00534,0.9443375,376.21988,246.01099,0.8132663,371.73636,276.8119,1.0,374.02017,294.98712,0.89765185,369.59235,337.88727,0.60089797,363.28363,357.5441,0.6904873,411.97153,217.35378,0.74955064,414.24963,338.39325,0.84446675,284.35764,195.01796,0.8757024,296.59848,322.04462,0.6783336
1,362.46667,185.23431,0.89406705,358.6451,201.32338,0.9206693,379.5242,243.50626,0.7801692,374.3374,275.48154,1.0,377.0471,295.11362,0.86565226,369.23254,335.67496,0.6461447,364.47003,358.0561,0.76946,411.51834,215.38141,0.69573367,413.52576,340.9127,0.8459146,285.48737,193.7986,0.8577418,297.22372,322.3553,0.7614197
2,362.86047,185.36955,0.8858419,358.64743,201.16698,0.9178156,379.48056,243.82104,0.7803733,375.12332,276.34198,1.0,375.9877,294.60397,0.8904155,370.73517,336.49002,0.64735657,365.99588,358.66882,0.7198443,412.53958,216.3528,0.7030564,413.96408,341.3263,0.86670834,285.8117,194.1473,0.85168874,297.8695,321.88174,0.80366987
3,363.3964,185.56987,0.8708549,358.4568,201.25632,0.92062134,379.29495,244.17436,0.78322613,374.90018,276.46838,1.0,375.54227,294.83768,0.88069266,370.55267,337.03333,0.592534,365.52682,358.9592,0.6867473,412.32068,216.37209,0.7271879,414.4181,340.4588,0.806123,285.6031,194.40166,0.8703919,298.25537,322.29074,0.7774325
4,363.13632,186.26324,0.8436283,358.11993,201.77763,0.9185604,379.05447,244.57513,0.77056444,374.8952,276.9362,1.0,375.91156,295.2262,0.8707183,370.04254,336.86914,0.60629094,365.67157,359.07205,0.7041348,412.65274,216.71353,0.7325243,414.50317,340.7509,0.8494371,286.13892,194.3604,0.8530613,297.6742,322.88358,0.7537374
5,362.98035,185.15582,0.85058254,357.90683,202.072,0.92976934,378.90652,245.06842,0.761698,374.72498,277.10034,1.0,376.06677,295.0174,0.8855325,369.74908,337.34283,0.6250212,364.93402,359.59695,0.69776475,412.679,217.07544,0.7397122,415.18988,342.1324,0.8362089,286.1724,194.42825,0.84995085,298.26364,322.86478,0.7585906
6,362.89963,185.74649,0.8615131,357.86978,202.26512,0.92885435,379.0351,245.56693,0.76238954,375.2382,277.5558,1.0,378.24374,296.59967,0.8827794,370.49985,337.6017,0.5969853,364.75327,359.78632,0.6618079,412.39743,217.28723,0.7195569,415.26578,343.16785,0.8659702,286.21826,194.83629,0.8394284,296.97357,324.0586,0.7911225
7,362.79028,186.3128,0.85478765,357.96606,202.95674,0.9246748,378.83997,246.1041,0.75337076,375.49954,278.19373,1.0,378.4422,297.3131,0.88664764,370.87668,338.1512,0.59567857,365.03775,359.96518,0.6591436,412.41602,217.31354,0.74092263,415.925,342.93338,0.87311345,286.19232,194.9373,0.8355123,297.18146,324.44577,0.77459073
