scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,239.79788,158.29633,0.95953983,241.04616,172.54918,0.81740445,166.47314,212.68088,0.717343,150.86963,236.44905,0.7515316,144.97366,254.34494,0.81945443,144.01215,290.40945,0.702578,149.54128,305.49414,0.6102239,300.29407,160.5367,0.8440276,236.40494,284.681,0.69269186,204.77641,169.9148,0.5622162,125.380714,277.45203,0.7765626
1,245.27509,160.54878,0.98439604,245.26654,175.76456,0.8726506,178.74023,215.78094,0.807262,161.55226,240.27463,0.8711714,153.11061,256.81863,0.90425,152.57945,293.84076,0.70808417,159.30078,307.08243,0.58564925,305.7355,161.22774,0.8676997,243.97383,287.3298,0.7868876,207.35287,171.62881,0.6189066,134.94554,279.86865,0.8703007
2,247.93166,162.13814,0.9811058,250.9892,174.81464,0.9218772,185.3152,213.86398,0.78652555,167.72206,243.44257,0.84154826,160.54329,260.5472,0.96327513,162.15392,296.73398,0.6503166,165.85303,308.76425,0.5619655,312.34836,164.69652,0.8506522,253.05739,290.717,0.823168,208.73994,173.55595,0.75115216,139.12201,283.07578,0.7944914
3,248.62865,162.2276,0.9777483,251.92798,174.94965,0.9325456,186.32736,213.15518,0.75660414,168.56352,244.0003,0.88162184,159.25114,262.89453,1.0,161.37015,295.54886,0.6673702,166.68222,308.6429,0.5495524,313.15073,164.97925,0.86800444,253.65971,291.1116,0.862923,208.63339,174.07271,0.77193147,139.93004,284.2731,0.7718985
4,248.91809,162.36263,0.9846667,252.02525,174.96431,0.9260072,186.71648,214.6822,0.7757825,169.30293,245.29478,0.9081254,159.56487,264.4372,1.0,162.62157,297.49884,0.668391,166.62639,309.22812,0.5178974,313.24728,164.79948,0.85083735,254.88016,291.2194,0.8493577,208.96634,174.38913,0.75636166,140.62514,284.97647,0.7898738
5,249.20755,162.62616,0.9957566,252.33711,175.42426,0.9286778,187.28796,215.24538,0.80215186,170.2544,245.70331,0.94283015,160.66728,264.75116,1.0,162.93524,297.67136,0.6832338,167.33249,309.7518,0.5285951,313.9397,164.47066,0.8543115,256.99417,292.5235,0.8338178,208.85597,175.07425,0.7891678,141.07799,285.55035,0.79053164
6,248.69423,163.11226,1.0,251.99962,176.06076,0.927708,187.36226,216.06482,0.79989296,170.85843,245.91536,0.9227903,161.96642,264.58713,0.98347783,164.43607,299.2129,0.6771102,168.70276,311.19,0.47474918,314.57388,165.15344,0.8442337,257.71518,293.24228,0.8452093,208.90193,175.52019,0.80765533,143.40944,286.2793,0.7761402
7,248.78876,163.43137,1.0,252.03497,176.2738,0.9323386,187.31395,218.14618,0.779025,170.99905,247.70769,0.9600561,161.80276,266.04483,1.0,164.04924,299.82324,0.8013397,171.7084,315.05154,0.5750947,315.1554,165.61052,0.84009075,257.89252,293.9769,0.82534915,208.63342,176.15706,0.8080109,143.6824,286.98712,0.7613713
