scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
8,249.58289,251.87599,0.8826289,251.37206,263.3463,0.8730732,532.5411,544.7072,0.25724792,297.6294,260.92276,0.14904428,175.74089,361.29926,0.1547597,167.96347,358.78363,0.20104745,180.46428,375.49704,0.3272884,314.09824,272.804,0.47514746,341.46805,253.22063,0.31177807,200.45372,255.24289,0.96525264,514.62213,562.7136,0.26744726
9,249.17853,251.83287,0.8911231,251.18181,263.63504,0.88815767,532.0604,544.4296,0.24524815,297.02725,260.6651,0.19369586,287.1966,286.21683,0.15799516,172.94843,356.03632,0.26975942,178.91318,371.05453,0.36137328,314.73785,273.0401,0.46884423,342.15808,253.57271,0.19941896,200.06755,254.94334,0.9846397,515.20013,561.3707,0.2710004
10,248.85399,252.09947,0.89616334,250.84575,263.78793,0.8856485,532.20996,544.2449,0.2407427,296.76572,260.9843,0.24978237,287.1875,286.5519,0.16695668,173.5523,355.72443,0.218935,179.24274,370.32352,0.3049929,314.4381,271.99094,0.4793753,328.5184,250.66556,0.15385453,199.77673,255.10399,1.0,513.9661,563.2147,0.25498292
11,248.7413,252.4865,0.874938,250.55673,264.06284,0.87271786,532.0789,544.0709,0.25392786,295.5848,260.85977,0.25697476,441.45593,31.02086,0.19745559,288.61533,299.24957,0.18568617,281.32452,313.0624,0.28217116,313.54144,270.25403,0.49889252,340.61374,253.74893,0.20253423,199.35614,256.04016,1.0,513.5967,563.12335,0.2455434
12,248.59128,252.95633,0.8823068,253.32182,261.39835,0.8579799,532.3497,544.1957,0.2564256,298.49222,261.11005,0.16648567,532.21826,599.65344,0.16162682,284.4244,300.9423,0.2102274,281.6375,310.9636,0.35706878,313.82678,271.25574,0.5566535,327.2759,253.69096,0.16256487,199.51044,255.48329,1.0,514.02826,564.274,0.22469217
13,248.26115,252.85031,0.8997937,253.29187,261.2261,0.875839,532.03656,544.1348,0.27420464,297.70078,260.46198,0.21286769,285.5309,287.1611,0.16693988,276.4035,301.7223,0.25633892,282.488,310.4171,0.40062535,313.28775,271.53308,0.51879525,327.4636,252.21202,0.17137358,198.92853,255.6482,1.0,513.17786,563.3215,0.23106423
14,248.17969,252.45433,0.9186565,253.20432,261.43564,0.90678173,531.66394,543.7823,0.26736957,297.5204,260.49725,0.24115539,275.78043,301.94675,0.16400743,275.24005,302.95816,0.2188945,281.5244,311.50696,0.36324796,312.45013,270.39978,0.55742675,327.039,252.54797,0.16822132,198.70534,255.37378,1.0,513.098,563.0857,0.23480025
15,247.85106,252.18947,0.9142825,253.15245,261.4826,0.9384636,531.63525,544.21783,0.27290368,297.14407,260.52673,0.25588793,275.7433,302.0967,0.13814525,275.11288,302.4849,0.22822069,281.62555,310.94614,0.34094337,311.87222,270.3125,0.6431572,326.24033,253.03069,0.15092598,198.56778,255.18016,1.0,513.3349,562.8549,0.21994203
16,247.5299,251.80086,0.92792386,253.29187,261.56427,0.9652488,531.46124,544.04724,0.31016704,296.8524,260.50272,0.2572305,225.47859,292.10162,0.14416967,216.86162,334.29053,0.18574692,281.11694,311.401,0.28156143,311.92767,269.95953,0.6674581,260.21567,325.1763,0.17201856,198.57889,255.23003,1.0,512.8757,562.91455,0.24829657
17,247.02075,251.93665,0.92616653,252.50609,261.78827,0.9835766,531.293,544.1433,0.32625687,296.7921,260.15793,0.25647327,225.58669,291.85928,0.14555405,216.5055,334.44522,0.18206467,281.16473,311.39072,0.25913024,311.84,269.87775,0.6738233,325.94577,252.96275,0.16302906,198.4148,255.01164,1.0,512.76025,562.85345,0.24109332
18,246.72476,251.8192,0.9061802,252.37543,261.3794,0.98453957,531.3168,544.265,0.3248893,295.88824,259.71362,0.2777041,212.23802,290.09808,0.16424964,217.6574,333.56027,0.20166221,280.88028,310.88037,0.25257236,312.49442,269.80972,0.6690218,325.81143,253.3165,0.1591043,197.82854,254.88235,1.0,512.9474,563.02783,0.23722665
19,246.80548,252.11037,0.90000445,252.29582,261.7438,0.9826177,531.52155,544.39624,0.32644075,296.06308,259.62408,0.27927956,212.5481,289.9687,0.1667701,216.74118,334.4057,0.19900732,280.62967,310.7071,0.20664242,312.35025,269.23685,0.70704985,325.67844,252.9345,0.16345927,197.83995,254.92754,1.0,513.17126,562.6154,0.23311687
20,246.77057,251.93668,0.901758,252.60886,261.4823,0.9654484,531.4325,544.7114,0.32637557,295.79022,259.82123,0.2818769,214.08272,288.8948,0.16063163,165.81793,351.4241,0.18181686,176.24055,369.53775,0.25835973,312.03152,269.36172,0.706839,258.8162,324.60406,0.16213827,198.03883,255.438,1.0,513.8042,561.3407,0.22915025
21,246.69574,251.92456,0.908859,252.65718,261.2218,0.97352475,531.3163,544.4282,0.32996583,295.7395,260.06595,0.27805346,214.19537,288.797,0.1519745,218.06548,321.04593,0.17804587,544.2702,584.82635,0.17321433,311.86752,269.4994,0.7000389,318.73834,274.85324,0.13398135,198.39418,255.02295,1.0,512.3898,562.1828,0.2394887
22,246.66042,251.72346,0.91276556,252.67155,263.05423,0.968882,531.42194,544.766,0.3449747,295.91473,260.2404,0.28865734,214.20387,288.33273,0.16520543,217.69545,319.75397,0.18416043,539.7051,599.1103,0.17275685,312.16498,269.3073,0.69628376,319.10333,274.7271,0.13844614,198.16333,254.93407,1.0,512.47894,562.07434,0.24034643
23,246.57748,253.43404,0.9092243,252.65277,262.39343,0.9589011,531.4166,545.06836,0.34058228,295.8647,260.96088,0.27757844,214.03917,288.23627,0.13157868,289.71085,297.2247,0.18013673,164.54102,361.78796,0.275941,312.7264,269.6168,0.7144733,318.99734,274.6347,0.13720459,198.7541,254.77275,1.0,512.64856,562.0169,0.24095528
24,246.3959,253.3804,0.89644176,252.1445,262.08643,0.9604186,531.43787,544.5332,0.3344634,296.27963,260.36298,0.30367514,532.29565,599.6272,0.13815343,277.23535,300.40686,0.21966822,282.92514,309.43118,0.3440261,313.6097,270.50024,0.6960722,320.1212,274.7344,0.16575739,199.37177,255.00632,1.0,513.9762,562.68976,0.2195404
25,246.58746,253.51797,0.9070728,252.49629,262.11417,0.9482779,531.11694,544.5806,0.31791618,296.40353,260.8596,0.29965097,532.2095,599.64514,0.1451218,277.48712,300.2324,0.23776406,282.9555,309.46042,0.35080108,314.0924,270.4427,0.68029344,320.37228,274.29404,0.1646501,199.15787,255.2785,0.9868064,514.7264,560.55457,0.22843514
26,246.59679,253.5636,0.91995335,252.5029,261.61673,0.96055084,531.0311,544.4276,0.31738085,296.1238,260.63788,0.30581278,532.3232,599.60205,0.17114756,284.13657,300.7382,0.24908933,283.85184,308.4188,0.39428672,314.5664,270.47897,0.6495911,320.68127,274.02438,0.15644124,199.06602,255.36949,0.96621084,514.5285,560.2582,0.22554119
27,246.2421,253.67563,0.9116548,252.07109,261.50092,0.95229197,531.5007,544.47314,0.32532486,296.046,260.46622,0.29542682,532.57166,599.05646,0.15602334,277.24402,299.39413,0.269901,283.0538,308.988,0.43817315,314.7568,270.18307,0.6459621,321.15778,273.7543,0.16437937,199.21198,255.1025,0.9745315,514.7087,560.47955,0.22757936
28,246.44453,253.52866,0.90675545,252.24626,261.3259,0.9413558,531.554,544.64667,0.32189855,296.46722,260.475,0.28726253,532.4251,599.2395,0.16353662,277.1979,299.46664,0.2734375,282.82352,309.21915,0.43463555,314.52252,270.22458,0.6551728,321.22873,273.57352,0.16823931,199.1111,255.33842,0.99102026,514.1285,563.20636,0.208757
29,246.69495,253.4778,0.8891469,252.475,260.85226,0.8999687,531.60004,544.4956,0.29740188,296.22754,260.4347,0.2971861,532.32306,599.28064,0.15725909,277.2047,299.71454,0.2864303,282.13196,310.488,0.4305684,314.75214,270.20645,0.6839754,321.09122,273.5094,0.16366883,199.29964,254.97449,0.99002296,515.25507,560.41675,0.19557463
30,246.61955,253.4826,0.9131028,252.69373,260.90076,0.9221974,531.88074,544.82056,0.2997061,296.4087,260.4383,0.29573032,532.61884,598.95074,0.16455568,276.72357,298.64178,0.22096203,281.98468,309.00983,0.3474942,315.00076,270.1054,0.69657314,321.30933,273.7414,0.16112475,199.40446,254.96097,0.9789889,514.47784,563.6557,0.18367586
31,246.6267,253.44818,0.88629544,252.4401,260.6225,0.8961563,531.69385,544.67914,0.2978015,296.33035,260.45322,0.29320303,532.50836,598.9689,0.15802757,284.52982,299.5793,0.25731727,282.44067,308.56436,0.37053463,315.26385,269.97147,0.6865104,321.1249,273.68762,0.15126361,199.345,255.3466,0.9937215,514.4311,563.4871,0.1759324
32,246.6282,253.31891,0.8961137,248.67896,262.34723,0.9039121,531.56824,545.0433,0.2917092,295.8944,260.48746,0.2993801,228.71246,259.27792,0.14900765,278.60678,299.23135,0.24551836,283.5206,309.4358,0.38926432,316.64545,267.54584,0.6907887,320.68152,273.69876,0.1470624,199.60199,255.2305,0.9760168,514.3817,563.6294,0.16947782
33,246.82066,253.29378,0.8893078,249.0153,262.48022,0.89456266,531.8179,545.03235,0.2877424,296.2091,260.96274,0.29974216,228.42873,259.19876,0.15179807,279.05518,300.54504,0.25176546,285.58365,312.39627,0.37961623,317.13693,267.62164,0.67921126,320.91034,273.80365,0.14836106,199.9955,255.33366,0.9626336,514.59015,563.58044,0.16141777
34,246.83221,253.22577,0.87557924,249.08519,262.30682,0.8835711,531.6235,544.88416,0.2929122,296.0151,261.26892,0.30036905,585.1091,287.16132,0.15479876,203.26007,262.2269,0.2089895,285.76044,310.52258,0.30971402,317.4755,267.30826,0.67674387,321.26813,273.52307,0.14858606,200.21666,255.56036,0.9687247,514.5619,563.7749,0.15984172
35,246.7578,253.09854,0.87496406,248.98825,262.16177,0.8738981,531.6002,544.9186,0.27861485,296.27426,261.05307,0.28909436,442.00793,30.160192,0.16590579,203.2578,262.23938,0.20181671,285.6542,311.83218,0.33303657,317.40152,267.091,0.67513067,321.23523,273.67648,0.13453276,200.33817,255.26842,0.97094077,514.61,564.08636,0.148549
36,246.70473,253.05496,0.92928,249.04805,262.52124,0.9457537,532.1323,544.3052,0.3033618,296.56662,260.46478,0.290984,448.46744,28.682087,0.16388993,280.63342,309.76562,0.23020145,164.3538,342.2854,0.30800378,316.07962,269.48547,0.6909528,326.07584,252.6412,0.19108345,200.08757,255.80101,0.95355546,514.2082,563.6645,0.17692438
37,246.59445,253.15866,0.9286028,249.00717,262.3908,0.93375444,532.0581,544.112,0.3090024,296.15598,260.47717,0.2958343,532.8448,598.61206,0.16885656,203.2908,262.1694,0.1855427,166.17291,345.19705,0.2971827,315.63858,269.74017,0.688642,325.54028,253.79422,0.16681169,200.31902,255.79427,0.96460974,514.352,563.9475,0.16785383
38,246.61441,253.26755,0.91875005,249.24414,262.54355,0.9154784,531.82855,544.2449,0.30775425,296.3895,260.72052,0.29029745,447.80222,29.15733,0.16563664,284.8084,302.0617,0.20688389,290.2962,314.22766,0.29297483,316.50778,270.07648,0.6715138,321.73465,273.2416,0.15621492,200.34795,255.52797,0.958456,514.202,563.7994,0.16765702
39,246.41565,253.27512,0.9363775,249.35507,262.99786,0.93320173,532.02045,544.48804,0.30659854,296.27643,261.04697,0.2851903,448.20074,28.924244,0.17229323,290.16174,297.55246,0.18556081,290.7668,311.772,0.27483726,316.17297,270.15085,0.6632326,321.69327,273.18283,0.1613126,200.01596,255.15341,0.9556283,514.0689,563.94446,0.17095082
40,245.91353,253.40352,0.9191442,252.48274,261.3141,0.9377162,531.9241,544.4044,0.29974708,296.4071,260.53412,0.29205742,447.75168,29.196064,0.17202637,538.22705,579.3276,0.16433439,168.05585,343.57812,0.22599551,315.67853,269.94687,0.69816107,321.31528,273.7286,0.16051964,200.02899,255.2168,0.94932467,514.26404,564.33905,0.15827084
41,245.59048,253.48126,0.9166596,252.16592,261.10825,0.9280767,532.1556,544.597,0.2942607,296.43372,260.57584,0.28889,532.48267,599.13965,0.16130726,162.0979,326.68073,0.17938657,168.24236,342.75977,0.26634687,315.83502,269.74033,0.6646515,321.57138,273.58743,0.15276268,199.9413,254.94876,0.9534369,145.72534,314.59125,0.16882834
42,245.66516,253.43474,0.8983638,251.85007,260.74963,0.8969555,532.1902,544.6612,0.2989334,296.13937,260.4412,0.2916096,291.4402,269.15527,0.15326317,170.18747,322.74783,0.20624912,176.56519,337.1017,0.3136934,315.69238,269.68155,0.6445511,321.11722,273.48886,0.14187194,200.208,254.88568,0.93918437,514.4006,563.52484,0.15828533
43,245.33005,251.17184,0.8895339,251.02179,260.54272,0.89101857,531.84375,544.4947,0.29870316,295.76364,260.01767,0.29501384,530.77734,579.33185,0.1723736,170.61478,323.0978,0.22289269,176.84506,336.46826,0.3215882,314.85275,268.55923,0.6741241,170.67383,406.26898,0.14610885,200.6161,254.79742,0.93262887,146.01495,407.42938,0.17328696
44,244.79547,253.2767,0.86954325,250.49265,260.42197,0.8595247,531.8198,544.6631,0.29991287,295.7556,259.936,0.28885767,530.3078,579.164,0.16187601,171.50404,321.83374,0.25108233,176.90286,336.06183,0.32259306,314.30573,268.43085,0.6792356,176.97209,403.207,0.19443338,201.10776,254.7167,0.91848296,146.23026,403.96146,0.29787213
45,244.60254,253.09131,0.8672972,250.30582,260.4064,0.84786814,531.54333,544.4058,0.29014206,295.87634,259.49673,0.29729778,532.4288,599.0646,0.17845355,171.23415,321.07944,0.22084866,174.40086,334.15775,0.3191807,317.2004,266.75864,0.6325275,326.38678,253.49397,0.16896753,200.96313,253.87576,0.90710974,145.93791,403.75192,0.29982412
46,244.07066,252.86769,0.8426362,249.39919,260.13382,0.84178203,531.33716,544.0841,0.29377297,295.04358,259.23923,0.31024796,532.4496,599.0273,0.16020893,174.79851,416.26843,0.26962903,178.07343,427.16116,0.34315524,317.71057,266.13443,0.6381989,176.63557,405.82748,0.16581258,201.43584,253.85333,0.8802177,146.09787,404.86346,0.4904809
47,246.15761,253.06194,0.84695166,249.00923,260.2232,0.8426815,531.6189,544.44135,0.30699697,295.1401,259.1198,0.29879877,290.54556,268.8751,0.155615,176.8842,419.52136,0.25254357,176.16504,331.33966,0.3088154,317.36038,266.15735,0.6680902,318.62753,261.34076,0.16282135,201.2865,253.61142,0.8567445,145.01964,403.5014,0.49491322
48,243.67348,252.71207,0.8688048,248.67705,260.10522,0.8213458,531.6797,544.60846,0.30976397,295.45764,258.8335,0.30241075,163.4609,398.06784,0.19551875,172.05629,320.01135,0.1739833,177.9106,330.78354,0.26507783,314.84277,267.5118,0.7136741,181.0872,404.31567,0.33871612,201.92972,254.223,0.8585461,145.32571,400.74292,0.51932216
49,246.19633,253.29022,0.8607383,248.73557,260.27866,0.8074798,531.5902,544.50867,0.32100186,295.09125,259.02045,0.3042545,160.78693,394.7242,0.23202352,168.90573,316.77283,0.18174943,170.03325,329.77396,0.2853828,314.84244,266.9656,0.7218971,179.51297,402.08966,0.38868958,201.81577,253.63452,0.8554593,144.58107,401.1543,0.5404091
50,246.12881,253.12814,0.8612465,248.80359,260.2653,0.7996298,531.6153,544.2949,0.31108943,295.1074,258.92032,0.30396774,159.85193,398.27786,0.20178223,168.48288,318.16565,0.2125035,169.8883,330.69443,0.28637013,315.1912,266.72168,0.69586545,178.44734,403.86444,0.2240091,201.08147,256.55948,0.85016745,144.65247,403.84048,0.51271385
51,245.48476,252.94897,0.85658246,248.00844,260.2274,0.78910416,531.75055,544.2895,0.30301595,295.31384,258.82706,0.29022467,158.21075,399.85544,0.21995346,152.87796,404.86487,0.2527659,156.9963,412.88055,0.3051206,317.13412,265.1356,0.7116612,178.44244,403.40463,0.23631857,201.48323,253.48431,0.8383794,144.10446,404.523,0.52960825
52,245.15796,252.98302,0.8447356,247.51828,260.4409,0.77709365,531.95233,544.2146,0.29972813,295.2272,258.86957,0.28957623,160.03049,401.96115,0.23991607,155.4877,406.0591,0.21522945,159.88045,413.30826,0.29689926,317.2473,264.79706,0.69837976,179.26291,402.56412,0.28864262,200.96274,256.5039,0.83122903,145.00569,405.99234,0.51868695
53,244.89224,252.9444,0.823666,246.93808,260.64102,0.7737857,531.9643,544.50903,0.3013698,295.0794,259.04388,0.2863028,158.46982,403.11536,0.20495847,167.8561,316.6704,0.2598756,169.55513,330.28345,0.34430704,316.68744,265.11594,0.688737,183.64172,405.18533,0.36228734,200.28856,255.91595,0.84327126,144.83629,405.8671,0.50338537
54,244.67323,253.17854,0.82307297,246.63664,261.39728,0.7495842,531.9117,544.24677,0.2962847,294.62354,259.1095,0.28912303,161.11945,401.03598,0.23116769,174.69145,421.32852,0.30880123,180.00934,433.10983,0.37202796,317.2801,265.64047,0.69235355,184.76688,404.4267,0.48077884,200.4913,255.91357,0.8186355,145.81187,405.06265,0.5680192
55,244.41655,253.08617,0.8124738,246.13896,261.46655,0.7214204,532.0752,544.39484,0.28522757,294.90872,259.02634,0.28052145,162.49858,400.86517,0.26407713,174.38594,423.60898,0.4252608,182.60794,435.52792,0.4892102,317.60464,264.8571,0.67060417,186.09816,404.5406,0.4570214,199.59396,256.10397,0.8156528,145.86935,405.56982,0.5961583
56,244.49551,253.1855,0.8132605,246.02551,261.6704,0.7229173,532.11237,544.2297,0.28011855,174.04211,384.77103,0.2955398,162.31761,399.49677,0.30510998,172.94293,424.46234,0.4314327,181.2782,434.87482,0.49272084,315.16776,266.0439,0.64579064,187.61528,403.63864,0.49822825,199.86548,255.44147,0.83771884,145.79045,403.1724,0.66112226
57,244.66641,252.95284,0.8183905,246.12596,261.05774,0.7218538,532.07306,544.5124,0.29137194,294.8274,259.08826,0.30709162,166.82135,397.23926,0.28558558,172.86598,425.48517,0.5834862,181.32571,436.95456,0.62042594,317.3988,264.9721,0.6327861,188.92516,404.55322,0.47990254,200.27682,256.46362,0.8287727,145.43748,404.4123,0.71493477
58,244.699,252.84586,0.8192689,246.05177,261.09845,0.73068714,532.0202,544.6619,0.28751248,295.26352,259.21045,0.32083097,166.27872,397.76498,0.25241247,174.72545,428.3798,0.64365107,181.33826,439.17322,0.6551457,315.7976,266.5937,0.62369347,188.85915,405.55817,0.43606022,199.59679,256.92212,0.8134319,145.8535,402.60693,0.6812845
59,244.36565,252.78589,0.7971925,245.70984,261.09647,0.7078631,531.63025,544.4759,0.27977496,294.7192,259.02695,0.30753875,166.76192,399.04453,0.2285771,176.38927,428.6456,0.6064615,182.17343,438.95404,0.66964203,317.98538,265.1598,0.6193821,187.7046,405.2521,0.42510068,199.86374,256.35062,0.82516277,146.13696,403.1503,0.64712584
60,244.73915,253.13846,0.7759261,246.1524,261.15308,0.70773953,531.62775,544.7439,0.2808693,174.5917,384.02054,0.34109294,165.25136,397.87924,0.34755495,165.87746,423.94647,0.33041802,178.08414,432.61935,0.39285144,315.01965,266.3043,0.6718963,185.5353,404.39587,0.49010777,200.53705,256.8599,0.7966884,144.55858,402.95572,0.7323188
61,245.009,252.3894,0.7601861,245.43616,261.93597,0.67833704,531.6399,544.22784,0.26570356,295.3063,258.23294,0.30344692,163.29582,402.7201,0.29812568,165.66608,421.64944,0.2569882,171.44298,426.5324,0.3358186,316.69797,265.58002,0.6312543,184.06154,405.4387,0.42363948,200.20338,256.25867,0.75220996,145.5571,404.57346,0.58639455
62,244.73903,252.54245,0.7443314,245.24228,262.04623,0.66887313,531.44446,544.17175,0.26561868,295.25958,258.38168,0.31090578,162.81212,401.01236,0.348126,164.5671,422.67502,0.26505023,170.09312,427.3286,0.32886192,316.6724,265.9634,0.6409736,185.17564,405.59628,0.48756438,198.8212,256.2573,0.716911,145.66043,404.15848,0.6140283
63,244.10265,252.88742,0.71440667,244.69286,262.47098,0.63740766,531.43524,544.31866,0.27420345,177.50331,384.0098,0.3218974,166.8056,398.1982,0.3645906,176.4093,424.07852,0.30382586,181.08926,432.474,0.35414374,316.67624,266.24124,0.630357,186.43495,404.9395,0.5396806,198.73341,256.4087,0.69379985,145.5606,403.84042,0.65912753
