scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,400.94016,244.30936,0.48475742,400.85715,254.876,0.5681978,427.65906,307.20868,0.96789813,436.0982,352.50198,0.98933727,439.0713,366.75546,0.811566,431.42307,411.61496,0.9176196,425.4307,428.57108,0.69944566,420.93967,254.25232,0.40640798,459.6657,382.89264,0.938067,329.05008,244.66006,0.44734243,347.30444,387.7637,0.78552234
1,405.12808,241.39044,0.695015,400.99103,251.16676,0.65060097,428.20383,308.09686,0.9636764,435.7609,350.87155,0.9579889,440.92346,366.41507,0.7931331,431.94064,409.4058,0.85751384,425.99225,426.58917,0.71834236,438.40237,253.0937,0.481457,459.7003,375.8166,0.9461763,327.4178,243.8412,0.56084216,348.25842,387.53802,0.7391787
2,404.3885,238.43869,0.86959773,400.9507,249.7397,0.8224234,431.32922,308.8105,0.93876326,436.19818,353.85596,0.51767504,440.25876,367.47903,0.5172771,435.44577,411.64224,0.9049628,431.613,428.3808,0.7321221,438.8526,249.7012,0.59384966,459.92874,379.82834,0.73734313,331.3577,246.44035,0.60674083,350.97382,390.47397,0.78523594
3,404.6955,237.20891,0.93258923,400.82227,248.9294,0.8888716,430.8112,308.45633,0.94006574,436.819,352.54926,0.6502883,439.72925,366.0433,0.58281696,435.29083,410.6012,0.8716499,431.62268,427.71747,0.71888196,438.17606,248.47017,0.70449984,459.1729,377.91272,0.7464796,329.8607,246.03195,0.6620631,351.7196,390.19992,0.7779572
4,404.7315,236.32333,0.9620604,400.6095,248.25812,0.9296828,430.3257,308.3622,0.89228946,435.0904,354.0962,0.4865722,438.62463,367.3563,0.47513932,435.02344,410.2045,0.8416673,431.77176,427.11105,0.7315855,438.6807,246.86998,0.72295994,457.98447,377.42984,0.73376673,329.1424,244.39511,0.7037675,351.4982,389.34262,0.77005965
5,404.21936,236.00444,1.0,400.25754,248.04361,0.96880895,432.49487,309.2227,0.8821866,435.97702,353.9058,0.5806894,437.92587,367.13184,0.564373,434.8115,409.9564,0.8248832,431.7311,426.59427,0.7301588,439.09534,246.15883,0.7751851,456.52655,376.87506,0.74268335,328.65515,242.03784,0.69489837,350.34952,388.9105,0.76834303
6,403.51056,235.97849,1.0,399.89096,248.20723,1.0,432.46655,308.54257,0.8881258,434.6555,353.1365,0.4255085,437.2143,367.65933,0.44047794,434.51215,410.64694,0.8401931,431.1474,427.0961,0.74089,439.36578,246.51213,0.8123995,456.10434,377.17072,0.72816634,328.30667,241.0797,0.7336371,350.59146,388.5898,0.7701397
7,403.79617,235.78084,1.0,400.08835,248.27594,1.0,432.54538,309.7046,0.89610684,436.44583,354.21783,0.5706718,438.2292,368.5839,0.5279173,434.78836,411.27805,0.8257538,431.4025,427.91666,0.70745564,440.05255,246.34297,0.82146645,457.36932,376.89886,0.6761487,327.94086,241.57265,0.75404036,350.88144,388.62454,0.7905993
