scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,366.4749,196.62312,0.95827836,366.76138,215.26508,1.0,399.18896,266.96127,0.8703122,401.59515,307.33878,0.8655751,401.69565,326.27704,0.96524686,395.78128,368.1744,0.67403907,395.34747,385.8257,0.6053934,415.711,212.43076,0.9625122,446.66177,338.3058,0.85885835,295.22937,209.88454,0.8924375,321.33078,342.68036,0.74087715
1,366.2258,198.7842,0.87041,368.32797,216.21992,0.93875635,399.23016,267.75638,0.86915296,402.32687,307.57382,0.8939193,402.3301,326.65997,1.0,395.81143,368.20847,0.69192713,395.38684,386.10986,0.64521825,417.3483,219.51863,0.7651215,446.44006,337.91147,0.90415174,301.72113,217.49376,0.6366975,320.79202,343.15726,0.7219591
2,368.23483,200.191,0.90929407,368.70978,217.4516,1.0,399.46664,268.271,0.858555,402.45544,307.58957,0.9009928,402.57935,326.87766,1.0,396.97083,368.53638,0.6498156,396.26492,387.26004,0.5727229,417.87158,218.00786,0.90560853,446.21307,338.2374,0.89782745,300.58942,215.25693,0.70292765,321.95523,344.01825,0.78934026
3,368.66428,199.95998,0.91271716,368.77054,217.03783,1.0,399.31082,268.18585,0.8946008,402.5679,307.36597,0.90015167,402.6282,326.7824,1.0,396.45532,367.73907,0.6744958,396.07745,385.4021,0.60870534,417.54166,216.30339,0.9717992,446.0571,338.38327,0.9002164,300.2439,214.60057,0.72125643,322.1949,343.73468,0.76622844
4,367.95767,199.11548,0.92270035,368.09012,216.63916,1.0,399.3774,268.17096,0.8851797,402.2752,307.521,0.90441775,402.4685,326.75415,1.0,396.18744,368.486,0.64090353,395.2505,387.58762,0.6134576,417.37247,216.00696,1.0,445.9847,338.26727,0.890263,299.5661,214.19348,0.73207694,321.47824,342.21686,0.7102322
5,367.61035,198.46112,0.92181003,368.02997,216.08688,1.0,399.4496,268.41388,0.9026252,402.11743,307.81296,0.8881465,402.3902,326.8992,0.9931039,396.32788,368.86633,0.60897243,395.22604,388.48587,0.5960491,417.3058,215.66187,1.0,445.83905,338.20795,0.8846688,298.29987,213.39989,0.75865734,322.65097,344.61038,0.767356
6,367.60822,198.3849,0.9239945,367.87988,216.18715,1.0,399.26865,268.42874,0.8902028,401.91684,307.57437,0.88388157,402.16168,326.7376,1.0,396.2534,368.76917,0.62563545,396.08258,385.2459,0.62520283,416.8115,215.059,1.0,446.01154,338.4716,0.88454545,297.9259,213.22583,0.7793178,322.32764,344.66528,0.77921164
7,367.67966,198.58926,0.9375923,367.8202,216.7905,1.0,399.9845,268.79935,0.8633648,402.10898,307.62927,0.8714413,402.43198,326.8485,0.97687685,396.06842,368.82968,0.6207911,395.88736,387.1113,0.61966556,416.69583,214.62244,1.0,445.86432,338.40247,0.893348,297.6422,213.17427,0.8039789,322.22296,344.61533,0.7731887
