scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,276.53397,170.72696,1.0,279.03516,182.00206,0.9357308,238.49333,226.78781,1.0,227.56602,255.29962,0.96144253,222.48856,276.15863,0.9536606,224.50478,312.32422,0.6412101,236.87982,325.99374,0.51657504,344.55933,165.8296,0.97098374,320.71298,286.13693,0.8474402,231.9235,196.15558,0.9436482,202.20305,308.4081,0.90043056
1,276.93713,170.57626,1.0,279.41803,181.52982,0.92893195,239.75319,225.96155,1.0,229.12772,255.0591,0.94873685,223.81183,275.96594,0.9691288,225.35158,312.06256,0.5936657,231.75737,327.63116,0.47366938,345.4357,165.91476,0.9668723,320.30157,285.9255,0.822289,232.28032,195.75273,0.9446632,203.04779,308.37482,0.906123
2,278.9403,170.29013,1.0,281.31342,180.93665,0.9095798,241.89218,225.41614,1.0,232.87216,255.18573,0.9108419,226.07419,274.49603,0.9468618,227.16238,311.4762,0.6032561,238.39253,324.98285,0.47551754,347.28635,166.55325,0.9701957,321.23434,285.80396,0.85263216,233.22836,195.07811,0.92778933,205.5265,306.8341,0.86627775
3,278.98694,170.7226,0.9988906,281.63037,181.22798,0.89856666,242.24925,225.6848,1.0,233.19513,255.11726,0.92582494,226.49872,274.40536,0.95005137,228.82225,311.48572,0.6798606,239.15594,325.3578,0.57130027,347.28787,166.31924,0.96763986,320.77838,285.9448,0.8242268,233.4597,195.03026,0.9217875,205.8524,307.0767,0.8560968
4,279.09116,170.49632,1.0,280.6101,182.01018,0.92224836,242.528,225.33385,1.0,233.50288,254.70375,0.9113133,227.05699,274.10376,0.92131287,229.11353,311.9648,0.6081233,241.08736,324.0212,0.48861784,347.56833,166.51086,0.9637658,321.22595,285.8447,0.81261396,233.40419,195.32738,0.92275715,206.28787,307.35477,0.8393115
5,279.32095,170.33427,0.9962221,280.86685,181.85573,0.9196019,242.81795,225.40967,1.0,233.87541,254.23105,0.92085695,227.55367,273.3788,0.8919544,228.57262,311.32697,0.59953594,240.86296,323.23492,0.45763457,347.72916,166.40184,0.97059906,321.3526,285.90167,0.8393729,233.47713,195.27176,0.9146292,206.02756,306.31647,0.8354555
6,279.33084,170.39668,0.99273205,280.73694,181.9165,0.9045325,243.08284,224.90303,1.0,234.09041,253.8818,0.9253039,228.0473,273.1485,0.8680991,228.57051,311.339,0.57885736,241.03404,323.1259,0.43607995,347.76462,166.2789,0.97175664,321.86307,286.22708,0.8443972,233.57745,195.28682,0.91734046,206.1862,306.19623,0.8403278
7,279.43192,170.26297,0.9959307,282.00342,180.71397,0.8946072,243.0084,224.70903,1.0,233.97195,253.67276,0.9129589,227.9576,272.92825,0.8544251,228.96843,310.76266,0.5880087,241.08583,322.29575,0.43545213,347.78027,166.41974,0.9640441,322.09085,285.75766,0.84655225,233.66179,195.02658,0.91561294,206.65904,306.20544,0.82933736
