scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,242.67291,225.04543,0.8486407,248.75038,239.01976,0.7919997,214.83368,312.10574,0.87298036,203.80353,353.26562,0.8169501,206.22977,375.04276,0.7978992,216.57341,410.6286,0.8963675,219.41504,421.73895,0.8804811,314.60895,221.72067,0.9332196,298.22485,371.47177,0.7721748,197.8097,240.46826,1.0,183.79146,396.4955,0.85532546
1,242.84416,225.07106,0.85864323,249.07176,239.04404,0.81102556,215.26204,312.00604,0.87755173,204.23502,352.68198,0.80521536,206.72733,374.97723,0.79373586,216.59317,411.01865,0.90808696,219.94017,422.60797,0.9121899,314.99298,221.396,0.90877545,298.78616,371.30646,0.7413373,198.1432,240.21849,1.0,182.51814,395.74924,0.836446
2,245.20277,225.15201,0.8618005,249.72215,240.12027,0.7939892,217.83414,311.15396,0.8310694,206.82298,354.86862,0.7480024,210.05775,374.04648,0.76622814,217.26756,409.61588,0.9360537,223.55139,422.58963,0.91037065,316.7303,221.41917,0.873642,302.0376,370.23666,0.64295954,199.54396,240.44342,1.0,185.05954,395.98093,0.7585934
3,245.32167,225.0528,0.86720204,250.02798,239.78127,0.7776618,217.94371,311.18137,0.8234269,206.76321,355.50946,0.8054616,210.39026,375.18744,0.81137776,216.8705,409.7097,0.9048971,223.18402,421.7559,0.8735802,317.08243,221.28677,0.8726607,302.15747,369.9958,0.66035444,199.67052,240.64256,1.0,184.96112,396.58963,0.74349
4,245.70404,224.82347,0.8806169,249.32039,241.36357,0.79702437,218.17122,310.76337,0.82341117,207.26512,354.12662,0.7752474,210.80354,373.65625,0.79689944,216.99069,409.60242,0.90647775,225.57326,425.22122,0.88328123,317.0654,220.93959,0.8773708,301.781,369.95288,0.65477616,199.96323,240.16661,1.0,185.2065,396.0461,0.73400253
5,245.6425,224.88466,0.8780543,249.10742,240.98703,0.79911387,218.4709,310.29138,0.8219023,207.68823,353.792,0.7834463,211.00822,373.31873,0.81255114,216.73894,409.42987,0.9120132,225.57332,424.8891,0.8906127,316.88425,220.68791,0.8762334,302.96744,369.12827,0.6139378,199.92609,240.50002,1.0,185.43265,395.8506,0.74422896
6,245.79099,224.79378,0.87304574,249.41849,240.82672,0.80359423,218.86601,310.16052,0.83323896,207.89552,354.21527,0.810005,211.23499,373.7768,0.8335787,216.96979,409.05676,0.90785956,225.37016,424.4284,0.8999144,317.10858,220.9184,0.8481431,302.77454,369.07117,0.64725435,200.08397,240.44057,1.0,185.46158,395.9125,0.75241864
7,246.13512,225.00899,0.8581245,249.61604,240.99117,0.7827873,219.20361,310.3393,0.8261973,208.03429,354.10995,0.8250666,211.07886,373.45078,0.8374369,218.49657,409.13055,0.92595726,226.8897,424.55106,0.8790164,317.6287,220.81425,0.8467526,302.84076,370.3556,0.640735,200.27971,240.33728,1.0,185.49924,395.57416,0.74710774
