scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,254.87508,168.27577,0.9446231,256.29868,180.967,0.9555256,204.44904,221.15479,0.9181563,189.65709,251.1629,0.975411,184.50238,270.6151,0.7729287,184.54053,319.84955,0.5596449,184.25227,336.70026,0.43373463,323.7405,174.42197,0.7336927,265.92157,301.5532,0.6410134,208.39668,184.98094,0.8863528,152.89688,301.69067,0.9085258
1,255.58534,172.42874,0.89836484,254.92813,185.09709,0.900495,204.84135,227.75603,0.96593976,189.36536,254.64386,0.93949896,183.17082,274.2387,0.8970102,180.87996,314.8306,0.61825216,184.94199,326.3012,0.4047434,320.77554,173.24042,0.7245514,271.16684,299.59448,0.6283714,207.33972,187.8691,0.8166674,155.42824,299.45633,0.95207363
2,252.72653,171.82047,0.8936502,254.94366,185.25835,0.9064407,205.59544,226.52646,0.9632036,190.46585,257.62933,0.8831787,181.77057,275.47214,0.93086964,182.2788,316.69717,0.7522396,191.79077,333.68637,0.55298644,320.66785,173.38982,0.7087382,269.0614,300.40527,0.6712935,207.31174,188.1703,0.8155415,155.7813,301.0351,0.95214474
3,255.48239,172.3213,0.89694816,254.94414,185.07655,0.9035641,205.027,226.86371,0.9681343,189.89964,258.0917,0.91617775,181.43097,275.61487,0.97260344,182.5794,316.70807,0.780218,192.06953,333.5335,0.59169376,320.61627,173.42854,0.7180125,268.35077,300.12384,0.63342726,207.5144,188.01169,0.81412435,155.84111,301.50723,0.9362427
4,255.69702,172.3224,0.908095,254.79536,185.16046,0.9074429,204.70218,226.05089,0.9302144,189.50812,257.7532,0.9228451,180.94649,275.3018,0.9745737,181.8398,316.99997,0.7996639,191.31519,333.60583,0.6341976,320.76785,173.71172,0.6902947,267.15295,299.14447,0.6515558,207.32123,187.9358,0.82093775,155.16228,301.42654,0.93171614
5,255.85612,172.161,0.9077491,256.22745,184.32594,0.90569633,204.26828,226.38905,0.9341919,188.65959,257.6615,0.9354637,180.42531,274.5512,0.93828976,181.28554,315.9771,0.7589852,191.7394,331.4884,0.5277719,321.6783,176.23134,0.6745705,266.84982,298.8237,0.58679634,207.43631,187.8743,0.8278865,155.56062,300.73032,0.92538744
6,255.31247,172.55194,0.9016014,255.9967,184.6848,0.87811947,203.64845,227.09215,0.9255437,187.66238,258.80853,0.96512395,178.85396,275.84164,1.0,180.83882,314.92975,0.7765962,189.67177,329.00256,0.5290795,321.7115,176.26186,0.6770385,264.16016,296.81012,0.7018519,207.55716,188.03743,0.8258247,155.20888,300.42322,0.9346437
7,255.39009,172.41316,0.9067038,255.90297,184.72603,0.88650227,203.44508,226.79066,0.92540365,187.36945,258.6683,0.9462827,178.14886,275.77695,1.0,180.23753,314.56644,0.747509,189.3122,328.7012,0.51090324,320.3437,173.6879,0.6920558,262.76535,296.04373,0.67591476,207.6145,187.89519,0.8403366,155.04579,300.37534,0.92652905
