scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,222.68497,238.90858,0.9301977,225.34512,253.5974,0.89325684,182.2213,324.9818,1.0,165.85104,364.76505,0.828684,163.25581,386.63068,0.8744855,159.47177,433.9466,0.94471616,170.1663,450.30637,0.90743464,291.04587,248.36714,0.78135455,251.82771,402.5652,0.759783,173.20308,250.03929,0.9004059,136.27232,400.79584,0.7495121
1,220.86186,243.45625,1.0,223.00256,257.62558,0.92532235,181.68674,330.26248,0.89935917,165.77339,372.10944,0.81683725,163.1697,391.81012,0.86334574,161.33736,430.60623,0.85682344,172.30945,445.09073,0.90749204,288.67877,249.88107,0.75617343,253.60547,399.6468,0.6649873,176.5833,253.2579,0.8761947,134.93805,399.51926,0.81705445
2,220.79184,243.41801,1.0,223.034,257.45328,0.9184848,181.09842,330.85147,0.8988897,164.25284,372.68283,0.8232395,161.50989,392.1536,0.86937034,160.99875,429.69904,0.85692793,172.34206,444.21222,0.91464424,288.8641,249.66762,0.7361821,253.73555,399.00644,0.7043385,176.36998,253.28508,0.8907207,135.1711,400.0846,0.8330905
3,221.36362,243.08252,1.0,223.42787,257.3154,0.9276469,180.99663,330.45108,0.90376794,164.28648,371.89713,0.8308858,161.53458,391.74622,0.89663714,160.15393,429.0283,0.8311613,170.97649,442.72568,0.85287535,288.739,249.7421,0.7612975,250.76833,399.96738,0.7067595,176.50575,252.96362,0.88389605,135.00839,400.05545,0.811009
4,221.48457,243.06493,0.9999502,223.35762,257.29816,0.8974097,180.84425,329.63025,0.91990864,163.57877,370.41956,0.8703558,161.22052,390.54135,0.9411095,162.86487,429.93033,0.8782053,173.47519,446.22467,0.9226811,289.3312,249.76082,0.7609263,250.31345,399.51,0.6520007,176.57358,252.40196,0.89003426,135.03946,400.3605,0.82955086
5,221.24318,242.75642,0.99107397,223.29245,257.11157,0.89379466,180.56262,329.42984,0.9542128,163.04247,369.98965,0.84144497,161.08081,390.07455,0.92508787,161.83087,428.36252,0.90289897,170.46945,441.7859,0.90558016,288.95078,249.55348,0.7764895,248.66557,399.8267,0.6553472,176.47565,251.74086,0.8950237,135.19986,400.7191,0.83546174
6,221.23416,242.6294,0.9782851,223.31589,256.9804,0.87505245,180.37128,328.90472,0.97009057,162.8236,366.5318,0.9049014,160.58029,390.18372,0.96521336,161.85423,427.5995,0.9234357,172.15991,444.4611,0.9436692,289.2266,249.6544,0.7708401,248.98256,399.5612,0.6221173,176.38089,252.02896,0.9006394,135.0076,401.57974,0.85700196
7,220.9342,242.5028,0.99207705,224.84819,256.2338,0.87833464,180.23595,328.58566,0.97870886,162.4826,368.6768,0.92136574,160.4938,390.3833,1.0,161.45062,428.55457,0.96695316,173.17926,442.2761,0.9103949,288.85574,249.71521,0.7680366,247.59413,399.5869,0.6764399,175.95076,251.22598,0.8970155,134.56165,401.06207,0.8619335
