scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
8,396.76822,119.8489,0.27653852,402.35068,128.91348,0.2286517,421.05988,139.58064,0.41501874,434.04306,172.53218,0.6995346,444.13095,198.05354,0.69247776,441.42352,223.44731,0.3679349,434.0877,235.1448,0.349036,414.68475,125.88412,0.4351818,452.52667,221.4069,0.39525884,366.60693,139.1188,0.29464626,412.04773,302.05078,0.26356843
9,397.53256,121.156235,0.29555377,403.82678,130.7589,0.23763391,421.73306,140.66823,0.39891326,434.628,172.67757,0.68656224,445.05026,197.85603,0.68216723,441.69724,223.36844,0.38972974,435.2789,235.52457,0.3629834,415.31833,127.07963,0.4417258,453.83276,218.7885,0.42123425,366.6931,143.67174,0.4589105,412.36578,302.26236,0.26402554
10,397.20822,120.95372,0.33817467,403.25977,130.65747,0.27803513,422.1574,140.74655,0.4055936,434.01495,172.78635,0.66320103,444.7793,197.72794,0.6980735,441.2223,224.13148,0.3954016,433.99048,235.76123,0.41983944,415.424,127.02605,0.45413685,453.7307,220.77766,0.45672172,367.7045,144.96309,0.42686674,412.9547,302.8235,0.22851624
11,397.9162,119.57677,0.39359212,403.53085,128.73721,0.29804733,423.2526,146.72134,0.39226982,434.57928,172.4067,0.6822384,445.49747,198.84094,0.7313312,441.28513,225.56003,0.37360546,428.75705,241.41615,0.43738654,415.50702,126.617935,0.45790532,454.6171,223.0929,0.388376,368.16248,143.26825,0.37826473,412.82666,302.7562,0.23084228
12,397.94714,115.25308,0.28532836,397.35156,121.83046,0.2087106,427.30072,148.15927,0.32546458,436.34634,173.0105,0.67777765,445.89407,200.5664,0.6173083,444.51126,227.00546,0.31528634,436.24802,238.53462,0.3461709,411.97748,122.6521,0.3676089,453.04434,225.0509,0.4053134,366.9422,136.6858,0.26195747,413.4487,303.89294,0.18088491
13,390.61102,115.6834,0.26335606,393.83154,129.07323,0.19242515,427.0547,151.6019,0.41047823,443.14728,184.04282,0.5963148,445.91214,208.28311,0.5864222,443.22443,238.60413,0.34273204,436.32755,249.72063,0.23497626,405.92303,119.82602,0.3673857,451.14447,232.83914,0.41364992,368.89987,125.33478,0.27609435,357.91772,313.6598,0.2076166
14,396.8363,116.190475,0.30386654,400.16647,126.75192,0.2954928,429.77155,161.78679,0.5212054,447.10876,193.59593,0.57463866,448.29224,218.81302,0.5766085,264.0788,164.95627,0.19029857,436.35675,253.53894,0.2010185,412.97025,123.463425,0.50198203,454.72293,241.9534,0.29926044,370.60138,127.80135,0.25500393,363.7064,155.79936,0.19627671
15,398.2254,123.706154,0.40233076,400.3255,132.33972,0.360153,432.9263,165.5183,0.55401003,449.71112,200.15895,0.61401457,450.9829,221.83798,0.5928103,447.76633,246.32758,0.22267437,438.58963,253.51222,0.28492734,417.59692,132.40395,0.38368553,455.29425,246.59972,0.35346398,373.17313,145.9925,0.2689493,436.4318,242.67967,0.17088239
16,399.77127,123.96134,0.32274342,400.75516,131.5287,0.3154082,432.81387,164.47878,0.47561538,449.54916,195.7523,0.6389889,452.0004,219.53693,0.6458473,448.87427,244.80293,0.2637818,439.84918,252.7101,0.28808394,418.48987,131.56985,0.41845396,460.0974,241.38165,0.38605723,375.5195,135.61949,0.19977655,443.3004,530.66046,0.29464114
17,400.2916,124.02602,0.3156465,401.94812,131.72765,0.3197209,433.28894,163.5515,0.4632038,451.0684,194.88133,0.59567237,452.19983,218.76625,0.6395062,449.03748,244.23567,0.24581672,439.5386,252.73993,0.25899974,418.7789,131.62495,0.42683443,460.14444,241.04678,0.36833838,262.60266,121.872025,0.2322393,443.97382,531.13837,0.24122657
18,391.78256,125.30176,0.29678193,399.50888,130.25586,0.32163858,433.21338,164.18321,0.47412863,447.33502,199.08432,0.60962576,451.82477,220.11671,0.60682315,449.2701,244.78595,0.2678114,439.9301,253.59483,0.29900444,418.5265,131.65141,0.4011787,460.1004,241.1859,0.37091854,372.93335,144.77765,0.19458131,443.79565,534.25146,0.23762314
19,393.0172,126.205734,0.3023032,399.64694,129.82315,0.32440197,432.63666,165.39897,0.48129022,449.3452,196.10661,0.59946656,451.47888,219.43866,0.5426333,447.89447,242.61359,0.30915546,439.90598,254.10722,0.3334123,418.65726,131.50043,0.44391456,459.91583,240.18086,0.40455624,373.66223,146.43004,0.20184867,284.17584,502.50558,0.2243842
20,397.97504,123.19393,0.32418314,399.39044,130.14313,0.35597733,432.6398,166.06758,0.48893315,447.04153,196.93532,0.6405364,450.9529,219.9727,0.60211056,447.27377,244.61702,0.30364686,438.55286,255.71785,0.30315217,419.04282,131.52086,0.46630695,459.83435,242.08228,0.39161542,373.8239,146.70036,0.19071949,445.40134,536.6808,0.21360083
21,397.72137,124.00342,0.31176707,399.34818,130.7671,0.33699137,424.26776,165.01382,0.45946428,446.5141,197.10602,0.6168561,451.08136,220.31937,0.6064121,448.35712,243.52475,0.28342053,438.75858,254.72032,0.2831356,418.74347,132.15985,0.46562675,460.4754,241.80244,0.37955222,372.49167,141.64197,0.20147336,368.56665,159.4883,0.1648953
22,392.55124,127.306274,0.32249716,399.0414,130.75594,0.3370275,423.5303,163.7179,0.471804,447.15088,194.45297,0.6150308,451.47318,217.9622,0.5986206,449.8304,244.24081,0.28831065,437.8041,253.79457,0.31829602,418.37933,131.78117,0.43725944,460.23282,241.23517,0.3934151,371.53293,152.84581,0.22269161,280.65286,495.50534,0.19148524
23,393.18683,127.65769,0.33313373,400.14096,131.37936,0.3346619,423.3341,162.81372,0.4608439,448.41016,193.42496,0.60809463,450.13593,215.75616,0.63007176,448.94186,243.4864,0.30408114,436.58826,252.90091,0.29836413,418.36783,131.8618,0.41678163,456.14822,244.33368,0.40556988,372.22028,143.08228,0.2430711,365.84235,158.66217,0.23347165
24,392.93057,128.04767,0.34315258,399.71704,131.0639,0.33166152,424.55695,163.00371,0.46287695,447.9219,192.91812,0.6288202,449.1838,214.94641,0.62380856,449.39615,241.79364,0.36169112,437.64114,252.56119,0.35456488,417.8283,132.09966,0.41728285,457.02457,241.82964,0.47212332,372.02374,143.78302,0.23039971,365.67325,171.70012,0.2066358
25,393.74088,128.49153,0.32222983,400.6129,131.51108,0.30422616,430.83472,164.18721,0.4340437,448.49716,192.7451,0.6025148,450.06445,215.2317,0.6315665,450.00446,240.869,0.41568667,438.28226,251.83395,0.39902252,417.88138,131.96753,0.41487157,457.1139,240.47545,0.46266815,372.31757,143.30356,0.2465572,365.48782,159.13765,0.22613782
26,394.2249,128.75958,0.35068545,400.8395,132.42908,0.32368746,423.9165,162.12236,0.39097777,447.82465,191.64355,0.55465925,450.4065,214.27533,0.6908423,448.1909,240.3632,0.3878809,437.5633,250.39961,0.35642627,416.92883,131.63374,0.41401958,458.75836,235.61276,0.39933097,372.1963,143.6543,0.2626937,366.0648,159.13441,0.19303805
27,395.29156,128.80278,0.35873786,403.07196,133.41542,0.31877205,422.03067,160.38318,0.36718133,444.76297,186.35205,0.61871547,449.93222,212.11038,0.81348336,449.31244,238.63852,0.35446644,357.26242,525.42,0.31228542,296.85565,132.34634,0.43914527,457.3052,233.9946,0.45928562,371.3813,142.33192,0.2652596,364.2897,158.52675,0.23612225
28,393.8897,128.27672,0.3577884,402.14627,132.39919,0.30230275,413.09247,152.68785,0.3555235,442.4685,184.37985,0.5585262,448.63846,209.77455,0.73161554,450.20566,236.52927,0.34497184,439.35522,248.54927,0.31205726,297.08325,130.66519,0.42395896,455.87796,231.86856,0.48061582,371.37274,142.7405,0.24769601,364.7666,159.24716,0.21539667
29,394.4468,127.95358,0.33319578,402.60593,132.58145,0.2857124,424.82462,152.38756,0.36886805,433.76035,176.73102,0.5287042,448.91635,208.38986,0.6583107,449.51974,234.15352,0.3219566,441.80927,245.2709,0.30465844,297.64127,129.90428,0.39167634,455.40503,230.62773,0.4246156,371.23035,143.73122,0.27663106,364.2199,158.56374,0.25160292
30,398.32782,123.08889,0.31047568,402.39032,131.94977,0.27654946,421.89163,149.02858,0.4175623,433.8884,172.0359,0.60273266,447.72302,199.49092,0.6657396,447.31244,227.22987,0.39389348,436.52335,236.75452,0.40557984,299.58826,129.67918,0.416886,458.3162,223.11575,0.40547457,372.05426,143.28064,0.24361525,364.92258,170.69197,0.2622413
31,398.4099,122.11832,0.3154797,402.8408,130.78973,0.27053446,421.3957,145.8439,0.43757394,445.38577,173.43431,0.553696,449.39536,194.92053,0.7690133,449.3893,219.96028,0.39471054,440.0796,232.18622,0.38360694,417.017,127.67065,0.43609866,455.53915,216.9312,0.4617804,372.11865,143.69276,0.2276326,365.9214,159.4677,0.23080193
32,398.64053,121.88408,0.30785328,403.11847,130.5908,0.22793542,420.5643,143.07225,0.44580284,438.13458,169.01268,0.5674932,449.43436,194.00298,0.7036545,450.18643,217.53645,0.3366275,444.69965,229.15982,0.39260146,417.27734,126.716324,0.42575014,457.0034,213.75247,0.41653088,372.8908,147.20691,0.24538776,366.44458,157.69756,0.2796327
33,399.61206,121.73157,0.2903197,402.66455,129.78275,0.195441,423.36588,137.43378,0.42113635,444.41638,169.11674,0.5784919,450.41052,194.38713,0.7300439,450.73096,218.63348,0.2866695,445.49518,230.28302,0.33582592,300.42508,129.17659,0.4070003,457.2861,214.56555,0.41631302,373.41406,145.69057,0.33851916,366.84528,156.1452,0.30258593
34,400.2331,121.99995,0.28078142,403.12836,129.88596,0.19734967,423.2835,138.03859,0.4016326,443.1463,169.12115,0.55523986,450.32135,194.23122,0.7198035,450.8174,218.60336,0.33390382,445.0099,230.03734,0.38475138,417.12503,125.807045,0.42269868,457.3739,214.6067,0.4247455,371.96698,145.3622,0.4088138,366.7096,156.12819,0.1781644
35,400.23126,121.22486,0.33347785,402.94324,129.1649,0.23002543,421.222,137.21034,0.39186198,438.32913,168.93971,0.5696975,449.79034,194.21396,0.74395835,450.4403,219.21614,0.36031368,444.39642,230.45609,0.39825177,416.97934,124.80663,0.48655596,456.77768,214.74557,0.44307452,373.487,144.8641,0.32642844,408.53384,317.32095,0.19783203
36,400.5246,118.08848,0.3687394,403.73572,128.67557,0.26897055,420.14432,137.89879,0.39184454,438.0532,168.84505,0.5531808,449.22937,193.8588,0.7634679,450.14047,220.28503,0.41002226,442.88254,231.45946,0.39787436,416.6105,125.00991,0.53387433,456.312,215.3431,0.49920854,375.20328,131.33182,0.28696972,367.31406,157.75365,0.20629434
37,404.07593,115.03071,0.23534164,402.48135,126.50782,0.19611736,270.41132,138.77449,0.3612958,437.7698,169.58298,0.5998828,447.47693,194.01987,0.74772376,447.93634,219.567,0.39754498,439.01602,232.1016,0.41176015,291.84503,130.43137,0.38416293,455.62677,215.7937,0.48234725,370.9194,128.13846,0.27244413,356.05496,316.14087,0.23516373
38,403.12335,112.150185,0.25217837,398.95923,117.731705,0.18200499,271.01675,138.48286,0.45622808,437.29083,169.47218,0.58805996,446.67166,193.02925,0.73177993,445.91418,220.16626,0.44116017,437.65662,232.19475,0.45043513,410.33035,118.04339,0.32082614,454.67395,215.98723,0.49779266,369.6144,124.5114,0.34265503,357.24094,315.77618,0.19206776
39,390.69525,111.744804,0.29659167,389.6514,116.51229,0.25194454,269.90125,136.89899,0.5119776,436.23874,169.19548,0.5983675,446.33316,194.1193,0.6836876,444.978,221.10101,0.42927277,436.48648,233.72705,0.4386763,405.19446,116.636505,0.41106462,453.3723,216.14967,0.50583273,368.51636,126.42086,0.25508565,357.3803,316.38422,0.20705067
40,390.2824,110.859665,0.22843742,390.05246,115.6688,0.2316032,270.16287,136.98962,0.5653387,435.68594,170.29729,0.60346115,445.90942,195.38652,0.71244013,440.64062,223.9893,0.405426,434.7133,234.3916,0.3742722,404.41354,117.024025,0.44445807,453.2299,218.22928,0.47556373,366.56207,117.42968,0.23310262,357.96063,316.2017,0.21777882
41,389.81866,111.52602,0.25347593,389.3312,116.96809,0.2428312,269.6962,138.1651,0.5273871,433.46054,172.52594,0.63223386,445.03882,196.69725,0.5700701,443.61334,227.06793,0.41753098,433.2134,240.56361,0.3752483,404.40213,118.36882,0.45198366,453.7024,220.91188,0.5149889,364.58914,127.32192,0.2116022,357.9589,316.30142,0.2300891
42,389.89,113.73721,0.3217713,391.54422,127.363884,0.21618262,423.97147,152.53957,0.47336757,436.58957,185.45909,0.6297038,445.23767,212.30461,0.5975617,442.6737,239.15584,0.2792533,436.09546,248.72975,0.262968,408.48602,122.08655,0.37299585,451.8405,233.4487,0.4153733,364.44565,135.26772,0.24043924,358.3454,316.39154,0.16604516
43,397.36844,122.171455,0.42414513,399.31763,131.13467,0.4021894,428.66327,164.5101,0.5031777,434.7615,192.81516,0.51117265,448.56558,224.29214,0.5502514,445.09982,252.16763,0.25347218,436.8108,257.90344,0.21801674,417.1623,132.0936,0.36439148,455.28104,249.23158,0.36226204,369.38742,152.04008,0.23090251,364.8841,171.36284,0.20065178
44,400.21555,124.29673,0.42575544,401.32056,134.18864,0.4489597,433.8013,165.95535,0.5282557,447.00864,196.26761,0.547372,450.45636,219.32777,0.6425091,449.56064,247.97998,0.34633178,442.33844,259.46393,0.29679447,302.8008,126.87399,0.39141062,458.34454,247.50406,0.42964885,375.77713,136.46265,0.17933045,433.23245,243.17395,0.164204
45,399.45642,124.49697,0.41340697,401.00507,136.16661,0.46835417,425.3573,164.95752,0.45608032,447.7988,196.23645,0.6013385,452.49066,219.92035,0.66903067,449.01334,245.92035,0.29557747,442.56512,257.4568,0.26431826,301.97647,128.89087,0.46502632,461.03027,242.98134,0.38291743,381.45212,127.65132,0.16668257,374.83176,171.65541,0.16845751
46,399.85623,125.1982,0.3340368,405.40897,132.24147,0.3106645,433.27673,163.69067,0.46163243,448.15964,199.19427,0.60821664,454.05792,221.01538,0.6412,449.24777,246.59784,0.2703615,442.2095,258.3701,0.28026456,299.65695,129.35562,0.44079474,461.69754,243.63142,0.3507295,381.54593,129.09312,0.17633419,434.76044,242.05328,0.16256678
47,400.3587,124.113754,0.2941575,401.71152,132.19965,0.27301395,433.06223,163.84972,0.45072028,447.27594,198.83893,0.6028458,452.7908,220.70149,0.61945045,449.38837,245.56326,0.24951184,442.4222,257.0123,0.2414286,299.51056,129.91682,0.41875383,461.23892,242.91469,0.34292358,377.55936,139.99799,0.21468373,435.21027,241.96367,0.1625499
48,398.18588,123.843346,0.38906962,399.97757,131.03363,0.34937048,432.39145,163.20908,0.48453268,448.62604,193.854,0.6140782,452.02734,218.41168,0.70218796,449.89035,243.07922,0.24041413,438.71228,254.32661,0.25592297,297.65262,131.32639,0.4082039,460.59976,241.75821,0.36881134,374.05856,148.10094,0.18859316,283.84567,502.1858,0.1702199
49,399.11404,124.3525,0.4116091,400.82104,132.57619,0.3786372,432.27316,162.31534,0.46958992,446.1209,188.55643,0.58676064,452.3756,217.25615,0.7181074,449.91266,241.88338,0.27130398,438.49774,253.33852,0.2648604,299.1642,131.39923,0.47101003,460.38205,239.91031,0.35890174,373.9248,147.7124,0.21028315,368.29355,160.26494,0.18425223
50,399.02505,124.15638,0.38634795,401.65186,132.01387,0.3502761,430.8287,162.36629,0.40564418,445.63766,188.0643,0.5976272,450.0679,214.06409,0.72052157,448.6492,241.57503,0.3596145,437.73447,253.85178,0.30255488,298.08124,130.61548,0.44050843,459.94492,239.72519,0.40871972,373.69626,147.60153,0.21200334,367.77728,160.54048,0.19950175
51,398.8602,124.65842,0.3860549,400.92322,132.29257,0.35507265,423.46713,161.0854,0.40984097,444.75354,186.39238,0.6001624,449.7539,212.00519,0.74412626,448.40503,239.82741,0.40143853,438.2858,252.71973,0.34969056,417.128,127.467125,0.42259565,459.58926,235.93619,0.41801715,373.53796,147.40453,0.21218917,366.2659,170.61697,0.21020854
52,398.27927,124.86012,0.39375556,400.96017,132.46085,0.36281547,422.71945,159.71758,0.37809974,445.36856,185.69841,0.5812076,449.8138,211.37312,0.76617724,447.8539,240.49422,0.34501463,437.11282,253.95364,0.31863976,298.62018,128.00029,0.43456465,459.37463,236.32556,0.4139705,372.476,147.64893,0.23746783,365.7734,170.18315,0.17417096
53,397.9447,124.89669,0.37697414,401.10974,132.94087,0.34527633,421.079,154.10715,0.36385432,443.3895,184.76007,0.6148212,449.47342,209.75885,0.78155804,449.77283,239.56104,0.3645221,435.50156,255.93544,0.32858565,298.7563,128.72646,0.5243357,458.46774,235.2726,0.42272404,372.16507,148.08427,0.24345015,366.02243,159.5061,0.21346787
54,398.71347,124.88371,0.3432473,401.70743,132.36244,0.31686813,420.73734,152.71759,0.37298828,435.1561,180.06451,0.5348642,448.5666,207.5172,0.68793577,448.6583,235.35129,0.3350616,439.0215,246.85155,0.3152213,300.00256,129.3287,0.5529805,456.96814,231.41197,0.39376733,371.02145,143.36588,0.24234506,363.98224,158.0089,0.24713989
55,397.68628,123.101074,0.29731426,402.26718,131.80888,0.28058332,425.5872,151.52806,0.34502912,432.38553,174.6174,0.5338594,446.72824,202.59587,0.70216024,444.98898,228.39491,0.2759955,436.26633,239.09729,0.34559414,300.1143,129.16876,0.47300196,458.62442,225.76498,0.3333995,370.80573,143.1415,0.25960076,364.09714,168.97653,0.22138257
56,397.43375,122.48892,0.31205368,401.76218,130.78865,0.28445128,422.5416,148.0731,0.39933768,433.5641,173.05966,0.614647,446.995,200.45842,0.68582165,445.66867,226.07202,0.3302124,436.85846,236.5521,0.41480538,300.3161,129.63249,0.4723274,455.6974,223.87918,0.3891042,368.05438,152.00763,0.29671064,362.07935,169.52707,0.2750268
57,397.44968,122.37166,0.32863355,402.16187,130.90358,0.3087736,422.24258,147.46228,0.4172058,435.56342,172.86407,0.64193416,447.3211,195.81856,0.63831705,445.79205,224.64757,0.37410492,437.7727,236.89279,0.47097263,416.6238,127.57725,0.45081332,454.95258,222.68933,0.40117007,370.22397,146.93379,0.2349124,363.16037,160.86537,0.24511921
58,397.97183,122.49061,0.3066514,402.7256,131.28163,0.25893247,422.71252,147.50662,0.415888,435.9709,173.35513,0.62403446,447.5984,201.05478,0.65281814,444.79114,225.45116,0.32519472,437.64496,237.65535,0.44306305,416.59357,127.37673,0.45955074,456.19098,224.62321,0.3876171,370.38562,146.87323,0.3378633,363.80017,158.90417,0.2036889
59,397.71127,122.17996,0.28248724,402.31805,130.53943,0.23863448,422.75534,147.29135,0.4120854,435.93723,173.17119,0.5959368,447.95285,201.3899,0.7049053,445.65762,224.40094,0.3609351,438.3487,235.95172,0.44809824,416.50488,127.21639,0.43993196,456.71194,223.9247,0.3900284,371.4811,145.27803,0.31825942,364.61423,158.40384,0.19116822
60,397.00192,122.34533,0.30913645,401.42264,130.34807,0.2721853,425.98145,150.76077,0.36830503,435.63837,174.36208,0.5861761,446.62646,201.66441,0.57403594,445.2128,227.76222,0.39406785,438.65524,239.33617,0.42146227,416.669,127.24835,0.43020776,456.37512,225.72603,0.38210204,371.62576,146.51085,0.3153374,365.22684,158.30504,0.17357789
61,397.14478,122.036224,0.32663268,401.18457,130.3666,0.26864102,430.0966,161.09486,0.393651,445.4407,187.68639,0.5769588,448.6125,211.46516,0.69013304,446.78946,241.2784,0.37978125,440.96582,255.20615,0.43903643,415.2065,125.46818,0.46036804,457.79984,235.92279,0.43107557,372.77686,146.37787,0.27165747,376.61816,331.12924,0.17854866
62,396.01175,121.98382,0.39565554,399.04,132.04512,0.37240288,431.57208,163.09514,0.4715747,447.95193,193.3139,0.56298476,450.596,215.9912,0.6178461,449.1419,243.61008,0.28665173,440.888,250.89502,0.3441237,300.12158,131.87276,0.41668424,460.12772,238.79047,0.4102181,373.02737,142.81577,0.16549873,369.6992,158.76204,0.23311129
