scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,294.38788,82.298904,0.12682462,421.50958,153.79402,0.1307348,395.3215,59.640106,0.30573604,444.24002,169.06062,0.4858572,446.65103,179.10152,0.4112276,451.7625,188.24722,0.23845802,437.5135,244.72498,0.24692476,302.40356,85.11512,0.33040085,452.62552,233.74655,0.44415858,267.3907,86.00867,0.55131644,229.49474,136.97537,0.29850176
1,294.71423,82.39443,0.12674138,422.05432,153.16719,0.10133394,395.79666,59.272224,0.2969745,443.83325,168.43153,0.47493115,446.4544,178.2432,0.4270148,451.7841,188.94794,0.26863602,435.7323,246.34485,0.28843918,302.60434,84.48584,0.34062445,452.80814,233.64644,0.47468933,267.33234,84.71163,0.59461266,300.64032,471.0581,0.313548
2,444.4537,155.8302,0.16210943,405.14703,145.55733,0.2230459,428.4739,149.50099,0.35573083,446.9353,166.96538,0.62954974,450.77036,180.70306,0.5117363,399.55682,296.1619,0.24894634,449.8197,220.65497,0.24989322,304.96494,83.487785,0.28043553,453.41547,231.12978,0.5107557,268.56976,80.51139,0.56903476,224.09064,138.18417,0.4911754
3,445.51846,155.67352,0.18165904,405.4781,145.31007,0.19557326,428.44116,148.05049,0.33397615,447.84766,167.47165,0.6060903,450.96634,180.47307,0.46193537,310.9201,114.72061,0.28115535,308.0754,123.60223,0.3055566,447.081,161.54189,0.2893041,452.92938,230.22955,0.50528836,268.34653,80.29625,0.5786745,223.77168,137.63623,0.485867
4,445.3161,154.1863,0.20388897,405.68985,145.03625,0.18397878,429.48285,147.24388,0.301666,446.9324,166.34853,0.58568966,450.28235,179.66795,0.47105327,401.92303,301.73703,0.26440066,328.40186,514.0015,0.27370524,447.71683,160.56532,0.32498017,452.9632,228.53012,0.46514872,269.11465,80.8782,0.5962052,223.40009,137.88725,0.5265337
5,408.88718,132.40488,0.15894048,405.83664,146.67697,0.21446382,430.0997,147.26335,0.32669622,444.8796,161.43976,0.5687121,450.0428,171.85504,0.44589743,402.4628,300.88657,0.30473062,450.7718,215.83514,0.32585424,445.71292,160.04312,0.35698077,455.52322,170.62523,0.41117853,270.3558,82.254745,0.61322457,223.7305,137.73401,0.5412376
6,414.17575,136.61803,0.28320432,413.32404,151.74887,0.3081235,428.87875,148.494,0.41002336,446.90384,163.3209,0.5166487,457.02957,198.95087,0.35090688,402.55106,302.25726,0.28355777,307.1561,124.34502,0.29042313,443.92993,155.42245,0.39274234,416.14566,262.9247,0.39854062,270.07462,83.25967,0.6165901,224.06335,138.24582,0.47904405
7,413.17673,135.56673,0.33560646,414.49817,148.74596,0.3406604,433.38696,142.64803,0.5066855,447.72147,158.7803,0.5438686,450.2959,166.28123,0.32829604,406.35294,293.92914,0.30423003,451.68307,204.05109,0.30759287,439.62448,150.29355,0.40126887,418.53647,260.24374,0.40655315,271.39392,82.59733,0.6451845,224.15868,138.52873,0.49195352
