scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,385.44897,191.57022,0.85389286,383.99307,205.38797,0.7954743,432.82074,237.82974,0.7681175,440.6569,270.2766,0.89388996,447.62512,285.62512,0.81333,444.86023,323.70813,0.7669259,440.75916,338.9003,0.63410383,424.3854,206.43721,0.8894966,468.56635,319.21475,0.8956692,312.5534,200.175,0.85070914,358.5126,319.75653,0.84756464
1,385.1285,190.77779,0.8834666,383.95496,205.0005,0.77078253,432.34415,237.78957,0.7722786,439.48795,270.05923,0.8981711,445.81543,286.97537,0.7699021,444.17258,322.93073,0.6673201,443.9439,337.2471,0.5092936,424.67636,205.7824,0.91638815,468.80078,318.98648,0.90949035,312.00793,199.3144,0.8637519,359.5413,319.10626,0.84047204
2,384.66592,190.81184,0.8818694,383.59683,205.17828,0.78184223,431.96866,237.88113,0.76977843,439.36884,270.25677,0.8822144,446.29037,284.95007,0.7825004,443.52646,322.84775,0.6504234,439.10858,337.09888,0.49435827,424.64764,206.07423,0.90282786,468.73898,319.54346,0.88801146,311.89948,199.52734,0.85750234,359.04868,320.4964,0.8670174
3,384.60977,190.96497,0.87246096,383.57635,205.40857,0.7911141,431.98706,237.87273,0.76690245,439.39413,270.27505,0.89848024,446.2386,285.01404,0.7781931,443.5394,322.99533,0.63018435,438.932,337.18323,0.47409505,424.59573,205.99461,0.88727206,468.97772,319.84192,0.8851191,311.92798,199.60802,0.85283685,359.00986,320.6269,0.84911126
4,384.6232,190.7346,0.8842042,383.84506,205.52936,0.80206525,432.0084,238.12215,0.7767122,439.67563,270.5105,0.9000093,446.0077,284.8966,0.78365654,442.8543,322.36795,0.6398011,434.50772,335.25897,0.5214721,424.22885,205.95908,0.8999578,468.91306,319.55313,0.8977629,312.1147,200.02814,0.8456933,358.65616,319.54028,0.8432119
5,384.66107,190.87083,0.87823856,383.73395,205.76349,0.7980937,431.7994,238.20714,0.7720099,439.29916,270.81094,0.87441903,445.5843,285.0028,0.7888116,443.02768,323.0682,0.6201909,433.70706,335.49435,0.5003306,424.325,205.85915,0.89728814,469.0159,318.26794,0.883738,311.82697,199.96275,0.865565,359.1638,320.6231,0.8935998
6,384.4676,190.90929,0.87832505,383.5118,205.59589,0.79880494,431.87946,238.23695,0.76682013,438.88162,270.56308,0.8876754,445.96783,285.15012,0.78939265,443.56628,323.58362,0.6412268,437.6986,337.88272,0.51016265,424.0095,205.75868,0.8953772,468.51984,319.55203,0.90436083,311.67975,199.54338,0.8694917,358.79132,320.7776,0.8870297
7,384.34213,190.84714,0.8644333,383.48758,205.70053,0.7872232,431.27875,238.42967,0.7493201,438.95203,270.6951,0.8905493,445.82742,285.17725,0.78668225,443.3023,323.4004,0.6473992,437.83496,337.7975,0.5347468,423.80515,205.54332,0.9022379,468.26923,319.51932,0.90027153,311.25378,199.71231,0.86521864,358.21927,319.98242,0.87712145
