scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,344.88284,181.20973,0.8616787,344.8269,196.4154,0.8592747,385.96658,209.6113,0.75166225,402.0288,229.15096,0.7935001,408.0696,243.60547,0.77941835,414.85855,276.86932,0.68088114,412.5703,294.02728,0.87033385,391.98135,207.5199,0.6752703,441.62137,276.44217,0.36482966,274.97086,203.48042,0.8757338,345.42694,274.958,0.56815654
1,345.4174,181.78348,0.8552889,345.08,197.14615,0.87124616,385.45892,210.18637,0.7573834,402.41074,229.74336,0.8186667,409.23218,243.74944,0.79937416,416.01865,275.54437,0.6807558,413.5876,292.588,0.87258464,392.79068,207.72154,0.6876292,438.64554,274.40228,0.36056218,274.77963,203.82036,0.9070366,345.7437,275.2543,0.62611336
2,345.6213,181.58934,0.84777313,345.36475,197.25185,0.8747244,385.71222,210.35797,0.76212454,402.7042,230.38321,0.8176007,409.43945,244.3846,0.78923017,416.20337,276.22205,0.6603738,413.57013,293.27588,0.85904384,393.03552,207.54657,0.70205534,441.24496,275.73785,0.3333657,274.6968,203.4215,0.8761823,346.7732,275.5973,0.6178594
3,345.60175,181.65848,0.85992724,345.15997,197.09988,0.8821601,385.47153,210.36559,0.7715969,402.51178,230.48065,0.8059261,409.28555,244.33351,0.78811187,415.78668,276.10742,0.6579278,413.0749,293.54886,0.8387996,392.89578,207.453,0.7031119,438.92062,274.61874,0.34792483,275.10333,203.18344,0.869921,344.85052,275.9378,0.66352713
4,345.80972,182.01456,0.84633344,345.5245,197.56424,0.8672481,385.5209,210.68031,0.76399857,403.04388,230.99162,0.7865317,409.63406,244.50935,0.76950777,416.01907,276.4926,0.6709623,413.21628,293.6479,0.8489545,393.03137,208.01881,0.70780736,441.14847,275.31702,0.3515466,275.0385,203.5113,0.87790835,345.1069,277.03317,0.6627591
5,345.85007,182.08792,0.83866614,345.5662,197.6985,0.8591403,385.5256,210.62732,0.77422225,402.64218,230.85065,0.7958513,409.27393,244.41214,0.7850957,415.74832,276.38406,0.70305294,413.17612,294.6934,0.847007,392.68658,207.58817,0.71143544,441.0781,275.3894,0.36659825,274.81366,203.48999,0.8763366,345.28052,278.55524,0.67797774
6,345.9229,181.92564,0.8394128,345.76053,197.6807,0.86661214,385.74307,210.9182,0.77113456,403.01062,231.30588,0.77755016,411.50412,245.93288,0.7654501,415.63382,276.57178,0.6588448,413.03503,294.65924,0.8209066,392.68954,207.74568,0.7254386,440.82114,276.19965,0.35572228,274.90305,203.38802,0.8806402,345.4462,278.04297,0.66561997
7,345.5577,182.98915,0.8429658,345.382,197.61487,0.85864425,385.76816,211.1198,0.79555565,402.7242,231.56627,0.7820908,409.15927,245.42976,0.7799155,415.7126,276.96393,0.65291834,413.23532,295.39612,0.83361,392.33743,207.12775,0.7355025,441.06552,276.43002,0.34396523,274.62018,203.40187,0.8730033,346.0441,277.2405,0.7072315
