scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,258.02472,207.47507,1.0,257.1585,225.94933,1.0,216.024,272.04996,0.77956694,195.30748,303.1504,1.0,189.54924,321.5405,1.0,184.7704,361.5239,0.8302594,188.17996,376.6837,0.9422724,324.55078,225.49118,0.803983,252.21263,346.98587,0.80945057,206.74063,225.30214,0.89166707,151.66049,337.34744,0.7735115
1,258.04395,207.84715,1.0,257.3047,226.11288,1.0,216.03093,272.16748,0.79177004,196.37555,300.78064,1.0,190.61116,322.48218,1.0,184.96887,360.25668,0.8438052,191.11505,379.87897,1.0,323.96588,225.6051,0.80487823,255.11972,347.56866,0.775241,206.66916,225.22267,0.87808174,152.03282,339.9917,0.76349866
2,257.69235,208.24579,1.0,256.82874,226.75221,1.0,215.83238,272.53586,0.8056916,195.8435,301.46756,1.0,190.22873,323.18143,1.0,185.47289,361.3851,0.86070013,191.6003,381.05496,1.0,324.02994,225.5105,0.8070954,255.05862,347.59216,0.776384,206.59604,225.13351,0.8851657,152.14558,340.34726,0.76576465
3,257.57312,208.38689,1.0,256.7518,226.77718,1.0,215.70174,272.6376,0.81258595,195.90169,301.6718,1.0,190.28992,323.22537,1.0,186.21588,362.08612,0.8656021,192.527,381.7403,1.0,324.19928,225.56679,0.81353027,254.59872,347.78677,0.7925634,206.5007,225.19968,0.87814415,152.08124,340.81372,0.7775181
4,257.41437,208.46002,1.0,256.66953,226.96466,1.0,215.71622,272.79294,0.8173531,196.07918,301.79156,1.0,190.69568,323.30603,1.0,186.08212,360.9111,0.8839056,192.19627,380.9403,1.0,324.5794,225.58086,0.7998763,254.89098,347.9265,0.7801656,208.05331,226.07918,0.8818108,152.16708,341.08548,0.7684312
5,257.3214,208.30206,1.0,256.63922,226.83557,1.0,215.81686,272.88452,0.8177293,196.04108,301.97733,1.0,190.51714,323.86008,1.0,186.91504,361.57736,0.88489056,192.92174,381.07254,1.0,324.6119,225.65216,0.8125822,255.63065,347.4847,0.75891757,206.43335,225.09247,0.8843239,152.12364,341.33463,0.7824839
6,257.51117,208.217,1.0,256.94223,227.04723,1.0,215.45477,273.03677,0.8286263,195.83777,302.5432,1.0,190.45981,324.18805,1.0,186.47244,361.2492,0.904944,192.48148,381.37195,1.0,324.52158,225.5832,0.81999165,255.12445,348.07217,0.76237565,208.26158,225.82175,0.88971835,150.8025,341.20996,0.777587
7,257.8343,207.97363,1.0,257.17798,226.78784,1.0,215.55685,273.14252,0.828095,196.00504,302.58258,1.0,190.6915,324.06372,1.0,186.14592,360.79034,0.89722395,191.7195,380.8595,1.0,324.4308,225.9208,0.8249644,255.28151,348.22906,0.7630083,208.05902,225.68542,0.8887528,150.65532,341.26224,0.7848246
