scorer,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topleft2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,244.4102,256.98743,0.86885947,245.5355,265.95288,1.0,531.44574,551.17206,0.3773441,518.6104,583.0266,0.37653482,514.5087,595.65594,0.3684535,272.67355,300.26785,0.17760655,279.02835,309.34717,0.21554221,306.0264,280.95102,0.79751986,443.9638,27.142939,0.15854655,197.08426,255.42656,0.91750526,186.07983,256.99326,0.19306047
1,243.75505,256.4906,0.8679804,245.01651,266.1234,1.0,531.04297,551.23145,0.3511707,519.6005,582.9514,0.33566397,515.04205,595.22705,0.3132243,265.6383,315.81757,0.41201028,269.01123,326.18903,0.5357975,306.76553,279.90512,0.8441023,307.46658,276.7263,0.15767117,196.56465,253.07793,0.94224817,185.8304,257.5927,0.16361542
2,244.82016,256.26266,0.8804411,245.4015,265.6165,1.0,531.3067,551.31213,0.33135143,519.9894,582.6465,0.31516573,515.5223,594.91003,0.2840092,266.07385,314.77875,0.32595453,268.63306,323.86188,0.46599823,307.19733,280.23495,0.83302534,307.80527,276.94638,0.16708766,197.18996,252.54355,0.9444596,111.79045,335.1455,0.14630155
3,245.13301,256.08823,0.8924749,245.79102,265.4125,1.0,531.20703,551.3744,0.3469965,519.7375,582.83606,0.30978248,515.24084,595.43256,0.2805345,267.03064,314.46088,0.32196823,269.7958,323.18756,0.47362855,307.05414,279.62802,0.84455913,307.66418,276.77753,0.16957647,196.95946,253.0582,0.9345806,110.995125,341.3562,0.1449222
4,244.74185,255.59113,0.911111,245.39677,265.01215,1.0,531.29034,551.4974,0.34222087,519.662,583.0012,0.30597904,515.042,595.68475,0.28434578,264.88202,313.38934,0.31361306,129.27393,361.35974,0.49192613,306.9117,279.36493,0.84008443,307.90707,276.65482,0.1808506,197.09218,252.8674,0.9400631,111.89282,341.71838,0.17376783
5,243.86609,255.2663,0.9374399,244.9511,264.93942,1.0,531.13336,551.45654,0.32629237,520.21594,582.9205,0.30054602,515.5595,595.15234,0.28249976,258.87762,312.23862,0.3057199,128.03447,360.8398,0.5063874,305.8737,277.65976,0.8118969,307.66946,276.62607,0.1926596,196.1859,251.42297,0.95896626,111.1147,341.27817,0.18505359
6,243.87512,255.05043,0.92848104,244.62918,264.864,1.0,531.1003,551.62616,0.3178267,520.2038,582.72125,0.294103,123.60341,348.97318,0.29199117,125.476425,353.36942,0.3571792,129.10358,364.68173,0.53444487,305.34973,276.69424,0.8103956,307.32355,276.36642,0.18473618,197.29099,249.31578,0.98016435,110.82899,341.656,0.23381463
7,244.24324,254.90312,0.92042804,244.95067,264.98657,1.0,531.21814,551.16736,0.32285252,520.03107,582.55414,0.3127396,515.45447,594.9957,0.2920295,123.630745,351.11728,0.35801852,127.16894,363.71252,0.60438114,305.68985,276.38495,0.79811436,307.48898,276.09616,0.17145994,197.49759,248.32173,0.97097045,111.316475,335.1845,0.16797963
