scorer,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,349.1712,178.78923,0.8382167,348.00153,193.27975,0.8923876,373.79785,213.5449,0.91461796,374.6511,234.95045,0.8983815,377.9149,252.0141,0.7706716,379.55585,289.78046,0.6728591,376.49844,308.9524,0.80400807,390.93707,210.64651,0.6961158,413.5562,298.62738,0.5183984,276.79837,185.48178,0.82443684,301.75922,287.87482,0.7298251
1,347.97784,177.42265,0.81913126,346.12665,190.9976,0.87498754,372.34494,210.63101,0.86311454,378.25772,230.34433,0.80601555,381.2737,246.13492,0.78516966,376.62216,287.1708,0.48518,373.53156,301.85043,0.75324047,389.12,212.79578,0.60886693,412.34546,291.25623,0.563326,275.77972,185.39482,0.83352643,300.89062,282.24005,0.6248748
2,349.36612,178.91237,0.8583655,347.75363,193.85947,0.9022555,371.94638,212.41383,0.8777675,377.4637,231.51764,0.76197845,379.97577,246.15033,0.73958373,375.98993,285.87973,0.53276753,372.91367,300.77548,0.75726146,389.40906,214.31456,0.5929615,413.53372,291.10544,0.580917,277.02936,187.31042,0.8698964,301.01926,282.30887,0.5819706
3,350.7183,179.10121,0.8539517,348.86752,194.22765,0.90474635,371.59183,212.33034,0.8642774,377.124,231.35948,0.71878284,379.06882,246.00926,0.71136945,375.6609,286.4956,0.5212775,374.3925,302.1432,0.7846854,390.4702,215.43475,0.5800634,411.71863,292.0842,0.57430637,278.07303,187.14328,0.8992838,298.90973,283.42874,0.54524446
4,351.89865,178.76402,0.88102156,349.99368,193.60898,0.95408994,372.04907,212.55894,0.8655516,376.08762,232.20612,0.7433156,378.6452,247.28545,0.7017196,375.4406,282.69635,0.5047416,374.7378,303.29916,0.7338018,391.03043,214.6351,0.60615116,413.83975,296.15674,0.50765705,279.94482,185.46136,0.86446863,299.95193,282.10995,0.56344736
5,353.3798,179.26434,0.8654977,351.6854,194.43176,0.93027544,371.88626,212.56972,0.8784248,375.52536,232.56085,0.75288266,378.19614,247.7926,0.68893975,375.2435,283.07126,0.5052862,373.37103,303.56165,0.72746557,391.6214,215.1168,0.58222795,413.73483,297.38397,0.49507073,279.72684,184.88608,0.879873,299.64062,282.03214,0.5944179
6,353.60272,178.95483,0.85623235,351.96558,194.229,0.91730607,372.67365,211.7801,0.86769104,376.2196,231.77132,0.7523355,379.3353,246.51485,0.72140735,376.71115,286.05927,0.49777368,374.30746,302.93094,0.7460694,392.20242,214.39331,0.60320604,413.7364,297.26376,0.5088833,280.36435,184.6724,0.8752287,299.90982,281.074,0.5842112
7,353.41788,178.76971,0.8633097,351.56622,193.88272,0.91561276,373.12192,211.4915,0.84898835,377.03238,231.25368,0.7374541,380.00244,245.74643,0.7203202,379.7807,282.98254,0.5125656,374.59418,302.23727,0.74704,391.93277,212.8375,0.6304956,413.47296,299.9736,0.46104875,279.79773,184.41356,0.87062556,299.21024,281.17526,0.5871664
