scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
8,366.21896,182.93889,0.94829035,365.40363,200.52277,1.0,395.08804,248.22165,0.8453247,396.05182,281.03033,0.97791773,395.65625,299.27423,0.77920705,385.36774,349.11633,0.5903009,381.84286,365.78656,0.6644258,411.57025,203.1896,0.82353735,426.88153,323.9815,0.72426444,295.87393,188.49469,0.838254,315.3456,318.70142,0.64293736
9,364.93262,182.99413,0.95163894,364.13333,200.27473,1.0,393.61063,247.81334,0.81487346,395.03775,281.57034,0.93661964,394.3052,299.25534,0.8556126,384.57938,349.69098,0.5684368,380.49298,366.02527,0.6567596,410.11423,203.22177,0.8603651,427.8271,324.22778,0.7854754,293.54355,188.74348,0.8922284,315.354,320.0122,0.64418024
10,363.81207,183.18752,0.9299437,363.2495,200.34724,1.0,392.1789,247.50728,0.7577902,394.827,279.51117,0.915021,393.56326,299.4323,0.85661805,384.88492,349.64218,0.5324158,381.36948,366.25583,0.6354911,408.88055,202.70828,0.8785156,427.65982,323.52325,0.7881413,292.5748,188.55916,0.90531886,315.98376,319.84253,0.66217256
11,362.8509,182.7642,0.9157264,362.55548,200.05948,1.0,391.69955,246.14705,0.7844994,394.57364,278.63528,0.91965735,393.3858,298.76614,0.88353884,385.7947,357.11108,0.5334435,380.43082,369.6796,0.58521116,408.03406,202.83633,0.8828005,428.45508,323.03986,0.8185136,291.65894,188.01094,0.9303853,316.1764,319.21576,0.6742505
12,366.07407,180.37276,0.92707866,362.24512,198.34749,1.0,392.52234,245.48563,0.83891964,395.1239,279.80664,0.9591339,394.8466,298.32394,0.8468057,390.5868,344.60202,0.49710545,381.47165,369.48782,0.60270524,406.6412,202.42049,0.88318855,429.6365,321.15076,0.8345714,291.7531,187.44897,0.9098957,316.24973,316.94315,0.6217111
13,365.6193,179.34657,0.94265854,362.1806,197.44296,1.0,393.27295,242.64052,0.7548883,396.32843,277.66376,0.9618939,396.26813,295.8952,0.80727965,391.88678,344.2518,0.52103233,382.8697,366.96405,0.6025964,406.53018,201.34534,0.9237889,429.7894,321.71027,0.7714483,291.78415,186.65097,0.9127084,317.82166,315.5196,0.6549282
14,365.8329,178.20497,0.96676904,362.65598,196.52515,1.0,394.069,237.76541,0.6846568,398.4096,271.1009,0.88303405,400.16904,289.29956,0.7790195,391.3409,342.19772,0.493257,380.97974,369.06628,0.60224336,406.25592,200.52353,0.9227958,432.36395,315.09247,0.8121124,292.14926,185.76112,0.8754741,319.4519,313.74463,0.6229616
15,365.9145,177.62897,0.96857274,362.77646,196.08932,1.0,397.2493,237.42368,0.7314056,400.6642,270.41183,0.9533236,400.69437,288.09885,0.8103994,393.663,340.24033,0.5439653,388.28888,358.5284,0.5264306,405.7199,200.34576,0.9216872,433.47803,310.29276,0.7758507,292.03918,185.3757,0.8820398,320.74384,311.68588,0.55603355
16,365.65195,177.34514,0.93630105,362.4666,196.0045,1.0,397.7391,235.52432,0.80900776,401.11694,267.62708,1.0,402.27454,285.29083,0.86729425,395.40125,334.5539,0.5518892,391.81445,351.5785,0.6098544,405.0105,199.85808,0.9503979,435.05347,305.7737,0.8004721,291.97906,184.95186,0.8811984,321.1539,309.8667,0.5683711
17,364.95905,176.91843,0.92877966,362.07312,195.814,1.0,397.0668,234.6554,0.7939824,401.64236,266.97632,1.0,403.07578,284.6037,0.87225753,397.596,334.5296,0.50378853,392.99658,354.25546,0.5127632,404.77628,199.10898,0.9666401,435.7447,304.84198,0.7843883,291.41888,184.89777,0.8840211,321.9409,309.99942,0.5682905
18,365.0607,176.92245,0.9393123,361.97366,195.47047,1.0,396.87482,234.55554,0.7904843,401.37344,267.28592,1.0,402.74835,285.37344,0.87229264,397.79346,333.88644,0.5422508,393.09726,353.34268,0.5138177,404.54834,198.7042,0.97614783,435.2888,304.95715,0.81910765,291.5446,184.99461,0.8866338,321.57404,309.996,0.58858746
19,364.78314,176.93517,0.9458368,361.84732,195.6864,1.0,396.7219,234.15254,0.77687126,401.19852,267.62204,1.0,402.44254,285.8308,0.8750562,398.14,334.29285,0.5275674,392.73178,352.93552,0.5021342,404.75345,199.1885,0.9548672,435.07123,306.16525,0.8107612,291.59003,184.63799,0.88121974,321.9102,310.45068,0.6121257
20,365.6762,177.02805,0.9493933,362.73337,196.05615,1.0,397.1242,234.04472,0.7712717,401.46686,267.89865,1.0,402.3855,286.31076,0.8865637,397.78726,329.40564,0.6022785,391.7308,348.1648,0.5894901,405.38828,200.04987,0.93374896,434.87195,306.4129,0.8388696,292.21082,185.13489,0.87091583,321.81073,309.8733,0.62982017
21,366.30402,177.0054,0.9882648,363.33865,195.95665,1.0,398.7857,235.23537,0.74039936,402.5157,268.63107,0.9870055,403.1981,286.98578,0.8864522,399.0749,333.50793,0.59204465,392.68692,348.30453,0.574892,406.35452,200.55373,0.9254908,435.10452,307.1489,0.83302045,292.94016,184.42645,0.84149724,321.83752,309.7373,0.6144728
22,366.58325,177.07082,0.98094475,363.6776,196.09444,1.0,400.1754,235.55536,0.735192,403.84195,269.55832,0.9617986,404.50952,287.85327,0.82704717,399.36362,333.64542,0.5727884,392.92834,349.1329,0.55444556,407.4551,201.20035,0.9017766,435.76413,307.63098,0.8452508,293.49158,184.98604,0.8438081,322.45377,310.01968,0.6006516
23,367.65976,177.46967,0.9705188,364.46713,196.24286,1.0,400.9456,236.04214,0.698894,404.10245,270.41537,0.9079189,405.1054,286.1926,0.79109144,399.13507,334.31946,0.590738,393.20126,349.4534,0.5741053,408.0494,201.10135,0.91355044,435.0043,308.18155,0.8385145,294.68518,185.1811,0.815328,320.85117,309.60373,0.55869293
24,367.9954,177.83316,0.9674649,364.8687,195.98201,1.0,400.23666,235.97035,0.71393114,403.54016,270.96518,0.9209114,404.7118,287.02576,0.88800395,398.98334,334.56454,0.60171074,393.45938,352.4403,0.5338018,407.4395,200.76805,0.90850985,434.6115,308.85983,0.85555965,295.5703,184.58656,0.77171373,320.8148,310.5017,0.54592407
25,368.0208,177.66124,0.9773857,364.9091,195.9107,1.0,400.50125,235.35785,0.76493734,403.4733,269.8571,0.9476518,403.75177,286.11945,0.8694024,396.9241,334.5142,0.5454031,389.82495,352.30768,0.43135512,407.3381,201.05711,0.8831085,434.31592,308.5593,0.83955854,295.45535,184.57486,0.7780579,319.48535,309.23428,0.54343885
26,368.0776,177.42558,0.96633226,364.9872,196.00626,1.0,400.14642,234.56964,0.7524117,403.64407,268.47736,0.9786172,403.81247,287.11148,0.8725481,397.16388,329.94852,0.56933206,390.6964,353.58737,0.5194204,407.42227,201.4712,0.8644835,434.5812,306.9548,0.8380388,295.07706,184.4945,0.78313226,319.4728,307.31424,0.553412
27,367.4559,177.56769,0.97198445,364.34857,196.20044,1.0,400.05566,234.3283,0.72877264,404.2423,267.1202,0.9977424,404.6683,284.83554,0.8723865,397.8793,329.40573,0.57217795,389.70416,357.93954,0.43414754,406.82404,201.77522,0.8604731,435.41263,305.8463,0.8590135,294.1288,184.95189,0.81238455,321.4185,305.9771,0.54599386
28,367.0516,177.36838,0.96014637,363.9684,195.9745,1.0,399.60226,234.12962,0.71240973,403.93515,266.8812,1.0,404.3993,284.40985,0.8892022,398.72623,329.1023,0.61478806,392.32828,348.82755,0.51064163,405.87964,201.38933,0.8847193,434.96716,304.85632,0.8473274,293.0993,184.96855,0.84457624,321.15717,305.9699,0.5405601
29,366.59863,177.24916,0.9502535,363.62842,195.71922,1.0,398.721,233.62146,0.7412061,403.02258,266.42908,1.0,403.57523,284.57303,0.90888727,398.43655,328.74997,0.6464751,392.52914,347.9822,0.53542924,405.37366,200.77931,0.9043939,434.48438,304.81555,0.83635753,292.29547,184.51741,0.85920566,321.05597,305.8774,0.579418
30,365.88144,176.60623,0.9518168,362.9653,195.19872,1.0,398.04477,233.21544,0.7462694,401.86426,266.27957,1.0,402.4889,284.72003,0.908224,396.7399,329.45084,0.6226947,391.01602,349.72357,0.4675735,404.91068,199.64827,0.916263,433.4379,305.15796,0.8111375,291.72253,183.96814,0.8561853,320.80344,306.1144,0.60096294
31,365.0679,176.66583,0.9541661,362.15942,195.00201,1.0,397.66602,232.98752,0.7498131,400.74936,266.4363,0.98138654,401.26654,284.72162,0.90281224,395.13724,329.05954,0.66692585,390.2374,349.1366,0.51459694,404.12393,199.49278,0.8995679,433.68985,305.9368,0.7886496,291.28976,183.75174,0.858822,319.42505,306.0359,0.5942618
32,363.9403,176.2725,0.9575072,360.97925,194.53496,1.0,395.48538,231.72762,0.71412176,399.60895,266.24615,0.9175045,400.16113,283.51227,0.88412267,394.82486,329.25018,0.67633367,390.02808,348.36618,0.5647917,403.2774,198.74187,0.88161147,433.06897,305.72284,0.7815705,291.00375,183.05362,0.89212435,319.44745,305.2427,0.5854068
33,363.22345,176.49721,0.9448135,360.1663,194.71552,1.0,394.8331,230.8101,0.724485,399.27988,265.52142,0.9058971,400.4522,282.60782,0.8534644,395.62073,328.4889,0.7050271,391.06625,346.7991,0.5948304,401.42236,198.27176,0.8985945,433.79236,304.87683,0.77784264,290.5967,183.42719,0.8991846,317.76898,304.52563,0.5984879
34,362.03433,174.83264,0.9038178,359.35602,193.9567,0.9692098,395.79938,228.82817,0.7178476,400.99725,263.16406,0.9265118,402.32324,280.71173,0.85818565,396.1866,328.04993,0.6035825,389.52258,350.43884,0.37679622,399.5561,197.42375,0.8660645,432.34055,306.44666,0.81635666,289.7627,183.13861,0.90632486,318.6773,303.45038,0.5798139
35,361.5797,173.60619,0.86475176,360.19962,193.1143,0.96374637,394.75842,225.85654,0.76971626,402.38538,261.5179,0.9266697,404.17224,280.1503,0.90591776,397.94452,325.40558,0.62510735,393.2802,345.65088,0.5759493,399.26752,195.79048,0.834672,433.77664,302.92203,0.8528171,289.22104,182.65703,0.90865487,320.18073,303.28214,0.5831748
36,361.0985,172.12401,0.81305027,359.1629,191.5114,1.0,395.54416,226.19788,0.6983419,402.37033,261.35883,0.955811,404.79,277.98077,0.9682151,398.29092,321.46146,0.5729287,393.54672,344.67123,0.52283555,399.27386,193.27396,0.82622796,435.48172,301.46085,0.851819,288.937,181.7645,0.9116193,322.36612,301.78336,0.55534244
37,361.4217,172.03346,0.8042734,358.69873,190.90384,1.0,396.1333,224.72093,0.7234454,402.44492,260.3398,0.95717865,405.50595,276.88898,0.94562227,399.52396,319.36716,0.6429169,396.0202,338.6958,0.6045642,399.26654,193.6951,0.8266741,435.71408,299.74127,0.85812014,288.76062,181.0536,0.9036482,322.8007,301.81357,0.5200544
38,361.8586,171.56996,0.81121176,359.4237,190.3852,1.0,396.04343,224.29599,0.67651826,402.1897,259.5064,0.9351325,405.82397,275.73572,0.90292126,399.78143,318.59174,0.659011,395.88223,338.85922,0.5490339,399.2694,193.34822,0.83721685,434.6703,293.56024,0.86141145,288.9206,180.60706,0.91394204,322.2005,301.6291,0.54480785
39,362.53247,171.40216,0.7957922,360.0347,190.30832,1.0,396.4829,223.76852,0.66683394,402.62076,259.82977,0.9184318,406.24533,275.8429,0.9004517,400.65356,320.03662,0.6388172,395.38464,341.51294,0.521647,399.58466,193.54388,0.82239527,435.37228,293.14133,0.8844174,289.25012,179.94833,0.9289108,322.58917,299.72998,0.532749
40,361.3993,169.35516,0.7807266,360.87503,190.30933,0.99113,397.0318,223.77206,0.6841186,403.15222,259.52707,0.9049861,406.46777,275.35608,0.87938106,401.46512,319.2225,0.64087015,395.21848,341.4711,0.47738817,399.9798,193.41248,0.8258359,435.28003,292.65515,0.8909176,290.12045,179.33249,0.9284972,322.57327,299.26123,0.5666481
41,362.3694,169.14685,0.7835776,362.3407,189.97069,0.98234904,396.97443,223.14395,0.6405146,403.85803,259.97513,0.88935643,407.0876,276.1422,0.8476144,401.19647,320.19717,0.6312349,396.27176,341.9175,0.50077504,400.5086,193.83543,0.8334508,435.67178,294.05417,0.8858941,291.56113,179.07336,0.9323619,323.72034,299.69107,0.56779444
42,364.27914,170.97488,0.7999091,361.8542,191.67036,0.9878734,397.26144,224.39835,0.632934,404.27985,260.70328,0.89297426,407.34183,277.09015,0.8400512,401.38785,320.59937,0.6358372,396.65985,342.2094,0.5138096,401.4975,194.05911,0.8421552,435.8657,294.71588,0.85848117,291.82526,179.8986,0.9180305,323.97372,300.03418,0.58871144
43,365.9128,171.83603,0.84725606,362.809,192.433,1.0,397.5957,225.30472,0.70143735,404.6964,261.38644,0.9251284,407.57587,277.85092,0.88064253,401.07248,321.1142,0.63549525,395.87698,344.03763,0.4902988,403.14548,195.19766,0.8373111,437.1237,300.9095,0.88421285,293.02216,180.64107,0.87996936,321.60608,298.92447,0.5528535
44,367.20395,172.50557,0.8602412,363.63696,192.96715,0.98806924,399.04193,225.8531,0.7194743,404.76837,262.4105,0.88173074,407.34857,278.8596,0.8656297,400.06055,322.39337,0.6090105,393.42422,347.43985,0.4105572,404.58212,195.20932,0.80076265,436.5772,302.194,0.87980753,294.54526,180.73103,0.866791,322.88815,300.53082,0.55688554
45,368.70206,173.68633,0.8686544,365.49216,192.59563,1.0,400.1785,227.61586,0.7680314,406.10742,262.43094,0.9448441,407.88873,279.2057,0.8582059,403.7245,323.18127,0.64427686,395.86392,344.17905,0.5326144,407.12836,198.39618,0.80905944,436.9162,303.18365,0.92673665,296.4839,181.4657,0.80029774,323.23636,302.2594,0.60275495
46,366.16656,176.25621,0.9023602,366.83878,194.4912,1.0,401.35672,229.32314,0.7267446,407.10815,263.71548,0.9466508,407.7754,280.36093,0.8683766,403.07812,324.86826,0.6451277,395.2443,345.48178,0.52236086,407.86496,199.62904,0.8192503,436.4748,305.634,0.9088535,297.5855,182.24959,0.79836774,323.67847,302.7475,0.57456934
47,367.59576,177.98251,0.9232573,367.85098,195.29744,1.0,402.3176,230.67035,0.7402286,408.25183,264.32016,0.9456006,408.5639,280.79346,0.84816045,403.6102,325.14896,0.66997254,395.17337,345.65182,0.5070957,408.4738,200.90825,0.8220082,436.61896,306.23956,0.8700882,298.8129,182.65253,0.7819633,323.82996,303.19592,0.5862982
48,368.19577,178.18091,0.9345781,368.18564,195.72585,1.0,402.35886,229.18382,0.7371468,409.33295,263.48367,0.9003498,409.1217,280.32846,0.82234895,403.3852,325.16464,0.6695647,395.0809,347.42245,0.4602808,408.596,200.60165,0.79936284,438.4309,305.15912,0.8874223,299.27194,182.97783,0.7897652,324.38306,302.05182,0.60815907
49,367.6587,177.68317,0.9135763,367.85486,195.2953,1.0,402.08585,228.12079,0.76706964,407.83942,263.56393,0.89775723,408.5923,280.09906,0.8196033,404.6228,324.3529,0.6448869,395.24683,346.24564,0.46213898,408.39615,200.68031,0.78767085,439.11288,303.6527,0.911561,299.29953,182.66335,0.79394746,325.32175,303.26715,0.58008623
50,366.7164,175.96735,0.8643761,367.306,194.55795,0.9978324,401.77313,225.93982,0.78118175,408.3306,261.98587,0.8755484,409.56186,280.76306,0.81220144,405.35886,322.65155,0.63109446,396.81503,344.5484,0.45791563,407.61758,200.2129,0.7478802,439.60834,302.17694,0.89862406,299.15366,181.94925,0.80051875,325.75308,300.5512,0.52805495
51,369.351,174.48488,0.85332257,366.72424,193.98195,0.98096055,401.69833,224.79935,0.7226155,408.01828,260.8835,0.860476,409.74176,279.8694,0.8280348,403.34662,321.764,0.63657206,398.83127,339.17703,0.46950382,407.42456,199.90027,0.7510853,439.812,300.70123,0.8899338,298.87125,182.00134,0.81357396,325.98923,299.19794,0.5160024
52,368.98044,174.21739,0.8645334,366.22366,193.72554,0.9927821,401.31042,223.83852,0.69621384,407.94562,260.02527,0.85990816,409.78992,279.36792,0.82853746,402.8872,321.7101,0.6178508,398.308,339.28366,0.39240518,407.18304,200.22581,0.74520165,439.97043,300.5143,0.8744005,298.49347,182.11789,0.79913074,326.50397,298.32117,0.5161188
53,368.38882,173.81815,0.85647744,365.77115,193.7876,0.9910153,401.04178,224.20978,0.6943577,408.53668,261.2552,0.84834254,409.428,279.5399,0.81307894,402.92133,321.76718,0.63005453,398.57755,339.43863,0.44885612,406.77734,200.18442,0.75131387,439.74915,301.03494,0.88355285,297.78656,181.80415,0.8004121,327.1793,299.79218,0.5437781
54,368.16626,173.93608,0.8624312,365.42957,193.98927,1.0,400.87,224.85602,0.70739406,408.1733,261.7197,0.85972494,409.1503,279.87933,0.8129635,403.16586,321.81754,0.6407167,398.86545,339.4336,0.46690568,406.43423,200.16995,0.756249,439.53125,301.50473,0.8843725,297.53482,181.61871,0.7736528,326.13815,299.62717,0.53977233
55,367.81152,173.98701,0.87630856,365.0726,194.01918,1.0,400.61163,225.10956,0.72921664,408.0456,262.1496,0.863017,408.98816,280.0908,0.8053799,403.1908,321.887,0.6489822,398.74496,338.80072,0.5364454,406.33612,200.20064,0.76611674,439.0123,301.69882,0.8914561,296.64474,181.8012,0.7572256,326.73468,300.96924,0.57920873
56,367.4306,173.92123,0.8859298,364.8403,194.09715,1.0,399.88663,224.5604,0.7237597,407.76694,262.1778,0.87831575,408.5406,280.03723,0.82185984,405.6916,320.46234,0.6782864,397.9013,339.87906,0.5929053,405.75333,199.79767,0.7801955,438.5217,301.87225,0.88633466,296.31332,181.20752,0.76451194,326.7115,301.69153,0.5962587
57,367.4248,173.62454,0.8789435,364.67484,193.25409,1.0,399.96783,224.78423,0.7326731,407.6692,261.879,0.88377845,408.3835,279.80872,0.829513,402.00055,321.41064,0.6854474,397.29855,340.17004,0.5784005,405.5054,199.24107,0.7857988,438.64725,301.57648,0.8995558,296.24893,180.90953,0.7711056,325.5713,300.53464,0.5577128
58,367.70895,173.21754,0.87103254,364.87042,192.77066,1.0,399.9926,224.63326,0.71829605,407.54297,261.1765,0.88712096,409.86014,277.6023,0.83823174,401.9795,320.81577,0.6905629,398.89453,337.55984,0.5628844,405.79294,199.37976,0.7824804,438.44974,301.0086,0.8894565,296.16293,181.21994,0.77022797,324.16025,301.09146,0.532581
59,367.53046,172.89868,0.8696341,364.94012,192.783,1.0,399.88666,224.38591,0.7452013,407.62918,261.03616,0.9000894,409.8264,277.4975,0.83547735,402.71844,320.96204,0.64945686,397.8469,341.6911,0.5112278,405.6459,198.88635,0.77383715,438.74603,301.54382,0.8581909,295.92645,181.38692,0.7771221,324.2963,300.4657,0.5149362
60,367.19742,173.06377,0.86598235,364.587,192.61235,1.0,399.42813,224.95158,0.7267003,406.444,261.67023,0.88777506,409.01624,278.22778,0.8665562,402.43936,321.39752,0.64726746,401.33768,341.46768,0.5635525,404.89087,198.67256,0.7875944,438.37094,302.1878,0.84988916,296.33435,182.44974,0.7699286,323.49335,299.70026,0.50221723
61,366.81497,173.39705,0.8763154,364.31653,193.4023,1.0,398.9637,226.20886,0.7509148,405.50778,262.41885,0.9122537,408.03625,278.951,0.8842201,400.90808,321.46637,0.62497383,394.75894,344.9829,0.44193798,404.80487,198.18367,0.81946707,438.0818,301.68976,0.8443066,295.38892,182.63809,0.7837612,322.71808,300.5129,0.4899668
62,366.8488,173.60057,0.88600343,364.12665,193.10687,1.0,398.90283,226.67381,0.7312597,405.66656,260.78778,0.90461504,407.6044,279.04062,0.872827,400.50366,321.81686,0.6214268,395.41434,344.518,0.4888399,405.04938,197.87743,0.814183,437.89844,301.83362,0.84297436,295.37946,182.05235,0.8127448,321.88605,301.2244,0.50297785
63,367.4227,172.2995,0.84408456,363.99905,193.3121,0.98230404,399.4996,225.36559,0.7206856,405.48413,262.21454,0.9138407,407.86246,278.56964,0.8815806,400.88416,321.01923,0.6297937,396.11633,343.52362,0.48936844,405.44907,197.20337,0.7845857,438.11185,301.43738,0.8421633,296.30646,180.94678,0.7878933,322.83176,300.8318,0.54550743
64,368.1558,171.08344,0.8059154,365.18213,192.36568,0.9773084,401.2807,224.33188,0.73935914,406.37555,261.62418,0.89231765,408.7136,277.68478,0.85235256,402.47018,320.77545,0.6482922,397.8697,341.0197,0.52294505,406.66977,195.25632,0.78142655,438.57562,301.2217,0.85755354,298.1851,179.3203,0.8439418,324.4008,299.15054,0.5805401
