scorer,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-bottomleft2026-01-01shuffle1_snapshot_best-10
8,309.04117,148.30931,0.94824284,306.40234,162.4283,0.89942974,250.41112,182.04576,0.80059147,219.7146,203.17932,0.94854546,212.54002,219.71843,0.9582151,197.54074,254.47812,0.9214991,195.075,273.23694,0.94055325,366.49847,174.26167,0.9018367,273.91003,273.23886,0.8501704,257.2542,157.92236,0.7479662,177.43973,240.32861,0.75867176
9,307.07202,148.0173,0.9639448,304.80997,162.95116,0.9482779,248.84991,182.16168,0.8325934,218.64262,202.46144,0.9268888,208.65553,222.1717,0.96449417,196.54736,253.45323,0.9103565,194.47507,272.751,0.950466,367.1474,176.79222,0.857889,274.17044,272.54013,0.8561628,256.18375,156.96214,0.7328536,177.17857,241.18024,0.7439948
10,306.51636,147.94687,0.96203995,304.56778,163.01735,0.9394019,248.20918,181.72282,0.8479689,217.92216,201.78427,0.89706373,207.0516,221.70538,0.9526107,197.09776,253.24826,0.8900677,194.0284,272.77554,0.9410624,366.48892,176.16682,0.8736589,273.25644,271.73196,0.8341132,255.5686,156.62985,0.70998794,177.5968,242.18605,0.6959234
11,306.47427,147.84036,0.97020125,304.4894,162.78227,0.9359876,248.30388,181.21614,0.82756746,217.57825,201.82132,0.91308045,207.12372,221.63551,0.9804356,198.06114,252.21725,0.8737473,195.28122,271.5858,0.9206318,366.4795,173.02747,0.8876236,274.91995,271.34857,0.8606762,255.66618,156.4849,0.7185171,178.73325,242.03816,0.69091517
12,307.6318,148.73935,0.9793312,305.21606,162.96985,0.91605073,250.56447,179.94905,0.7631273,221.5265,200.65114,0.920001,209.84135,220.96,0.9919285,198.77869,249.04355,0.8555781,197.46414,270.25632,0.8545804,366.3328,176.6059,0.88129234,278.88928,271.05914,0.8775692,255.57594,158.72307,0.7356408,180.32472,241.76738,0.659141
13,309.21167,148.29268,0.9652807,306.8072,162.11125,0.9041129,253.47163,180.19789,0.75213414,223.58394,198.5791,0.9979599,213.16043,219.08942,0.9775508,199.16132,245.74635,0.86448455,199.2351,268.60352,0.77854,368.1429,176.90639,0.8585011,280.0557,267.74506,0.85792094,256.42566,157.95226,0.7187559,182.32324,240.23439,0.6047563
14,311.892,147.38484,0.98573,308.94394,162.29752,0.8938391,256.00418,176.48862,0.8080102,227.15117,196.73813,0.892766,216.60556,214.14342,0.89604616,201.20938,241.189,0.87169343,201.35323,263.64243,0.8174829,369.54474,176.75397,0.85288805,282.93448,266.5206,0.87199205,257.70377,158.95499,0.7475225,182.92497,236.12633,0.5477439
15,312.64893,146.83237,1.0,309.33612,162.84175,0.9071211,257.4026,171.85678,0.81253225,229.28418,193.3331,0.8888649,218.4523,209.48119,0.8621688,202.21213,238.8685,0.8541377,203.17273,260.90765,0.8019084,371.31042,177.08372,0.85441697,284.4445,263.47375,0.8674511,258.3748,158.34029,0.689078,187.41937,228.26772,0.5676318
16,312.86606,146.42572,0.9952463,309.4213,162.67857,0.89006054,259.71494,170.07442,0.7181512,230.19928,192.21286,0.8757685,222.37299,208.28902,0.7689014,205.69167,236.25092,0.85881555,199.76912,256.20447,0.8293664,371.6212,177.20213,0.85799617,287.63956,261.67856,0.8549085,259.51828,158.04057,0.6921729,189.06242,226.47864,0.5421351
17,312.81107,146.20398,0.99032354,309.4387,162.45654,0.89433986,259.47318,169.71365,0.7247132,230.53175,191.6281,0.88551235,221.12532,207.71736,0.77930915,205.89508,235.77077,0.89274395,200.40292,255.87544,0.84882885,371.60223,177.16048,0.8502795,287.99667,261.2867,0.8389999,259.2155,158.18222,0.68321365,188.76402,226.04105,0.5623592
18,312.516,146.12213,0.9897625,309.24643,162.18251,0.88505065,259.3748,169.01506,0.7104258,229.78691,191.42393,0.92320234,222.33556,206.9637,0.81170344,206.1545,236.00014,0.91561687,200.73285,255.7162,0.86103606,371.47748,176.62733,0.86428624,287.83438,260.9067,0.8471635,259.22607,157.5771,0.6697812,187.57373,225.86269,0.57362145
19,312.36478,146.17926,0.98656726,309.30426,162.0934,0.8795182,259.08688,169.19818,0.730038,229.04596,192.26245,0.9418614,221.33055,208.6212,0.8236908,205.99611,236.48552,0.9196334,199.76483,256.47745,0.854546,371.49994,176.4926,0.85611486,286.5424,260.87872,0.86157024,258.88287,157.79546,0.6771142,187.75189,226.5202,0.58757865
20,312.736,146.13864,0.983556,309.40356,161.96912,0.86662817,258.97134,168.7707,0.7290926,229.23141,192.33517,0.9409646,219.68652,206.32056,0.82733256,206.00674,237.03668,0.915299,203.16116,258.42392,0.8314321,371.58142,176.85999,0.862186,286.73227,261.58557,0.86280394,258.99612,157.5888,0.6682947,188.18288,226.74806,0.5904702
21,313.51514,146.37062,0.9822163,310.21158,162.34663,0.86773294,259.45377,169.12708,0.7100905,229.74191,192.982,0.9147162,219.73839,207.22455,0.8608979,206.13722,236.969,0.9210166,203.14104,258.65,0.8291548,372.61447,177.40634,0.84180886,287.81006,262.65845,0.8423784,259.49475,157.69186,0.6668672,188.55956,226.76929,0.6074549
22,314.50665,146.4999,0.98599356,310.76785,162.76268,0.87318116,260.19617,173.79932,0.72564423,231.57654,192.24872,0.86777437,220.45361,208.63948,0.89411813,206.81879,237.29701,0.93207085,199.20508,258.172,0.82268834,372.3527,174.2508,0.84806985,288.08502,263.52853,0.8312082,259.7712,158.5737,0.675357,189.10765,227.97041,0.6019193
23,315.1466,146.62543,0.986456,311.53268,162.86517,0.8759934,260.21368,174.23524,0.76038736,231.7009,193.16783,0.87473345,220.98756,209.47131,0.90857226,207.4506,238.06299,0.92711467,199.70111,258.9451,0.8189611,373.1271,174.15384,0.87509143,287.76492,264.0796,0.8600995,260.26108,158.41733,0.6749516,189.35405,228.58511,0.6062989
24,315.94278,147.42967,0.98393714,311.88934,163.5945,0.87130564,260.3587,174.74504,0.7814563,231.75566,193.8127,0.9195014,220.97517,210.8493,0.98223627,208.04825,238.86186,0.9326744,199.56924,259.332,0.8658328,373.4341,174.77188,0.87311524,287.9189,266.19025,0.84161615,260.4719,158.75418,0.70665926,189.43225,229.886,0.60818434
25,317.35245,147.58795,0.9636179,312.8287,164.11804,0.86523837,260.83047,174.01564,0.79131085,232.1448,193.48938,0.89954376,221.55316,210.40652,0.97929657,208.07768,238.74489,0.93577045,200.0782,258.43866,0.83254564,373.86954,175.3034,0.8985646,286.99234,265.128,0.85321176,260.9317,158.71335,0.69704854,189.53015,229.27245,0.6213763
26,318.64093,147.44188,0.9290663,314.1198,164.41426,0.8377089,262.48224,173.08156,0.7295968,232.7784,194.08241,0.8776957,220.87599,209.86292,0.89853436,207.49669,237.47003,0.9355904,200.75648,256.77188,0.8489839,374.19254,175.29443,0.9026231,287.08527,263.72073,0.862665,262.21582,158.46228,0.67132956,189.53851,227.49193,0.65200627
27,318.11057,147.60954,0.9252919,313.41724,164.68254,0.8172919,262.88498,173.37164,0.7320007,233.63911,193.56636,0.90217835,222.56728,208.56479,0.85847765,207.48296,235.89644,0.930789,201.57393,255.38863,0.86954176,374.41086,175.55444,0.91855717,287.86298,264.2947,0.86636794,261.88464,159.79439,0.7046611,189.75299,225.85298,0.65868145
28,318.06433,147.76459,0.95453477,313.4586,164.95616,0.8500593,263.26413,173.20972,0.7210616,234.12906,193.40385,0.89726985,224.70518,208.8506,0.84535164,208.72778,235.03352,0.94383836,203.52931,254.4123,0.87345374,374.39355,175.51707,0.9070924,288.71478,264.1217,0.8709488,262.0177,159.41417,0.70281076,190.32268,225.34012,0.6604933
29,316.96646,147.60854,0.96523166,312.48737,164.55727,0.8684903,262.29974,173.13853,0.7207443,233.82265,193.43146,0.909965,222.7964,208.22719,0.8531896,209.04416,235.68268,0.93855876,203.61423,254.46614,0.85802066,373.50543,174.65137,0.8983064,288.73425,263.701,0.863594,261.13406,159.33772,0.7003561,190.67038,225.96764,0.6691253
30,316.32425,147.05367,0.9791271,311.73547,163.78267,0.8804189,261.7696,173.3174,0.74330634,233.53223,193.82184,0.8829971,222.53185,208.8418,0.8602658,209.51944,236.00693,0.9574108,203.68115,254.44183,0.8768841,373.4271,174.37471,0.90711033,288.68353,263.70212,0.8530264,260.65118,158.62274,0.6866382,190.44649,226.83408,0.65215844
31,315.55066,146.70386,1.0,311.31674,163.06888,0.9050914,261.25998,173.02551,0.7504364,232.64494,193.91495,0.8709829,221.65623,208.64064,0.8448344,209.09016,236.54181,0.94597346,203.35078,254.63707,0.8505129,373.4428,173.99467,0.8687299,287.5935,263.08127,0.8387588,260.6066,157.90909,0.6893403,189.65797,226.51561,0.6428615
32,315.75858,146.64783,1.0,311.95758,162.82777,0.93105555,261.37073,173.15787,0.69447565,231.27296,193.57695,0.8832117,222.5399,206.87263,0.8537128,209.51575,236.2631,0.9620499,203.74097,254.35268,0.83906525,374.68018,176.75407,0.8543817,287.46603,262.9453,0.84006834,260.7699,157.88788,0.7019424,189.92581,226.30786,0.6422046
33,316.08096,146.59099,1.0,312.2873,163.04051,0.94193035,261.99988,171.83113,0.71910167,232.06358,192.59052,0.87083495,221.48499,207.89398,0.8143485,210.00877,234.53343,0.96269315,206.90916,253.55458,0.8289718,375.13153,176.56909,0.83874977,288.03885,262.95367,0.85538346,261.4382,157.45683,0.67615145,190.74536,225.25108,0.6621769
34,316.67926,146.40344,0.99805343,312.80817,163.37906,0.9271975,263.49854,172.33286,0.7287967,235.22752,190.84726,0.91425323,225.45412,206.98834,0.8664762,212.85564,233.18304,0.94414777,209.52982,252.48715,0.8061607,374.22348,175.06758,0.85306144,289.73672,261.36307,0.8380417,261.73697,155.9794,0.6375272,192.95206,225.18037,0.65217006
35,316.86017,145.89864,1.0,312.6083,163.09688,0.9130235,264.30896,169.55441,0.7194662,235.64188,188.72835,0.9273847,227.42755,204.37459,0.9482429,215.0895,229.90506,0.8698576,211.23679,250.17006,0.7880471,373.86627,174.08641,0.8639581,290.78302,260.72354,0.8339755,261.15192,157.73773,0.62187296,194.62447,223.69691,0.5980464
36,318.87433,145.18977,0.92682266,314.31363,162.83028,0.850606,265.90656,167.49196,0.69763803,237.74065,186.60071,0.9316015,227.30196,206.05412,0.9559447,215.70537,227.09853,0.89554614,209.67558,246.97342,0.85808843,375.87766,173.05449,0.87427014,291.4819,258.04596,0.836144,261.92603,158.23093,0.5736895,195.35196,223.7319,0.5247403
37,320.17294,145.30774,0.89111894,315.06735,163.17967,0.85589033,267.00607,166.10628,0.7119256,238.97379,185.28499,0.954084,228.54321,204.75085,0.93489873,216.5042,226.85095,0.8898688,210.86517,246.5469,0.8264486,376.34442,173.0665,0.863616,293.56995,255.84937,0.8529398,262.77466,156.9938,0.5643134,198.75528,224.00465,0.51747465
38,320.46436,145.26593,0.8949754,315.95013,163.19936,0.87714654,267.43726,165.67651,0.7004277,239.47168,184.94789,0.98638177,228.82787,204.3271,0.9339551,216.74911,225.88228,0.8988373,215.5871,245.73988,0.8344229,377.09723,173.4162,0.8862154,295.1448,255.89595,0.87093866,263.53757,156.06322,0.5578026,199.20343,223.16093,0.5512714
39,318.90652,145.65384,0.87399715,316.81387,163.32957,0.8759238,270.18988,165.68996,0.6864464,240.53882,184.5432,1.0,230.08942,203.5285,0.90679634,217.83035,224.9147,0.9229636,216.87212,244.95645,0.83687294,377.82016,173.73952,0.8810084,296.4141,255.4424,0.86271775,266.168,155.61363,0.5578102,199.97675,222.78265,0.53023094
40,319.7423,145.33774,0.87508976,317.27884,162.85667,0.8592062,270.47662,165.91295,0.6819059,241.04987,184.3982,1.0,231.29646,202.70496,0.90959895,219.55875,224.65971,0.9114618,217.87494,245.1926,0.8259096,378.65945,173.97337,0.86394143,297.32208,255.68839,0.84686357,266.7753,155.82353,0.55230856,201.61743,215.99535,0.5089761
41,319.76593,144.93459,0.8675466,317.24258,162.86264,0.85931826,270.69315,165.79239,0.67825073,241.14844,184.54889,1.0,231.3051,203.0679,0.92133373,219.48628,224.63469,0.9198497,217.74124,245.61624,0.8364583,379.07837,174.10071,0.8573297,297.0245,255.00722,0.84283435,267.03723,155.74232,0.5563229,201.6712,215.97232,0.5078671
42,320.04675,144.56448,0.88018376,317.62692,163.1705,0.87511414,270.93927,166.13559,0.7038103,241.07231,185.24565,1.0,231.0395,203.65402,0.91143364,219.1783,225.49684,0.90856117,217.72856,246.16547,0.8149608,379.05206,173.83194,0.88257235,296.04742,255.8569,0.8520995,268.47308,153.9992,0.5743148,201.69055,216.35846,0.5134627
43,319.89975,144.61089,0.8707466,317.5163,163.09792,0.8587198,270.59912,166.67175,0.71755683,240.29788,185.84956,1.0,230.02211,205.05891,0.9073595,219.04251,226.30394,0.8870079,217.46863,246.76306,0.7663304,379.1711,173.66533,0.896172,294.69574,257.1032,0.8461254,268.7139,153.92802,0.58074874,200.74573,223.74084,0.51748186
44,320.3358,144.69498,0.8896335,317.92,162.74205,0.8651318,269.8535,167.20436,0.7055674,239.71027,186.73741,1.0,228.9799,206.19572,0.9208674,217.32596,227.70476,0.8503135,213.83044,249.41168,0.73285335,379.51788,174.65036,0.8798418,293.42065,258.2944,0.82297003,269.25168,154.13252,0.61358744,197.87405,224.91264,0.51242113
45,320.3014,144.83232,0.8945808,317.66086,163.16444,0.86253494,269.9275,168.23149,0.7133719,239.74629,187.94365,0.9824918,231.13805,203.78018,0.9011882,216.44005,230.14253,0.81849474,213.31877,250.10004,0.7617699,379.17584,175.83272,0.8582863,291.8743,260.7444,0.78375876,269.38257,154.37938,0.62840843,196.86374,224.51134,0.54926735
46,321.0665,145.31778,0.91660964,318.31668,163.81052,0.87603605,269.67593,168.9185,0.7188406,240.05379,188.78601,0.9747576,230.71559,204.70082,0.8825511,215.65892,230.53287,0.8339278,212.23483,250.24327,0.76680505,379.04047,173.60394,0.8953896,292.16208,261.37228,0.81893605,269.9562,154.57028,0.6236009,196.06773,224.76067,0.5535429
47,321.58694,145.9541,0.95519096,319.0165,164.50241,0.90396804,269.8491,169.07553,0.7853098,240.55292,189.8088,0.9756877,230.47357,206.32495,0.8719686,214.86012,231.46136,0.8378988,211.78339,250.9991,0.76444715,379.36612,174.51132,0.909724,292.36282,263.36237,0.8510782,270.35098,154.82198,0.62710583,195.80298,225.28952,0.5947663
48,320.86438,146.58315,0.9745485,318.33652,165.27391,0.90499717,270.2333,169.66603,0.77546954,241.20616,188.89252,0.98176837,232.00124,204.67183,0.8469961,215.99307,229.62938,0.8125415,211.46202,249.91983,0.75797045,379.60114,174.99783,0.90096307,291.6348,263.8876,0.85413724,270.46002,155.2315,0.61594146,195.90309,224.76324,0.50889254
49,321.18756,146.35806,0.9551465,318.60144,164.77075,0.8880414,270.14908,168.29659,0.74713224,240.48746,187.95444,1.0,229.35452,206.82616,0.89154524,216.28893,228.2221,0.8370401,210.21635,247.20244,0.7980523,379.23816,174.21788,0.88589984,291.87537,261.5846,0.8204887,269.99924,155.31586,0.6122752,196.23705,224.01457,0.4930888
50,320.7669,145.54535,0.91903794,318.1129,163.74438,0.85701907,269.57263,166.74092,0.70415115,239.51822,186.98683,0.9806393,228.81213,206.04483,0.92113805,216.00742,226.91087,0.8535854,210.1326,246.62923,0.82686484,378.87982,175.9686,0.87403405,292.3811,259.3785,0.8132048,269.90433,154.04654,0.5965841,195.93301,223.69196,0.47748995
51,320.0047,145.55843,0.882715,317.93417,161.75572,0.837017,271.12772,166.6358,0.70383906,239.48642,185.99428,0.9621815,228.5974,205.74261,0.93335885,215.4639,225.56413,0.8529201,210.26039,246.64574,0.7959096,379.03036,175.7443,0.8625279,291.2845,259.77682,0.8142736,269.3054,153.24458,0.61557734,195.96983,223.53409,0.4639232
52,319.8712,145.46584,0.8725365,317.9514,161.64848,0.8206849,270.83493,166.37967,0.6783889,239.0641,185.90356,0.9631732,228.21524,205.713,0.94480735,215.09949,224.51263,0.85542136,210.35648,245.79948,0.8124964,378.79227,173.40515,0.86475194,290.56107,257.3729,0.8056704,268.98584,153.09663,0.62177926,196.02275,222.83174,0.4510238
53,319.3001,145.59485,0.8652356,317.24255,162.32285,0.8231593,268.5627,166.26816,0.6769902,239.09317,185.71558,0.95739836,228.22244,205.65009,0.94137764,214.95235,224.57893,0.86471534,210.63298,245.77264,0.81036806,377.5844,173.07994,0.8996905,290.59222,258.32248,0.80548203,268.36127,153.59923,0.59761965,198.35219,223.38354,0.45815712
54,318.78314,145.61362,0.87739456,316.57803,162.8965,0.87959015,267.8036,166.798,0.6979393,237.26588,187.29132,0.9450925,227.58403,205.89755,0.9459415,215.64514,225.7523,0.8737771,210.2372,245.03354,0.83710045,376.67413,172.8289,0.9023771,290.7047,260.0058,0.80901027,267.68185,153.6934,0.5871922,195.44118,222.7228,0.46923688
55,320.78165,145.41678,0.8905669,315.99936,163.07295,0.88172066,266.9042,167.06174,0.70258206,236.85362,187.26936,0.9422211,227.01935,205.86562,0.9529216,215.61563,225.51639,0.88179445,209.92688,244.44307,0.8653777,376.2838,175.59956,0.89117974,290.27737,260.06418,0.8270417,265.65277,154.81116,0.5706841,197.98196,223.04533,0.48635927
56,320.58612,145.09303,0.87708014,315.35028,163.11113,0.86704177,266.38654,166.56116,0.7331864,236.05896,187.02615,0.9412322,226.28435,205.68079,0.96406394,215.555,225.35141,0.88852024,209.33101,244.45648,0.86399996,375.79416,175.09918,0.89171606,289.75366,259.61194,0.82998776,262.7551,155.09663,0.56459457,197.5439,222.68811,0.5120372
57,320.80557,144.56674,0.86507267,315.9749,162.41394,0.86305577,266.67633,166.23595,0.6929264,236.06198,186.97227,0.94027466,226.43785,205.38004,0.9594991,215.7976,224.84534,0.8726306,209.57806,244.29716,0.87130606,376.23218,174.63237,0.8964909,290.45032,259.9632,0.81698835,265.78165,154.0997,0.57780695,197.69717,222.19792,0.47457138
58,321.27496,144.46176,0.8594638,316.6847,162.05794,0.84431964,267.60425,166.03073,0.68140453,237.17238,186.80179,0.9409289,227.60393,205.05475,0.9575044,216.2883,224.3701,0.8599394,210.50102,244.23946,0.87006634,376.3701,174.4459,0.8953142,290.35635,258.41702,0.815352,268.04025,152.84346,0.58457667,198.00447,219.63103,0.45323756
59,319.63556,144.78809,0.8479635,317.33563,162.07257,0.8297258,268.15536,165.8951,0.6821444,238.98337,185.45958,0.97349054,228.36548,204.89398,0.9466951,216.22798,225.13338,0.8519395,210.28598,245.38377,0.84041023,376.826,174.77783,0.8721835,291.15033,257.83755,0.82234424,268.65652,152.84995,0.59195584,198.65784,222.56062,0.44442257
60,319.6899,145.73999,0.8827536,317.2578,162.92545,0.8430017,268.3683,166.44505,0.6927513,239.72166,185.6631,0.9728062,228.59459,205.15753,0.9196472,215.68112,224.53246,0.84833467,210.18208,245.84283,0.8365203,377.75366,175.9788,0.88235724,291.53574,258.1292,0.83264345,268.62213,154.13368,0.5777825,196.11478,223.59518,0.4335749
61,320.09583,145.79608,0.89063025,317.46628,163.98145,0.83158344,271.0485,166.86406,0.7005735,240.20348,186.29286,1.0,229.33994,205.62294,0.9006638,216.30963,225.2695,0.8339865,210.59355,246.3681,0.8160301,378.1459,173.52943,0.9008043,291.84354,259.34448,0.8166568,269.38293,154.27637,0.60487777,196.68236,224.01794,0.43945953
62,320.4547,145.64107,0.8950437,318.00174,164.0304,0.8573457,269.86456,166.95381,0.7050996,240.38957,186.35864,1.0,229.46413,205.5905,0.89126486,216.78242,225.67294,0.8447326,211.28029,246.35442,0.8058256,378.8193,176.0807,0.84890705,292.23923,258.20367,0.81171954,269.72525,154.36166,0.6059808,197.37401,224.25864,0.4441829
