scorer,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10,DLC_Resnet50_cam-topright2026-01-01shuffle1_snapshot_best-10
bodyparts,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,325.4577,157.71405,0.6486679,327.8398,175.24948,0.58367956,368.42462,199.32365,0.5617238,374.95218,226.01883,0.62922007,383.64465,242.97423,0.5275422,397.42996,279.03577,0.4522684,409.2627,337.26013,0.40247342,370.27618,165.56778,0.7488415,425.20532,253.90465,0.73326266,260.19717,182.44629,0.3245388,319.0384,287.23126,0.5015141
1,325.39844,156.95863,0.6339601,327.8984,175.88223,0.59291965,367.92834,201.3179,0.57529455,373.9397,227.7678,0.6675443,381.481,245.16635,0.5823758,396.95325,280.70694,0.42370945,407.3019,342.61908,0.42719895,370.40393,166.76715,0.7821232,423.60123,256.36865,0.6878505,260.06717,180.01132,0.35409477,315.1894,287.30548,0.55167687
2,325.56305,157.05309,0.6221258,328.01334,175.29034,0.54438055,367.8535,201.23862,0.5551276,373.74637,227.85484,0.68460995,381.1755,245.23883,0.59495527,388.8907,284.2432,0.4245045,407.72122,340.0303,0.44313255,370.1996,167.57655,0.76776093,422.9573,256.21216,0.69549525,260.1823,179.7642,0.35995746,314.81244,285.96005,0.5213503
3,324.88394,155.3469,0.62051904,327.35208,174.44348,0.55777955,367.84988,201.19977,0.52498907,373.68332,227.35727,0.67843133,381.83835,244.3817,0.57550377,397.97137,279.94696,0.39890835,409.01285,338.1262,0.46181086,370.06726,167.46246,0.751856,424.4489,255.6204,0.6953742,260.33734,179.93861,0.3682092,322.4892,395.08362,0.5543309
4,325.07718,156.29836,0.63744026,327.44775,175.40852,0.6053454,367.6607,200.23543,0.48717454,373.71198,226.40532,0.66204995,382.38077,243.87599,0.54842013,417.99646,283.7181,0.38181373,409.12256,338.26633,0.45231265,370.19986,167.5089,0.76301885,424.83786,254.92389,0.70311654,260.1834,180.036,0.35514635,322.85474,395.42078,0.59599245
5,324.3824,156.3887,0.6305741,327.21725,175.93193,0.6127504,368.52197,199.72261,0.4792974,373.74466,225.31721,0.62057674,382.85852,243.06796,0.5263192,398.37555,278.7396,0.39966863,410.0349,340.29227,0.3998874,369.64227,167.27917,0.7471708,424.80145,254.81691,0.6967293,260.04666,180.2383,0.3703405,322.59763,395.50415,0.58275545
6,324.02832,156.29088,0.62353677,326.8121,176.24481,0.608608,368.33484,199.27951,0.45883006,373.40543,225.44707,0.62019116,382.4847,242.77478,0.52818376,397.4361,278.4758,0.4095572,410.0525,340.941,0.39758375,369.4482,167.94795,0.7351199,425.12982,254.38872,0.7091867,259.4628,180.44633,0.35906324,322.49744,395.87643,0.5254898
7,323.68515,156.94316,0.638682,326.5506,176.837,0.6065007,369.91016,199.59212,0.4290669,373.7048,225.53677,0.5951837,383.01984,242.84448,0.5109874,398.46265,277.63968,0.41696987,410.87125,339.95694,0.39980245,369.43915,168.49704,0.72663534,426.50687,253.2281,0.6872674,259.4096,180.846,0.35686535,322.0557,395.86853,0.56658274
